% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1740 +9.301192889e+02 +9.301192889e+02 +1.007779289e+03 +1.007779289e+03 +3.2735e+00 -4.7367e+00 +1.3961e+00 +2.9719e-01 -3.7403e+00 -3.4156e-01 +3.0037e+00 -4.4288e+00 +8.3041e-01 -4.4180e+00 -7.0493e-01 -2.9564e+00 +1.9607e+00 +1.3662e-01 -2.2006e+00 +2.5494e-01 +1.4937e+00 +1.7878e+00 +1.9790e+00 -4.6384e+00
1915 +8.986898430e+02 +8.986898430e+02 +9.763498430e+02 +9.763498430e+02 +3.0982e+00 -4.5981e+00 +1.2246e+00 +1.0206e-03 -3.8131e+00 -5.6969e-01 +3.3017e+00 -3.8280e+00 -2.7802e-01 -4.8628e+00 -3.3536e+00 -2.9393e+00 +9.2547e-01 -4.2803e-01 -2.0987e+00 +2.6279e-01 +1.1759e+00 +1.6235e+00 +1.8126e+00 -3.6751e+00
1931 +8.719394677e+02 +8.719394677e+02 +9.495994677e+02 +9.495994677e+02 +2.5768e+00 -4.8388e+00 +1.0022e+00 +1.2091e+00 -3.3169e+00 -7.0723e-01 +3.1561e+00 -4.0391e+00 +5.7640e-02 -3.6416e+00 +3.5703e-01 -1.9154e+00 -6.8773e-02 -4.5853e-02 -1.5074e+00 +2.4207e-01 +1.0372e+00 +1.6403e+00 +2.6154e+00 -4.4859e+00
2030 +8.181640498e+02 +8.181640498e+02 +8.958240498e+02 +8.958240498e+02 +3.9148e+00 -4.5954e+00 +1.0876e+00 +7.7314e-01 -3.9907e+00 -5.8175e-01 +2.8468e+00 -2.4763e+00 +6.2512e-01 -4.5013e+00 -2.0647e+00 -2.9775e+00 +1.2899e+00 -9.6569e-01 -2.3160e+00 +2.6241e-01 +7.0362e-01 +1.6342e+00 +2.3324e+00 -3.6557e+00
2031 +7.841687072e+02 +7.841687072e+02 +8.618287072e+02 +8.618287072e+02 +2.2761e-01 -4.6106e+00 +1.3110e+00 +1.4079e+00 -3.5594e+00 -4.3671e-01 +2.6570e+00 -1.6499e+00 +1.2193e-01 -5.0578e+00 -1.3034e-01 -2.9283e+00 +2.4267e+00 -1.1323e+00 -2.3126e+00 +2.0428e-01 -1.2477e+00 +1.5814e+00 +1.9128e+00 -3.9664e+00
2226 +7.448250470e+02 +7.448250470e+02 +8.224850470e+02 +8.224850470e+02 +3.9813e+00 -4.0073e+00 +5.9341e-01 +5.8330e-01 -4.4445e+00 -5.1885e-01 +3.0728e+00 -3.4010e+00 +2.4813e+00 -4.0040e+00 -1.9376e+00 -2.5676e+00 +8.3908e-01 -2.2307e-01 -2.3198e+00 +2.7930e-01 +1.5458e-01 +1.2580e+00 +2.0283e+00 -2.8931e+00
2254 +6.864064216e+02 +6.864064216e+02 +7.640664216e+02 +7.640664216e+02 +3.2930e+00 -4.7243e+00 +8.0887e-01 +1.8795e+00 -4.8242e+00 -3.6842e-01 +1.9448e+00 -2.5394e+00 -1.8877e+00 -4.4361e+00 -2.7221e+00 +5.5902e-01 -1.0665e+00 -7.0445e-01 -2.6353e+00 +1.9847e-01 +2.2376e+00 +1.0724e+00 +1.9401e+00 -3.7343e+00
2314 +6.342873019e+02 +6.342873019e+02 +7.119473019e+02 +7.119473019e+02 -2.3207e+00 -6.3521e+00 -2.2463e-01 +9.4505e-01 -3.9138e+00 +6.6138e-02 +3.7947e+00 -3.0676e+00 -2.4621e+00 -4.6500e+00 +1.0198e+00 -2.6819e+00 +6.4037e-01 -4.7591e-01 -2.9801e+00 +2.8528e-01 +5.4089e-01 +8.9095e-01 +2.0846e+00 -4.0554e+00
2332 +6.083680840e+02 +6.083680840e+02 +6.860280840e+02 +6.860280840e+02 +3.9778e+00 -3.8049e+00 -2.1352e+00 +3.1596e+00 -2.2958e+00 -2.4757e+00 +2.9382e+00 -1.8014e+00 +2.3217e+00 -6.0440e+00 +1.3969e-02 -3.0859e+00 -6.3876e-01 -4.1500e-01 -2.8642e+00 +2.4160e-01 -1.3047e+00 +1.1470e+00 +2.7607e+00 -3.8328e+00
2391 +5.893909676e+02 +5.893909676e+02 +6.670509676e+02 +6.670509676e+02 +5.3232e+00 -3.8464e+00 +2.7834e+00 +4.3938e+00 -1.7877e+00 -4.3943e-01 +2.5883e+00 -1.6842e+00 -1.9296e+00 -4.9462e+00 +2.7065e-01 -2.6473e+00 -1.0764e-01 -6.8268e-01 -2.0110e+00 +1.3655e-01 -9.7314e-01 +1.0705e+00 +2.8776e+00 -3.6367e+00
2492 +5.711594579e+02 +5.711594579e+02 +6.488194579e+02 +6.488194579e+02 +4.1890e+00 -4.4403e+00 +1.2487e+00 +1.6861e+00 -4.2867e+00 -5.2323e-01 +2.6253e+00 -1.5923e+00 +1.9389e+00 -3.3479e+00 +2.4055e+00 -2.5295e+00 -4.3175e+00 -8.7834e-01 -3.1935e+00 +2.1005e-01 -2.7837e+00 +4.3337e-01 +8.5017e-01 -3.4023e+00
2606 +4.520413400e+02 +4.520413400e+02 +5.297013400e+02 +5.297013400e+02 -1.0114e-01 -4.1849e+00 -5.1322e-01 +8.5306e+00 -3.6841e+00 -1.6502e+00 +1.1689e+00 -2.6020e+00 +2.6475e+00 -4.0798e+00 +1.2354e+00 -3.7212e+00 -6.9157e-01 -5.6377e-01 -3.5952e+00 -3.0552e-02 -1.0188e+00 -1.0396e+00 +3.0908e+00 -3.9813e+00
2708 +3.396500428e+02 +3.396500428e+02 +4.173100428e+02 +4.173100428e+02 +3.6468e+00 -4.7636e+00 +2.4310e+00 +9.8720e-01 -1.4797e+00 -3.2040e-01 +2.6944e+00 -2.5611e+00 +7.4401e-01 -1.8074e+00 +1.6534e+00 -2.2681e+00 +2.5118e-02 -1.1447e+00 -2.4013e+00 +1.8797e-01 -1.9666e-01 -1.5104e+00 +2.9393e+00 -3.3271e+00
2909 +3.162749252e+02 +3.162749252e+02 +3.939349252e+02 +3.939349252e+02 +3.0457e+00 -4.6435e+00 +1.0618e+00 +3.1435e+00 -5.1887e-01 -1.0667e+00 +6.7713e-01 -4.3476e-01 +5.4318e-02 -4.3165e+00 -1.1213e-01 -2.2931e+00 +3.1162e-01 -9.3447e-01 -2.5400e+00 +4.1965e-01 +1.1121e-01 -3.2501e+00 +2.0340e+00 -2.1454e+00
2931 +3.147210407e+02 +3.147210407e+02 +3.923810407e+02 +3.923810407e+02 +2.5508e+00 -4.9497e+00 +6.0288e-01 +3.8152e+00 -2.7012e+00 -1.0745e+00 +1.9656e+00 -1.5327e+00 -7.8840e-01 -3.9743e+00 +2.4096e+00 -2.1860e+00 -1.1308e-01 -8.2057e-01 -1.9799e+00 +1.8824e-01 -2.4706e-01 -8.6957e-01 +1.3006e+00 -3.7898e+00
3008 +3.029411895e+02 +3.029411895e+02 +3.806011895e+02 +3.806011895e+02 +3.3319e+00 -3.5014e+00 -9.4749e-01 +2.9635e+00 -2.4342e+00 -3.4406e+00 -1.0050e-01 -4.5147e-01 -1.6853e+00 -4.5217e+00 +2.5211e+00 -1.9344e+00 +1.3356e+00 -5.9731e-01 -2.4987e+00 +3.3043e-01 +1.0180e+00 -6.5667e-01 +2.2247e+00 -2.8479e+00
3037 +2.524836429e+02 +2.524836429e+02 +3.301436429e+02 +3.301436429e+02 +1.5103e+00 -5.5258e+00 -1.0235e+00 +1.2742e+00 -3.2285e+00 -1.0197e+00 +7.1547e-01 -1.1791e+00 -9.0175e-01 -3.8534e+00 +2.9753e+00 -1.9119e+00 +7.5869e-01 -1.0141e+00 -2.8531e+00 +1.0568e-01 +9.5437e-01 -9.0837e-01 +3.1299e+00 -3.0562e+00
3231 +2.367524738e+02 +2.367524738e+02 +3.144124738e+02 +3.144124738e+02 +3.4610e+00 -3.7053e+00 +1.9607e+00 +3.1392e+00 -1.3743e+00 -6.3976e-01 +1.8383e+00 -6.5181e-02 -8.5883e-01 -4.9581e+00 +2.9260e+00 -5.6302e-01 -3.6957e-01 -1.5975e+00 -2.6744e+00 +1.6195e-01 -1.7162e-02 -1.5637e+00 +2.1131e+00 -4.6958e+00
3579 +2.301700980e+02 +2.301700980e+02 +3.078300980e+02 +3.078300980e+02 +2.2356e-01 -1.8873e+00 -7.3240e-01 +1.9153e+00 -2.6361e+00 -1.2727e+00 +5.1706e-01 -4.4993e-03 +8.1628e-01 -5.4194e+00 +8.1832e-01 -9.7900e-01 +1.9054e-01 -8.8974e-01 -2.6562e+00 +7.7875e-01 -1.5153e+00 -1.8598e+00 +2.3585e+00 -2.7929e+00
3748 +2.187357886e+02 +2.187357886e+02 +2.963957886e+02 +2.963957886e+02 +1.7796e-01 -2.5536e+00 -1.2553e+00 +2.3892e+00 -3.0794e+00 -1.1278e+00 +9.1109e-01 -3.6794e-01 -1.8140e+00 -4.5072e+00 +3.3448e+00 +1.1380e+00 +3.1046e-01 -9.6601e-01 -3.1759e+00 +3.0396e-01 -3.2460e-01 -1.5717e+00 +2.0805e+00 -2.5722e+00
4514 +2.122620373e+02 +2.122620373e+02 +2.899220373e+02 +2.899220373e+02 +2.3342e+00 -2.3208e+00 -4.5247e+00 +3.4003e+00 -3.7660e-01 -1.7233e+00 +6.0626e-01 -7.0727e-01 -6.0449e-01 -4.6124e+00 +1.9716e+00 +2.3585e-02 +1.6062e+00 -1.9149e-01 -4.5741e+00 +8.6181e-01 -6.9532e-01 -2.8396e+00 +2.4052e+00 -3.7270e+00
4625 +1.528520342e+02 +1.528520342e+02 +2.305120342e+02 +2.305120342e+02 +1.1904e+00 -2.5815e+00 -2.2952e+00 +3.4763e+00 -2.4229e+00 +2.7516e-01 +9.6444e-01 +2.1099e-01 -8.7533e-01 -4.2219e+00 +3.4645e+00 +7.2249e-01 +7.0850e-02 -1.1866e+00 -3.3631e+00 +4.5922e-01 +3.6351e-02 -3.0659e+00 +2.7741e+00 -3.7443e+00
34497 +1.512637442e+02 +1.512637442e+02 +2.289237442e+02 +2.289237442e+02 +3.5664e+00 -3.9898e-02 -1.1992e+00 +1.7158e+00 -3.2267e+00 +9.7543e-02 +1.2888e+00 -1.5448e-01 +4.5930e-01 -4.8468e+00 +1.4764e+00 -1.9033e+00 +3.3594e-01 -1.6273e+00 -2.8355e+00 +1.5058e+00 +7.2970e-02 -2.7464e+00 +2.4074e+00 -3.6838e+00
39141 +1.439224821e+02 +1.439224821e+02 +2.215824821e+02 +2.215824821e+02 +3.4093e+00 -4.7391e+00 -6.2662e-01 +2.4028e+00 -4.1629e+00 +2.5555e-01 +1.1618e+00 -1.0059e+00 +1.8481e-01 -5.0317e+00 +2.1283e+00 -2.4390e-01 -9.3883e-02 -2.0038e+00 -4.0666e+00 +9.7717e-01 -3.0452e-01 -2.6985e+00 +3.3943e+00 -3.1715e+00
95547 +1.319147086e+02 +1.319147086e+02 +2.095747086e+02 +2.095747086e+02 -6.9159e-01 +1.8320e+00 +2.2241e+00 +4.0388e+00 -1.1291e+00 +1.1093e+00 +1.3881e+00 -1.0905e-02 +3.0911e-01 -4.4193e+00 +2.3818e+00 +2.0495e-01 +2.7462e-01 -1.6187e+00 -3.3581e+00 +9.9090e-01 +6.3820e-01 -2.7330e+00 +2.3047e+00 -2.8643e+00
176090 +1.266425922e+02 +1.266425922e+02 +2.043025922e+02 +2.043025922e+02 +2.3257e+00 -4.0900e-02 -8.5512e-01 +1.5758e+00 -3.3400e+00 -1.0103e+00 +6.3751e-01 +2.3151e-01 -3.0518e-01 -4.5340e+00 +2.4429e+00 +1.5237e-01 -1.3588e-01 -2.2579e+00 -2.4259e+00 +5.6720e-01 +1.1254e-01 -1.9422e+00 +3.4758e+00 -3.1236e+00
216511 +1.249493886e+02 +1.249493886e+02 +2.026093886e+02 +2.026093886e+02 +5.8987e-01 -9.1188e-01 -3.7640e-01 +3.9144e+00 -3.4539e+00 -7.0958e-01 -2.4801e-01 -3.0338e-01 +7.6252e-01 -3.1465e+00 +3.4224e+00 -1.2604e+00 -1.8239e-01 -1.6314e+00 -2.5350e+00 +4.7836e-01 -2.4033e-01 -3.1299e+00 +2.4410e+00 -3.3770e+00
400952 +1.153646409e+02 +1.153646409e+02 +1.930246409e+02 +1.930246409e+02 +4.3895e+00 -9.1239e-01 -8.2319e-01 +2.3804e+00 -3.2931e+00 +3.0529e-01 +4.3286e-01 +6.0823e-01 +8.8388e-01 -4.4784e+00 +2.9195e+00 +1.9707e-01 -5.0703e-02 -2.7559e+00 -2.3761e+00 +1.8366e+00 +6.0123e-02 -3.5266e+00 +2.6826e+00 -3.4603e+00
738763 +1.125795910e+02 +1.125795910e+02 +1.902395910e+02 +1.902395910e+02 +3.1716e+00 -1.1465e+00 -2.0675e+00 +4.6954e+00 -3.0603e+00 +5.4065e-03 -1.4207e-01 -5.9293e-01 +8.1681e-01 -4.3093e+00 +3.9991e+00 +6.9524e-02 -1.7612e-01 -1.6692e+00 -2.8690e+00 +1.2731e+00 -3.0492e-01 -2.8310e+00 +2.7773e+00 -3.4234e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.797623408e+02 +7.797623408e+02 +8.954423408e+02 +8.954423408e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2048 +7.021887665e+02 +7.021887665e+02 +8.178687665e+02 +8.178687665e+02 -2.1370e-01 -1.0751e+00 +4.5605e+00 +3.9797e+00 -1.4326e+00 -3.4880e+00 +1.3970e+00 +3.5057e+00 -1.1633e+00 +1.3147e-01 -4.7688e-01 -3.8460e-01 -3.3432e+00 -3.4435e+00 -3.4203e+00 -3.2157e+00 -1.6794e+00 -1.4334e+00 +4.0622e+00 -5.5952e-01
2222 +6.889710653e+02 +6.889710653e+02 +8.046510653e+02 +8.046510653e+02 -1.4767e-01 -9.7254e-01 +2.9589e+00 +4.0450e+00 -1.4946e+00 -8.3790e+00 +1.3765e+00 +3.5008e+00 -1.3884e+00 +5.0062e-01 -4.9879e-01 +9.9930e-01 -3.4117e+00 -2.1878e+00 -3.8777e+00 -3.2820e+00 -1.2232e+00 -1.2507e+00 +4.1511e+00 -5.4759e-01
2324 +6.600362062e+02 +6.600362062e+02 +7.757162062e+02 +7.757162062e+02 -2.0917e-01 -9.0796e-01 +1.6957e+00 +4.0763e+00 -1.5394e+00 -1.8453e+00 +1.2539e+00 +3.4744e+00 -2.1398e+00 +4.5965e-01 -4.8120e-01 +1.0429e+00 -3.4438e+00 -3.5056e+00 -3.6553e+00 -3.1546e+00 -1.5740e+00 -5.0480e-01 +4.1234e+00 -6.7765e-01
2457 +6.247368885e+02 +6.247368885e+02 +7.404168885e+02 +7.404168885e+02 -2.5951e-01 -1.3045e+00 +1.3046e+00 +4.0311e+00 -1.5137e+00 -5.1547e+00 +1.2138e+00 +3.4125e+00 -1.4077e+00 +3.4044e-02 -5.3539e-01 +1.5785e-01 -3.8030e+00 -3.0750e+00 -3.7739e+00 -3.5702e+00 -1.7169e+00 +1.0824e+00 +4.0444e+00 -3.8854e-01
2470 +5.773739328e+02 +5.773739328e+02 +6.930539328e+02 +6.930539328e+02 +1.3590e-01 -1.3202e+00 +1.8378e+00 +4.8566e+00 -1.4513e+00 -2.5093e+00 +1.4365e+00 +3.5451e+00 -1.4966e+00 +4.5485e-01 -4.4371e-01 +7.1632e-01 -3.4836e+00 -2.4410e+00 -3.0711e+00 -3.4889e+00 -1.9254e+00 +1.2809e+00 +4.0645e+00 -2.8855e-01
2521 +5.608481018e+02 +5.608481018e+02 +6.765281018e+02 +6.765281018e+02 +1.2891e-01 -1.3364e+00 +2.1345e+00 +4.0084e+00 -1.8217e+00 -3.2686e+00 +1.2450e+00 +3.1913e+00 -1.3772e+00 -2.9000e-02 -4.9847e-01 +7.8643e-01 -3.6155e+00 -2.5553e+00 -3.2184e+00 -2.5889e+00 -1.3692e+00 +9.8685e-01 +3.7448e+00 -5.3810e-01
2615 +4.871897578e+02 +4.871897578e+02 +6.028697578e+02 +6.028697578e+02 -2.4728e-01 -7.6766e-01 +2.1208e+00 +4.6990e+00 -1.3758e+00 -2.9184e+00 +1.0898e+00 +3.3074e+00 -9.4028e-01 +9.5706e-02 -5.0410e-01 +1.0067e+00 -3.0058e+00 -1.3788e-02 -1.9205e+00 -6.9661e-01 -4.9612e-01 +1.0064e+00 +4.5597e+00 -4.8741e-01
2808 +4.641886575e+02 +4.641886575e+02 +5.798686575e+02 +5.798686575e+02 +1.3778e-01 -9.2812e-01 +1.1185e+00 +3.8443e+00 -1.0741e+00 -7.0816e+00 +9.1213e-01 +2.8229e+00 -1.1688e+00 -2.9505e-01 -5.1590e-01 -9.5704e-01 -3.5115e+00 +2.0777e+00 -2.5254e+00 -2.9287e+00 -6.2177e-01 +1.4027e+00 +3.8309e+00 -6.0167e-01
2940 +4.304937554e+02 +4.304937554e+02 +5.461737554e+02 +5.461737554e+02 -4.3123e-02 -9.1747e-01 -4.2032e+00 +4.4134e+00 -1.3025e+00 -4.3660e+00 +2.4974e-01 +1.6992e+00 -2.0136e+00 -8.7703e-01 -5.0394e-01 -4.1184e-01 -2.9353e+00 +7.5592e-01 -2.3822e+00 -3.1249e+00 -4.8056e-01 +1.6590e+00 +4.8768e+00 -7.2780e-01
2967 +4.023133771e+02 +4.023133771e+02 +5.179933771e+02 +5.179933771e+02 -5.5808e-01 -1.5351e+00 +1.7315e+00 +3.6225e+00 -1.2840e+00 -3.3358e+00 +1.0228e-01 +2.9277e+00 -2.0177e+00 +3.7389e-01 -5.4290e-01 -1.9464e-01 -3.3090e+00 -7.6289e-01 -2.5247e+00 -2.9068e+00 -1.5891e+00 +2.4729e+00 +4.0127e+00 -5.3718e-01
3022 +3.947499795e+02 +3.947499795e+02 +5.104299795e+02 +5.104299795e+02 -1.8662e-01 -9.7415e-01 +1.5727e+00 +1.7182e+00 -6.8091e-01 -2.6635e+00 -8.2024e-01 +3.2642e+00 -4.3621e+00 +9.8537e-02 -4.9449e-01 -9.4071e-02 -4.0327e+00 -1.4374e+00 -2.9430e+00 -2.8062e+00 -1.0123e+00 +1.7029e+00 +4.2130e+00 -1.0699e+00
