% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
856 +7.433730452e+06 +7.433730452e+06 +7.433520572e+06 +7.433520572e+06 -4.4490e+00 -4.0807e+00 -4.5817e+00 +1.6049e+00 -2.3417e+00 -2.4633e+00 -1.9045e+00 -2.2226e-01 -2.2819e+00 -1.1887e+00 +1.4500e+00 -3.2834e-01 +3.2402e+00 -4.7905e+00 +4.1078e+00 +2.4881e+00 +1.6757e+00 +4.8440e-01 -1.7843e+00 +1.7207e+00
906 +6.277643162e+06 +6.277643162e+06 +6.277433282e+06 +6.277433282e+06 -4.4262e+00 -4.0131e+00 -4.5860e+00 +1.6219e+00 -2.5610e+00 -2.3381e+00 -1.8475e+00 -1.8848e-01 -2.2506e+00 -1.3456e+00 +1.4704e+00 -5.0063e-01 +3.1840e+00 -4.7766e+00 +4.1304e+00 +2.3372e+00 +1.5534e+00 +1.6291e+00 -1.8042e+00 +1.7818e+00
1057 +6.117563869e+06 +6.117563869e+06 +6.117353989e+06 +6.117353989e+06 -4.4625e+00 -4.0817e+00 -4.5709e+00 +1.7400e+00 -2.7975e+00 -2.3590e+00 -1.7409e+00 -2.2855e-01 -2.3541e+00 -1.8092e+00 +1.5154e+00 -2.5202e-01 +3.1699e+00 -4.7592e+00 +3.9228e+00 +1.7476e+00 +2.1838e+00 +1.9345e+00 -1.8010e+00 +1.9403e+00
1111 +5.595519916e+06 +5.595519916e+06 +5.595310036e+06 +5.595310036e+06 -4.3873e+00 -4.0425e+00 -4.5098e+00 +1.6932e+00 -2.5272e+00 -2.3104e+00 -1.8897e+00 -2.3392e-01 -2.2495e+00 -1.2238e+00 +1.2594e+00 -4.1817e-01 +3.1637e+00 -4.8460e+00 +3.8294e+00 +2.1728e+00 +1.0983e+00 +1.5790e+00 -1.8475e+00 +1.8469e+00
1165 +4.454739533e+06 +4.454739533e+06 +4.454529653e+06 +4.454529653e+06 -4.4322e+00 -4.1283e+00 -4.5806e+00 +1.5191e+00 -2.7476e+00 -2.5925e+00 -1.6762e+00 -1.7420e-01 -2.3002e+00 -1.1859e+00 +1.5271e+00 -3.8210e-01 +3.1495e+00 -4.8600e+00 +4.3873e+00 +2.0141e+00 -1.1431e+00 +1.0361e+00 -1.8420e+00 +1.9206e+00
1282 +4.079275668e+06 +4.079275668e+06 +4.079065788e+06 +4.079065788e+06 -4.6830e+00 -4.1197e+00 -4.5693e+00 +1.5520e+00 -2.3295e+00 -2.1876e+00 -1.6247e+00 -7.5341e-02 -2.3133e+00 -1.5962e+00 +1.5349e+00 -3.3796e-01 +3.1848e+00 -4.8827e+00 +3.6075e+00 +2.5543e+00 -1.1317e+00 +2.0281e+00 -1.7400e+00 +1.7116e+00
1304 +4.044453300e+06 +4.044453300e+06 +4.044243420e+06 +4.044243420e+06 -4.3088e+00 -4.0951e+00 -4.5336e+00 +1.2713e+00 -2.6449e+00 -2.6481e+00 -3.6974e+00 -3.2947e-01 -2.3497e+00 -1.6320e+00 +1.0400e+00 -2.2770e-01 +3.1956e+00 -4.8352e+00 +3.8841e+00 +2.1032e+00 -3.3441e-02 +2.7501e+00 -1.7976e+00 +1.9261e+00
1307 +3.812532505e+06 +3.812532505e+06 +3.812322625e+06 +3.812322625e+06 -4.4400e+00 -4.0985e+00 -4.4930e+00 +1.6293e+00 -2.5737e+00 -2.4977e+00 -2.0145e+00 +8.4855e-02 -2.3043e+00 -5.6113e-01 +1.4850e+00 -6.0366e-01 +3.1307e+00 -4.7245e+00 +3.9474e+00 +1.8150e+00 -1.3734e+00 +1.4582e+00 -1.8054e+00 +1.7329e+00
1308 +3.689450121e+06 +3.689450121e+06 +3.689240241e+06 +3.689240241e+06 -4.4500e+00 -4.0000e+00 -4.6408e+00 +1.6531e+00 -2.7139e+00 -2.4433e+00 -1.9752e+00 -1.6500e-01 -2.0009e+00 -1.3375e+00 +1.5429e+00 +1.3353e-01 +3.1707e+00 -4.8874e+00 +3.6200e+00 +2.3880e+00 -2.0117e+00 +2.5540e+00 -1.8100e+00 +1.3251e+00
1331 +3.625444280e+06 +3.625444280e+06 +3.625234400e+06 +3.625234400e+06 -4.4315e+00 -4.0424e+00 -4.5752e+00 +1.9174e+00 -2.1500e+00 -2.1786e+00 -2.0544e+00 -1.7834e-01 -2.2413e+00 -1.5259e+00 +1.4978e+00 -1.5907e-01 +3.0702e+00 -4.6754e+00 +3.9034e+00 +9.0381e-01 -9.6516e-01 +1.4683e+00 -1.7719e+00 +1.6106e+00
1374 +3.134531012e+06 +3.134531012e+06 +3.134321132e+06 +3.134321132e+06 -4.3810e+00 -3.9529e+00 -4.5556e+00 +1.6207e+00 -2.5962e+00 -2.7218e+00 -1.7887e+00 -2.3730e-01 -2.1483e+00 -2.0934e+00 +1.3350e+00 -3.1923e-01 +3.1936e+00 -4.8056e+00 +3.7824e+00 +1.2213e+00 -1.2361e+00 +1.9156e+00 -1.7491e+00 +1.8434e+00
1402 +2.661623063e+06 +2.661623063e+06 +2.661413183e+06 +2.661413183e+06 -4.6385e+00 -4.0452e+00 -4.5043e+00 +1.5990e+00 -2.5180e+00 -2.2354e+00 -1.9975e+00 -2.0802e-01 -2.2415e+00 -9.8411e-01 +9.5737e-01 -4.5244e-01 +3.3552e+00 -4.4415e+00 +3.9524e+00 -4.0387e-01 -5.6011e+00 +1.8959e+00 -1.9400e+00 +2.1118e+00
1407 +2.322846637e+06 +2.322846637e+06 +2.322636757e+06 +2.322636757e+06 -4.5052e+00 -4.1006e+00 -4.5153e+00 +1.5268e+00 -2.7540e+00 -2.4638e+00 -2.3519e+00 -1.9091e-01 -2.4664e+00 -1.8854e+00 +1.9953e+00 -1.1815e-02 +3.2343e+00 -4.7634e+00 +3.8758e+00 +4.1186e-01 -3.2268e+00 +2.1965e+00 -1.8497e+00 +1.5676e+00
1580 +2.212850230e+06 +2.212850230e+06 +2.212640350e+06 +2.212640350e+06 -4.4262e+00 -4.0570e+00 -4.4890e+00 +1.3053e+00 -1.4046e+00 -2.0260e+00 -1.9142e+00 -1.5781e-01 -2.1584e+00 -1.1592e+00 +1.5038e+00 +1.5696e-01 +3.2023e+00 -4.3303e+00 +3.5589e+00 +9.8526e-01 -4.0023e+00 +2.9994e+00 -1.9017e+00 +1.8944e+00
1638 +2.075802968e+06 +2.075802968e+06 +2.075593088e+06 +2.075593088e+06 -4.4325e+00 -4.0288e+00 -4.2881e+00 +1.8472e+00 -2.1030e+00 -1.3290e+00 -1.7842e+00 -1.6953e-01 -2.3155e+00 -4.9062e-01 +2.0830e+00 -2.2416e+00 +3.1659e+00 -4.8257e+00 +3.8032e+00 +4.1949e-01 -2.6754e+00 +2.3108e+00 -2.0629e+00 +1.8932e+00
1656 +1.797537696e+06 +1.797537696e+06 +1.797327816e+06 +1.797327816e+06 -4.4454e+00 -4.0549e+00 -4.4470e+00 +1.3083e+00 -2.7579e+00 -2.1821e+00 -1.9398e+00 -1.2893e-01 -2.3301e+00 -2.1920e+00 +1.5579e+00 -1.1872e-01 +3.0816e+00 -4.8038e+00 +3.8455e+00 -3.2345e-01 -3.0620e+00 +2.6793e+00 -1.7461e+00 +1.9107e+00
1658 +1.718664758e+06 +1.718664758e+06 +1.718454878e+06 +1.718454878e+06 -4.2120e+00 -4.2097e+00 -4.5258e+00 +3.0618e+00 -2.5004e+00 -2.2951e+00 -2.3689e+00 -4.4289e-01 -2.3478e+00 -2.8361e+00 +1.6982e+00 -9.8756e-01 +3.0943e+00 -4.7034e+00 +3.4222e+00 -3.5477e-01 -3.9401e+00 +3.8197e+00 -1.9228e+00 +2.0208e+00
1774 +1.548448703e+06 +1.548448703e+06 +1.548238823e+06 +1.548238823e+06 -4.5904e+00 -4.0970e+00 -4.4692e+00 +1.6008e+00 -2.3648e+00 -1.7649e-01 -2.3144e+00 -1.1054e-01 -2.4833e+00 -1.9601e+00 +1.8256e+00 -3.8015e-01 +3.2722e+00 -4.5749e+00 +3.4338e+00 -1.4849e+00 -4.0481e+00 +3.6486e+00 -1.7209e+00 +1.8682e+00
1802 +1.161991384e+06 +1.161991384e+06 +1.161781504e+06 +1.161781504e+06 -4.5063e+00 -4.7256e+00 -4.6442e+00 +1.7532e+00 -2.9655e+00 -5.5773e-01 -2.1720e+00 -6.6126e-02 -1.7444e+00 -5.1890e-01 +1.7960e+00 -6.2023e-01 +3.2906e+00 -4.5692e+00 +2.6181e+00 -2.5260e+00 -4.6403e+00 +3.2796e+00 -1.9270e+00 +1.7632e+00
1810 +1.020701469e+06 +1.020701469e+06 +1.020491589e+06 +1.020491589e+06 -4.4801e+00 -4.0282e+00 -4.5754e+00 +1.5725e+00 -2.5214e+00 -1.7369e+00 -1.4971e+00 -2.4122e-01 -2.0772e+00 -1.6234e+00 +1.8646e+00 -6.7487e-01 +3.4418e+00 -4.6816e+00 +3.2830e+00 -2.5800e+00 -2.4816e+00 +3.0919e+00 -1.8899e+00 +1.8884e+00
2141 +8.903952140e+05 +8.903952140e+05 +8.901853340e+05 +8.901853340e+05 -4.6926e+00 -4.1002e+00 -3.8350e+00 +2.0844e+00 +2.5053e-02 +1.0222e+00 -1.8085e+00 +2.7417e-01 -2.5262e-01 -1.9591e+00 +1.9387e+00 +8.1865e-01 +3.7772e+00 -4.4047e+00 +2.7332e+00 -2.5314e+00 -3.7218e+00 +2.2462e+00 -2.3179e+00 +1.8706e+00
2174 +6.762226851e+05 +6.762226851e+05 +6.760128051e+05 +6.760128051e+05 -4.6647e+00 -4.4087e+00 -3.5400e+00 +2.5348e+00 -2.8251e+00 +8.0410e-01 +5.8756e-01 -1.1413e-01 -2.3769e+00 -7.7699e-01 +1.4575e+00 -3.3057e-01 +3.0355e+00 -4.6039e+00 +1.6365e+00 -2.1042e+00 -3.0301e+00 +3.4717e+00 -1.8951e+00 +1.9002e+00
2210 +5.874581495e+05 +5.874581495e+05 +5.872482695e+05 +5.872482695e+05 -4.6435e+00 -5.1338e+00 -5.2357e+00 +5.2991e-02 -1.9967e+00 -1.3259e+00 -2.4616e+00 -7.8806e-01 -1.1217e-02 -2.5481e-01 +1.7201e+00 -6.8668e-01 +3.1321e+00 -3.8948e+00 +2.1787e-02 -1.6228e+00 -2.9719e+00 +2.8994e+00 -2.0889e+00 +2.2420e+00
2270 +5.262022486e+05 +5.262022486e+05 +5.259923686e+05 +5.259923686e+05 -4.8589e+00 -4.3500e+00 -4.2743e+00 +1.4673e+00 -3.1006e+00 -1.9666e+00 -4.0773e-01 +2.4142e-01 -2.1216e+00 -1.4407e+00 +1.9729e+00 -5.4770e-01 +2.4037e+00 -4.3842e+00 -1.2349e+00 -2.7859e+00 -1.5667e+00 +3.2047e+00 -2.3137e+00 +1.6380e+00
2306 +4.425931124e+05 +4.425931124e+05 +4.423832324e+05 +4.423832324e+05 -5.1215e+00 -4.2230e+00 -4.0172e+00 +2.1849e+00 -6.4945e+00 +1.2594e+00 -5.9597e+00 +4.3042e-01 -2.0030e+00 -1.5833e+00 +2.9103e+00 -6.0662e-01 +3.2162e+00 -4.5528e+00 +1.6141e+00 -3.7718e+00 -3.3857e+00 +3.1824e+00 -2.1976e+00 +1.9049e+00
2422 +3.916632785e+05 +3.916632785e+05 +3.914533985e+05 +3.914533985e+05 -5.0966e+00 -4.4371e+00 -2.0439e+00 -6.9024e-01 -2.5733e+00 -1.1681e+00 -6.1923e+00 -1.3929e-01 -1.6673e+00 -8.4608e-01 +1.7415e+00 +1.6054e+00 +3.5215e+00 -3.7291e+00 +8.1293e-01 -4.9530e+00 -2.7543e+00 +2.8399e+00 -2.4238e+00 +2.1050e+00
2493 +3.870796950e+05 +3.870796950e+05 +3.868698150e+05 +3.868698150e+05 -5.3302e+00 -4.1345e+00 -4.6398e+00 +1.8061e+00 -1.4597e+00 +3.8956e-01 -4.8984e+00 +5.2835e-01 -1.9577e+00 -6.1151e-01 +5.8923e-01 -2.7308e+00 +3.0846e+00 -3.7125e+00 +5.1468e-01 -3.7966e+00 -3.3874e+00 +3.7485e+00 -2.3072e+00 +2.0141e+00
2512 +2.991004441e+05 +2.991004441e+05 +2.988905641e+05 +2.988905641e+05 -4.2457e+00 -4.3557e+00 -3.9758e+00 +2.8285e+00 -3.0903e+00 -2.6631e+00 -4.0828e+00 +1.2015e+00 -2.8773e+00 -8.2656e-01 +2.3138e+00 -1.0144e+00 +3.4896e+00 -4.3139e+00 +5.3703e-01 -3.4089e+00 -2.8494e+00 +2.8150e+00 -2.2677e+00 +2.0199e+00
2542 +2.270438924e+05 +2.270438924e+05 +2.268340124e+05 +2.268340124e+05 -3.6447e+00 -4.6394e+00 -4.0595e+00 +2.6616e+00 -2.2622e+00 -1.7098e+01 -5.8450e-01 -4.0062e-01 -4.0030e-01 -3.4855e+00 +3.0885e+00 +2.7419e+00 +4.5250e+00 -2.9956e+00 +3.7592e-01 -3.9409e+00 -3.0015e+00 +3.2748e+00 -2.3702e+00 +1.7426e+00
2571 +1.766609178e+05 +1.766609178e+05 +1.764510378e+05 +1.764510378e+05 -4.3034e+00 -4.4288e+00 -2.8977e+00 +4.4394e+00 -2.4509e+00 -1.4031e+00 -6.4391e+00 +1.3325e+00 -4.1698e-01 -1.8715e+00 +1.0312e+00 -2.4163e-01 +3.2542e+00 -3.7563e+00 -8.9255e-02 -3.7904e+00 -3.3313e+00 +3.0256e+00 -2.3308e+00 +1.8093e+00
2912 +1.727125324e+05 +1.727125324e+05 +1.725026524e+05 +1.725026524e+05 -3.8522e+00 -4.5671e+00 -4.4994e+00 +1.0308e+00 -8.6369e+00 +7.3237e+00 +1.2380e+00 -9.4072e-02 -1.7154e+00 -1.7282e+00 +1.3494e-01 -3.1997e-01 +2.4830e+00 -4.1257e+00 -6.8294e-01 -4.2507e+00 -3.2290e+00 +3.0205e+00 -2.2924e+00 +1.9915e+00
2917 +1.045756504e+05 +1.045756504e+05 +1.043657704e+05 +1.043657704e+05 -3.8385e+00 -4.3515e+00 -4.4789e+00 +1.5253e+00 -1.8199e+00 -6.5442e+00 -2.9573e+00 -4.5340e-01 +5.0275e+00 -1.4479e+00 +1.9196e+00 +4.0708e-01 +2.8055e+00 -2.1144e+00 -8.1452e-01 -3.6870e+00 -3.3057e+00 +3.2802e+00 -2.1888e+00 +1.8519e+00
3077 +8.989940981e+04 +8.989940981e+04 +8.968952981e+04 +8.968952981e+04 -4.5918e+00 -4.4551e+00 -2.6935e+00 +2.6675e-01 -4.0285e+00 +9.0811e+00 -3.0972e+00 -4.9320e-01 -4.2487e+00 -5.6836e-01 +1.2807e+00 +1.1201e+00 +3.1602e+00 -3.1665e+00 -1.6815e+00 -3.6728e+00 -3.5033e+00 +3.1466e+00 -2.3243e+00 +1.9000e+00
3150 +6.875245494e+04 +6.875245494e+04 +6.854257494e+04 +6.854257494e+04 -2.2424e+00 -4.2212e+00 -4.2335e+00 +5.5232e+00 +3.1996e+00 -8.7651e+00 +5.2787e+00 -4.2755e-01 -1.2346e+00 -3.1814e-01 +6.8967e-01 +2.8029e+00 +3.6776e+00 -1.8827e+00 -1.2168e+00 -3.8530e+00 -3.1769e+00 +3.2798e+00 -2.5643e+00 +2.0336e+00
3412 +6.561516264e+04 +6.561516264e+04 +6.540528264e+04 +6.540528264e+04 -4.0589e+00 -4.2897e+00 -4.4844e+00 +7.0183e+00 -9.7283e+00 -8.8702e+00 +3.1028e+00 -1.1641e+00 -2.2528e+00 -1.5731e+00 +1.5126e+00 +2.0714e+00 +4.2372e+00 -1.7958e+00 -8.4341e-01 -3.2230e+00 -3.1782e+00 +3.1682e+00 -2.3769e+00 +1.9807e+00
3423 +6.442637318e+04 +6.442637318e+04 +6.421649318e+04 +6.421649318e+04 -6.8727e+00 -4.7020e+00 -4.0408e+00 +5.4562e+00 -4.2867e+00 -7.8339e+00 +1.1574e+00 -3.4176e-01 +2.8125e+00 -1.4286e+00 +9.1113e-01 +1.7735e+00 +3.2158e+00 -2.6825e+00 -1.4273e+00 -3.3964e+00 -3.1930e+00 +2.9592e+00 -2.3891e+00 +1.9696e+00
3574 +4.137560007e+04 +4.137560007e+04 +4.116572007e+04 +4.116572007e+04 -7.5543e+00 -4.1339e+00 -6.4643e+00 +3.4864e+00 -8.6703e+00 -7.3060e+00 +6.1058e-01 -1.6915e+00 -1.9480e+00 -2.6406e+00 +1.9208e+00 +2.0163e+00 +3.4660e+00 -1.4917e+00 -1.6101e+00 -3.5506e+00 -3.1599e+00 +3.1745e+00 -2.2888e+00 +1.9388e+00
3874 +2.556472838e+04 +2.556472838e+04 +2.535484838e+04 +2.535484838e+04 -3.7333e+00 -3.6515e+00 -6.6552e+00 +1.4874e+00 -6.6207e+00 -9.0371e-01 +6.3386e+00 -1.3220e+00 -1.2959e-01 +6.7958e-01 +1.5945e+00 +1.3542e+00 +3.2492e+00 -1.3875e+00 -1.9109e+00 -3.7069e+00 -2.9575e+00 +2.9909e+00 -2.2842e+00 +1.9746e+00
5450 +2.166161834e+04 +2.166161834e+04 +2.145173834e+04 +2.145173834e+04 +3.9505e+01 -6.1711e+00 -1.2961e+01 +1.3861e+01 -2.1609e+00 -9.7368e+00 +3.3557e+00 -6.5295e-01 -2.8628e+00 +2.8653e+00 +6.6307e-01 +1.6501e+00 +3.8726e+00 -1.8378e+00 -1.3625e+00 -3.5065e+00 -2.9895e+00 +3.0894e+00 -2.3557e+00 +1.8886e+00
5721 +2.057646883e+04 +2.057646883e+04 +2.036658883e+04 +2.036658883e+04 +3.7502e+01 -2.8770e+00 -9.0887e+00 -6.8474e+00 +1.0904e+00 -5.6185e+00 +7.3316e+00 -1.8327e+00 -3.2791e+00 +2.6016e+00 +8.1051e-01 +2.3126e+00 +3.9455e+00 -1.6971e+00 -1.3010e+00 -3.8142e+00 -3.1175e+00 +3.1221e+00 -2.4464e+00 +1.9907e+00
5797 +1.004712616e+04 +1.004712616e+04 +9.837246165e+03 +9.837246165e+03 +1.0964e+00 -5.9419e+00 -1.1821e+01 -3.7489e+00 +8.0025e+00 -1.4716e+00 +2.2225e+00 -6.2144e-01 -2.0651e+00 +4.5530e+00 +7.7116e-01 +1.4978e+00 +3.8097e+00 -1.8364e+00 -1.5868e+00 -3.7204e+00 -3.0447e+00 +3.1080e+00 -2.3419e+00 +1.9385e+00
6762 +7.682833306e+03 +7.682833306e+03 +7.472953306e+03 +7.472953306e+03 +6.4721e+00 -5.7087e+00 -7.6199e+00 -3.4724e+00 -2.4617e+00 -4.3898e+00 +8.8873e-01 -7.0766e-01 -1.3022e+00 +3.1309e+00 +1.5458e+00 +7.1213e-01 +4.1004e+00 -1.2022e+00 -1.5323e+00 -3.7342e+00 -3.1307e+00 +3.0646e+00 -2.3611e+00 +1.9040e+00
6890 +6.679413735e+03 +6.679413735e+03 +6.469533735e+03 +6.469533735e+03 +1.6196e+00 -1.1620e+01 -5.9617e+00 -2.0201e+00 +1.8603e+00 +3.8388e+00 +6.1131e+00 +2.9076e+00 -2.3243e+00 +2.5858e+00 +1.2283e+00 +1.7044e+00 +3.6107e+00 -1.2929e+00 -1.5106e+00 -3.8209e+00 -3.1259e+00 +3.1078e+00 -2.3913e+00 +1.9081e+00
7331 +6.560120418e+03 +6.560120418e+03 +6.350240418e+03 +6.350240418e+03 -1.6180e+01 -7.0578e+00 +1.1166e+01 +4.5395e+00 +5.5577e+00 -3.3113e+00 +2.0453e+00 +1.6532e+00 -1.2483e+00 +3.1881e+00 +1.2081e+00 +1.3790e+00 +3.9398e+00 -1.1512e+00 -1.4589e+00 -3.8248e+00 -3.1818e+00 +3.0729e+00 -2.4036e+00 +1.9313e+00
7882 +6.445376663e+03 +6.445376663e+03 +6.235496663e+03 +6.235496663e+03 -2.5678e+01 -3.9398e+00 -1.4657e+01 -1.8361e+00 +4.0314e+00 +3.4821e+00 +7.1202e+00 +1.2438e+00 -1.7588e+00 +2.8930e+00 +9.4697e-01 +1.3030e+00 +3.8398e+00 -1.5205e+00 -1.5073e+00 -3.6924e+00 -2.9848e+00 +3.1010e+00 -2.3939e+00 +1.9281e+00
7904 +3.589057422e+03 +3.589057422e+03 +3.379177422e+03 +3.379177422e+03 -4.3043e+00 +6.1622e+00 +1.0733e+01 -4.8637e+00 -3.8591e+00 +1.9297e+00 +4.0890e+00 +1.1823e+00 -2.5080e-01 +2.8163e+00 +1.2834e+00 +1.4148e+00 +4.3223e+00 -1.4188e+00 -1.5325e+00 -3.6875e+00 -3.0564e+00 +3.0806e+00 -2.3914e+00 +1.9124e+00
7978 +3.018850607e+03 +3.018850607e+03 +2.808970607e+03 +2.808970607e+03 +7.4539e+00 +5.5812e+00 -3.8846e+00 -2.0776e+00 +5.5673e+00 +2.0446e+00 +3.6960e+00 +9.5726e-01 -1.5924e+00 +2.1089e+00 +1.0395e+00 +1.8107e+00 +4.1111e+00 -1.6471e+00 -1.4284e+00 -3.8232e+00 -3.0857e+00 +3.0428e+00 -2.3790e+00 +1.9246e+00
9788 +2.622446445e+03 +2.622446445e+03 +2.412566445e+03 +2.412566445e+03 +9.6359e-01 +2.0223e+01 +1.7176e+00 +7.2732e+00 +5.9781e+00 +1.4918e+00 +1.1470e+00 -4.8960e-01 -2.1671e+00 +2.7141e+00 +1.0988e+00 +1.6816e+00 +3.7908e+00 -1.2992e+00 -1.4961e+00 -3.7793e+00 -3.0681e+00 +3.0634e+00 -2.3716e+00 +1.9064e+00
10095 +2.314772895e+03 +2.314772895e+03 +2.104892895e+03 +2.104892895e+03 +3.4277e+01 -6.7496e+00 +1.7662e+00 -6.8096e-01 +1.3833e+00 +2.3075e+00 +3.0273e+00 +4.5230e-01 -1.5134e+00 +2.8131e+00 +1.0438e+00 +1.7040e+00 +3.7551e+00 -1.4957e+00 -1.4845e+00 -3.7895e+00 -3.0383e+00 +3.0895e+00 -2.3774e+00 +1.9209e+00
10286 +1.927450065e+03 +1.927450065e+03 +1.717570065e+03 +1.717570065e+03 +8.8187e+00 +7.2465e+00 -1.8483e+00 +4.4047e+00 +1.7931e+00 +1.2359e+00 +1.6872e+00 -8.4444e-01 -1.2189e+00 +2.1829e+00 +1.1403e+00 +1.5115e+00 +3.6995e+00 -1.4421e+00 -1.5067e+00 -3.8358e+00 -3.0581e+00 +3.0322e+00 -2.4002e+00 +1.9162e+00
10326 +1.899099549e+03 +1.899099549e+03 +1.689219549e+03 +1.689219549e+03 +5.4538e+00 +8.1361e+00 +5.8519e+00 +6.8000e+00 +1.7242e+00 +3.7537e+00 +2.9108e+00 -5.1011e-01 -1.6486e+00 +2.4165e+00 +7.1805e-01 +1.8919e+00 +3.7848e+00 -1.5539e+00 -1.5365e+00 -3.7957e+00 -3.0119e+00 +3.0773e+00 -2.3748e+00 +1.9212e+00
10450 +1.600887361e+03 +1.600887361e+03 +1.391007361e+03 +1.391007361e+03 +3.3507e+00 +1.4963e+00 +1.5690e+00 +5.6351e+00 +2.6174e+00 +2.0551e+00 +2.3479e+00 +4.3921e-01 -1.2593e+00 +2.6050e+00 +9.5267e-01 +1.6210e+00 +3.6210e+00 -1.2553e+00 -1.5562e+00 -3.7347e+00 -3.0474e+00 +3.0541e+00 -2.3811e+00 +1.9308e+00
