% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2615 +2.396050431e+02 +2.396050431e+02 +1.239605043e+03 +1.239605043e+03 -2.3422e+00 +4.6996e+00 +5.6408e+00 +2.0749e+00 +3.3867e+00 -5.7032e+00 +7.0742e-01 -3.1508e+00 -2.8050e+00 +1.0786e+00 +9.9312e-01 +6.6640e-01 +1.9541e+00 -3.4867e+00 +3.2284e+00 +4.7383e+00 +4.5302e+00 -2.9582e+00 +1.5674e+00 -8.1009e-01
4055 +2.260089587e+02 +2.260089587e+02 +1.226008959e+03 +1.226008959e+03 -2.3699e+00 +3.6182e+00 +4.8496e+00 +1.5290e+00 +3.1986e+00 -3.8933e+00 -3.2560e+00 -1.1546e+00 -2.0372e+00 -1.5405e+00 -2.3781e+00 -1.1919e+00 -1.6307e-01 -4.0136e+00 +5.4567e+00 +1.6488e+00 +4.6097e+00 -6.0010e-01 +1.0345e+00 +8.2090e-02
4063 +2.093113061e+02 +2.093113061e+02 +1.209311306e+03 +1.209311306e+03 -2.5739e+00 +3.0705e+00 +5.9975e+00 +2.2497e+00 +3.3491e+00 -3.6445e+00 -1.1448e+00 -1.0664e+00 -5.2530e-01 +3.1447e-01 -8.3970e-01 -8.2815e-01 +2.1525e+00 -4.0317e+00 +5.1885e+00 +2.7961e+00 +4.5690e+00 -3.2741e+00 -5.7649e-01 -8.4314e-01
5470 +2.003327670e+02 +2.003327670e+02 +1.200332767e+03 +1.200332767e+03 -1.6846e+00 +2.6395e+00 +1.8925e+00 +4.4165e+00 +3.5954e+00 -2.3607e+00 -7.0231e-01 -1.3546e-01 -2.0510e+00 -6.5119e-01 -1.7780e+00 -1.6428e+00 +5.6560e-02 -4.8912e+00 +3.8175e+00 +2.0828e+00 +3.4058e+00 -1.8076e+00 +3.5693e-01 -5.5569e-01
7530 +1.949471081e+02 +1.949471081e+02 +1.194947108e+03 +1.194947108e+03 -3.3379e+00 +1.3970e+00 +5.0664e+00 +1.6233e+00 +2.8093e+00 -2.9091e+00 -2.3337e+00 -1.8567e+00 -4.5739e-01 -9.0855e-01 -2.5425e+00 +6.8214e-01 +5.7898e-02 -3.3256e+00 +2.8395e+00 +3.9035e+00 +3.6452e+00 -7.2943e-01 -5.1554e-01 -3.7185e-02
7547 +1.841732875e+02 +1.841732875e+02 +1.184173287e+03 +1.184173287e+03 -2.3655e+00 +4.2977e+00 +4.7791e+00 +3.3302e+00 +3.1888e+00 -2.1901e+00 -6.7179e-01 +8.8980e-01 -2.0302e+00 -8.8472e-01 -2.3610e+00 -2.0055e+00 +9.0911e-01 -3.1852e+00 +3.6007e+00 +2.0810e+00 +3.9221e+00 -5.1665e-01 -1.4557e+00 -7.6298e-01
7631 +1.692996704e+02 +1.692996704e+02 +1.169299670e+03 +1.169299670e+03 -3.0031e+00 +3.3132e+00 +4.9289e+00 +4.0049e+00 +3.6400e+00 -3.5500e+00 -2.4419e+00 +3.5059e-01 -2.3537e+00 -6.5769e-01 -2.4074e+00 -1.2667e+00 +1.4681e-01 -2.6548e+00 +2.8401e+00 +2.9233e+00 +3.5383e+00 -7.5956e-01 -1.7958e+00 -1.6583e+00
16507 +1.604087309e+02 +1.604087309e+02 +1.160408731e+03 +1.160408731e+03 -3.0910e+00 +2.9481e+00 +5.8574e+00 +2.7624e+00 +2.8696e+00 -2.5883e+00 -8.5487e-01 -1.9765e-01 -2.6199e+00 -7.5800e-01 -1.5083e+00 -2.2746e+00 +4.0509e-01 -2.7370e+00 +5.6478e+00 +3.2449e+00 +3.2296e+00 -6.3395e-01 +9.2705e-01 +2.3274e-01
134046 +1.474028488e+02 +1.474028488e+02 +1.147402849e+03 +1.147402849e+03 -2.8517e+00 +2.4630e+00 +5.0385e+00 +3.6986e+00 +3.0086e+00 -3.6954e+00 -1.4831e+00 -1.0935e-01 -2.6020e+00 +5.7172e-03 -2.4424e+00 -1.3093e+00 -8.3769e-01 -2.0888e+00 +3.0642e+00 +1.7453e+00 +4.3418e+00 -6.2947e-01 -8.0103e-01 -8.4332e-01
139264 +1.417957544e+02 +1.417957544e+02 +1.141795754e+03 +1.141795754e+03 -2.5732e+00 +4.4292e+00 +3.7256e+00 +3.8720e+00 +3.7991e+00 -3.4848e+00 -1.0024e+00 -2.6448e-01 -3.8803e+00 -5.1900e-02 -2.0480e+00 -1.9774e+00 +6.9733e-01 -2.7580e+00 +3.0465e+00 +3.2873e+00 +3.9775e+00 -7.3970e-01 -3.3455e-01 -1.1008e+00
144425 +1.398137197e+02 +1.398137197e+02 +1.139813720e+03 +1.139813720e+03 -2.1267e+00 +3.5345e+00 +2.7339e+00 +4.1745e+00 +2.7746e+00 -2.7342e+00 -2.5968e+00 -2.3247e-01 -2.3960e+00 -1.0303e+00 -3.2139e+00 -2.0324e+00 -5.2001e-01 -2.9543e+00 +2.6286e+00 +3.6943e+00 +3.4674e+00 +8.7938e-01 -1.7493e+00 -1.8405e-01
267441 +1.356345999e+02 +1.356345999e+02 +1.135634600e+03 +1.135634600e+03 -2.8989e+00 +3.8270e+00 +3.1105e+00 +3.5538e+00 +2.4148e+00 -2.2910e+00 +3.0187e-01 +2.7590e-01 -2.0324e+00 -1.1131e+00 -1.8626e+00 -1.8161e+00 -1.3443e+00 -3.1995e+00 +2.5415e+00 +3.1685e+00 +3.5821e+00 -9.0255e-02 -5.5449e-02 -1.7069e+00
305748 +1.292900314e+02 +1.292900314e+02 +1.129290031e+03 +1.129290031e+03 -2.3925e+00 +1.5922e+00 +3.0524e+00 +4.3984e+00 +3.7648e+00 -2.9566e+00 -2.4463e+00 +5.3124e-01 -5.7779e-01 -8.4521e-01 -2.3871e+00 -1.7938e+00 -3.2542e-01 -4.6958e+00 +3.0136e+00 +4.5335e+00 +2.9691e+00 -5.6780e-01 -1.5006e+00 -5.0479e-01
374682 +1.233643371e+02 +1.233643371e+02 +1.123364337e+03 +1.123364337e+03 -2.2387e+00 +3.4298e+00 +4.1251e+00 +3.9998e+00 +2.5552e+00 -2.7744e+00 -2.0644e+00 -1.5976e-01 -1.4681e+00 -1.6124e+00 -3.2457e+00 -2.2215e+00 -6.3977e-01 -3.3938e+00 +3.7002e+00 +3.6836e+00 +4.0695e+00 +1.9917e-02 -2.4903e+00 +1.4775e+00
626469 +1.143622797e+02 +1.143622797e+02 +1.114362280e+03 +1.114362280e+03 -1.9461e+00 +3.1725e+00 +4.1023e+00 +3.3676e+00 +3.5820e+00 -3.1135e+00 -2.9385e+00 +6.5965e-02 -3.6068e+00 -9.8273e-02 -1.7902e+00 -8.1383e-01 +4.0597e-01 -3.3974e+00 +3.3036e+00 +1.9025e+00 +3.9270e+00 +6.3868e-01 -1.0828e+00 -1.2459e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.420924595e+02 +7.420924595e+02 +8.121224595e+02 +8.121224595e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2350 +7.148194262e+02 +7.148194262e+02 +7.848494262e+02 +7.848494262e+02 +1.5202e+00 -5.3451e+00 -2.8059e+00 +4.1285e+00 -3.6600e+00 +1.7111e+00 -6.5917e-01 +2.5228e+00 +3.1110e+00 +1.0643e+00 +1.5085e+00 -1.6280e+00 +6.0344e+00 -2.8095e+00 -1.5016e+00 -2.9233e+00 -1.1649e+00 +4.1626e+00 -1.7299e+00 -4.2385e+00
2435 +6.887038680e+02 +6.887038680e+02 +7.587338680e+02 +7.587338680e+02 +7.9187e-01 -3.6445e+00 -4.3051e+00 +2.3157e+00 -3.6741e+00 +2.1720e+00 -8.3492e-01 +2.4777e+00 +2.0460e+00 +1.0566e+00 +1.5822e+00 -9.6886e-01 +4.6786e+00 -2.5424e+00 -1.4931e+00 -1.4449e+00 -3.9085e-01 +5.6163e+00 -1.1284e+00 -3.0193e+00
2466 +6.750676994e+02 +6.750676994e+02 +7.450976994e+02 +7.450976994e+02 +1.6788e+00 -2.1226e+00 -2.9688e+00 +7.3867e-01 -3.6063e+00 -4.3903e-01 -1.4234e-02 +2.4861e+00 +1.1349e-01 +9.5694e-01 +1.6488e+00 -2.2120e+00 +2.8930e+00 -3.2752e+00 -1.4837e+00 -3.2950e+00 -1.5385e+00 +3.5075e+00 -1.8877e+00 -4.1860e+00
2509 +6.497054521e+02 +6.497054521e+02 +7.197354521e+02 +7.197354521e+02 +1.3945e+00 -5.2351e+00 -3.0587e+00 +3.4317e+00 -3.5625e+00 +1.5554e+00 +2.2560e-01 +2.5116e+00 +2.6818e+00 +1.0796e+00 +1.5423e+00 -9.9195e-01 +5.2437e+00 -3.7402e+00 -1.0964e+00 -2.4875e+00 -2.6577e-01 +4.7469e+00 -1.8321e+00 -3.1772e+00
2528 +6.017436879e+02 +6.017436879e+02 +6.717736879e+02 +6.717736879e+02 +8.0020e-01 -3.5364e+00 -3.4357e+00 +9.5934e-01 -3.5978e+00 +1.2372e+00 -4.5200e-01 +2.2843e+00 +2.2465e+00 +1.0649e+00 +1.4861e+00 -2.7970e+00 +4.0895e+00 -3.0717e+00 -1.3440e+00 -2.5456e+00 -4.6478e-02 +6.1898e+00 -3.7793e+00 -2.7086e+00
2704 +5.579871218e+02 +5.579871218e+02 +6.280171218e+02 +6.280171218e+02 -1.6410e+00 -2.4470e+00 -1.9472e+00 +5.8560e+00 -3.5569e+00 +1.2747e+00 +5.4611e-01 +2.0229e+00 +1.6134e+00 +1.0567e+00 +1.5870e+00 -1.3252e+00 +6.4154e+00 -3.6591e+00 -1.1124e+00 -3.0326e+00 -2.3811e+00 +4.2989e+00 -1.7814e+00 +2.6811e-01
2734 +5.218708429e+02 +5.218708429e+02 +5.919008429e+02 +5.919008429e+02 -4.9529e-01 -3.9436e+00 -3.2168e+00 +2.2283e+00 -3.4953e+00 +1.6622e+00 +2.9093e-01 +2.5628e+00 -2.7614e-01 +1.0447e+00 +1.5329e+00 -1.0930e+00 +5.4347e-01 -3.1582e+00 -9.9741e-01 -2.7143e+00 +3.0557e-01 +3.5595e+00 -2.4635e+00 -2.2881e+00
2805 +4.853685729e+02 +4.853685729e+02 +5.553985729e+02 +5.553985729e+02 -6.2305e-01 -3.8904e+00 -3.5486e+00 +2.8851e+00 -3.7719e+00 +3.8199e-01 -5.9428e-01 +2.5541e+00 -3.8902e+00 +9.8299e-01 +1.5489e+00 -3.2363e+00 +5.4561e+00 -3.8748e+00 -9.6263e-01 -4.5757e+00 +1.7736e+00 +7.7224e+00 -1.3750e+00 -5.0160e-01
2873 +4.620300599e+02 +4.620300599e+02 +5.320600599e+02 +5.320600599e+02 -1.1026e+00 -4.7220e+00 -3.5289e+00 -1.0317e+00 -3.8744e+00 +4.1447e-01 +2.5720e-01 +2.9989e+00 +2.7285e+00 +1.0023e+00 +1.4908e+00 -2.6017e+00 +7.5638e+00 -3.8008e+00 -9.3101e-01 -2.6955e+00 -4.8451e-01 +5.6891e+00 -1.5843e+00 -2.4846e+00
2890 +4.248589787e+02 +4.248589787e+02 +4.948889787e+02 +4.948889787e+02 -3.2896e+00 -2.3718e+00 -3.0978e+00 +1.2742e-01 -3.0592e+00 +2.8705e-01 -8.0814e-01 +2.5121e+00 +2.2164e+00 +1.0377e+00 +1.3788e+00 -2.2319e+00 +5.0344e+00 -3.5519e+00 -1.1854e+00 -2.5996e+00 -8.3604e-01 +4.7474e+00 -1.3895e+00 +3.8496e-01
3033 +3.905148966e+02 +3.905148966e+02 +4.605448966e+02 +4.605448966e+02 -1.4142e+00 -2.8712e+00 -2.7730e+00 -8.9916e-01 -3.3002e+00 -8.4276e-01 -4.2652e-01 +2.9162e+00 +8.5422e-01 +1.0298e+00 +1.2851e+00 -1.9767e+00 +3.6752e+00 -2.4487e+00 +4.5667e-03 -2.7587e+00 +1.2952e-01 +6.3665e+00 -3.3001e+00 -9.1187e-01
3046 +3.271201028e+02 +3.271201028e+02 +3.971501028e+02 +3.971501028e+02 -2.3225e+00 -4.0504e+00 -3.5451e+00 +5.4851e-01 -3.5797e+00 -6.3100e-01 -4.0043e-01 +2.7283e+00 +1.4387e+00 +9.6059e-01 +1.0699e+00 -3.6812e+00 +4.0605e+00 -3.4603e+00 -4.6810e-01 -2.7372e+00 -8.6142e-01 +7.1007e+00 -1.8908e+00 -1.0477e-01
3772 +2.896724381e+02 +2.896724381e+02 +3.597024381e+02 +3.597024381e+02 -2.5586e+00 -3.5736e+00 -4.6616e+00 -3.8540e+00 -3.0097e+00 -3.2286e+00 -1.8414e+00 +2.6882e+00 -9.0378e-02 +1.0359e+00 +1.4828e+00 -3.7291e+00 +4.6134e+00 -3.3884e+00 -1.3930e-01 -2.4550e+00 -2.1330e-04 +4.4214e+00 -9.6641e-01 +1.5111e+00
3973 +2.742322698e+02 +2.742322698e+02 +3.442622698e+02 +3.442622698e+02 -4.0613e-02 -1.4693e+00 -4.3265e+00 -3.8260e-01 -3.4959e+00 -3.5110e+00 -3.8236e-01 +2.6200e+00 -1.8625e+00 +9.6036e-01 +1.5423e+00 -2.8231e+00 +3.8327e+00 -3.3383e+00 +3.8596e-01 -2.4589e+00 -2.8957e-01 +5.7902e+00 -1.4329e+00 +8.6359e-01
4733 +2.655509608e+02 +2.655509608e+02 +3.355809608e+02 +3.355809608e+02 -6.5376e-01 -3.1761e+00 -4.3023e+00 -1.1041e+00 +4.0743e-01 -2.9067e+00 -4.2491e-01 +2.5322e+00 -1.3312e+00 +1.0208e+00 +6.5950e-01 -1.8260e+00 +3.7212e+00 -5.1340e+00 -1.8112e+00 -4.3518e+00 +6.7331e-01 +5.3775e+00 -2.7661e+00 -4.9807e-01
4982 +2.207459422e+02 +2.207459422e+02 +2.907759422e+02 +2.907759422e+02 -1.7467e+00 -2.5915e+00 -3.8200e+00 +2.5840e-01 -2.3639e+00 -3.8456e+00 -6.5272e-01 +1.5726e+00 -1.3192e+00 +9.0459e-01 +6.6102e-01 -3.3293e+00 +5.5116e+00 -4.4249e+00 +9.8589e-01 -4.8152e+00 +6.4965e-01 +4.5097e+00 -2.8814e+00 -1.6880e-01
5017 +2.048680712e+02 +2.048680712e+02 +2.748980712e+02 +2.748980712e+02 -1.0428e+00 -3.6025e+00 -6.0350e+00 -1.8986e+00 +2.9000e-01 -4.3994e+00 -2.6441e+00 +2.0571e+00 -5.5893e+00 +9.7084e-01 -3.5476e-01 -1.9220e+00 +3.6047e+00 -3.8404e+00 -1.7581e+00 -4.3280e+00 +2.5187e+00 +4.6108e+00 -1.3929e+00 +2.0688e+00
5595 +1.815447487e+02 +1.815447487e+02 +2.515747487e+02 +2.515747487e+02 -1.3332e+00 -4.1959e+00 -4.4854e+00 -7.3028e-01 -2.1150e+00 -4.3498e+00 -5.9454e-02 +2.1448e+00 -4.1012e+00 +8.5443e-01 -7.9588e-01 -3.4930e+00 +3.2275e+00 -4.0404e+00 -7.6187e-01 -4.9740e+00 +6.4321e-01 +3.5608e+00 -1.9414e+00 +7.7648e-01
6467 +1.609986795e+02 +1.609986795e+02 +2.310286795e+02 +2.310286795e+02 -1.1869e+00 -3.4660e+00 -3.4773e+00 -1.0330e+00 -2.9354e-01 -4.5710e+00 -1.0670e+00 +2.2784e+00 -4.2995e+00 +4.6338e-01 -1.0850e+00 -2.4442e+00 +2.8300e+00 -3.8889e+00 -1.4083e+00 -3.7823e+00 +8.2511e-01 +4.6715e+00 -2.3252e+00 +1.6538e+00
7104 +1.547865158e+02 +1.547865158e+02 +2.248165158e+02 +2.248165158e+02 -3.8269e-01 -2.5238e+00 -3.6940e+00 -2.2129e+00 -1.4812e+00 -3.8357e+00 -9.4280e-01 +1.9249e+00 -4.2656e+00 +1.2878e+00 -1.0445e+00 -2.7930e+00 +4.0666e+00 -3.5292e+00 -1.1175e+00 -3.0123e+00 +1.2708e+00 +4.4803e+00 -1.5681e+00 +1.3031e+00
14271 +1.350863912e+02 +1.350863912e+02 +2.051163912e+02 +2.051163912e+02 -1.5297e+00 -2.9465e+00 -3.4898e+00 -9.4761e-01 -3.7294e-01 -2.5404e+00 -3.1859e-01 +1.2746e+00 -1.9792e+00 +1.0032e+00 -6.9132e-01 -1.8616e+00 +3.4928e+00 -3.1874e+00 -2.0575e+00 -2.5672e+00 -8.5448e-02 +5.5578e+00 -1.6314e+00 +8.0358e-01
88238 +1.107038820e+02 +1.107038820e+02 +1.807338820e+02 +1.807338820e+02 -1.0216e+00 -2.3990e+00 -3.3555e+00 -3.4097e+00 +1.7408e-01 -4.5642e+00 -1.6617e+00 +1.2372e+00 -3.5993e+00 +4.6629e-01 -1.3258e+00 -2.5226e+00 +3.2013e+00 -2.1832e+00 -1.6351e+00 -1.6819e+00 -4.9103e-01 +2.9712e+00 -3.4647e+00 +2.2268e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.669989686e+02 +9.669989686e+02 +9.187789686e+02 +9.187789686e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1215 +9.348973458e+02 +9.348973458e+02 +8.866773458e+02 +8.866773458e+02 -2.6145e+00 +2.2779e+00 +6.7613e-01 +3.3657e+00 -3.0054e-01 -3.3082e+00 -3.6161e+00 -6.4514e-01 -2.3817e+00 +4.2953e+00 -1.4493e+00 -1.7066e+00 +9.6858e-01 -3.1802e+00 -1.0145e+00 +1.5214e+00 +2.6840e+00 +1.3357e+00 +2.5058e+00 +1.3662e+00
1336 +9.289637105e+02 +9.289637105e+02 +8.807437105e+02 +8.807437105e+02 -2.7190e+00 +2.2033e+00 -5.4844e-01 +3.2186e+00 -1.4623e-01 -3.0480e+00 -3.5589e+00 +1.3349e+00 -1.9935e+00 +4.9185e+00 -1.3195e+00 -2.0121e+00 +7.5096e-01 -2.8638e+00 -1.2579e+00 +2.0126e+00 +2.6255e+00 +1.5365e+00 +2.7524e+00 +1.3095e+00
1377 +8.842169133e+02 +8.842169133e+02 +8.359969133e+02 +8.359969133e+02 -2.5630e+00 +2.2216e+00 +1.9144e-02 +3.2556e+00 -1.8051e-01 -2.8665e+00 -4.3329e+00 +1.3187e+00 -1.9951e+00 +4.9971e+00 -1.5153e+00 -2.1197e+00 +8.2674e-01 -1.9146e+00 -1.1976e+00 +1.6880e+00 +2.7670e+00 +1.5196e+00 +1.7404e+00 +1.6187e+00
1397 +8.508174285e+02 +8.508174285e+02 +8.025974285e+02 +8.025974285e+02 -2.6002e+00 +2.1750e+00 +8.0347e-01 +3.2876e+00 -1.6908e-01 -3.1640e+00 -4.0251e+00 +2.6968e-01 -2.3810e+00 +5.2048e+00 -1.7186e+00 -1.9393e+00 +1.0897e+00 -3.1714e+00 -9.2141e-01 +1.9017e+00 +1.3909e+00 +1.2991e+00 +2.1834e+00 +1.4330e+00
1477 +8.190521622e+02 +8.190521622e+02 +7.708321622e+02 +7.708321622e+02 -2.6795e+00 +2.1929e+00 +2.0924e-01 +3.1767e+00 -1.5087e+00 -2.7222e+00 -3.3747e+00 -2.5945e-01 -2.1910e+00 +5.6188e+00 -1.4880e+00 -2.3138e+00 +7.8394e-02 -2.9467e+00 -1.0998e+00 +1.4463e+00 +2.5709e+00 +1.4471e+00 +2.1470e+00 +1.0194e+00
1508 +8.111130922e+02 +8.111130922e+02 +7.628930922e+02 +7.628930922e+02 -2.6737e+00 +2.1692e+00 +8.2180e-01 +3.2349e+00 -1.7408e+00 -2.7262e+00 -3.1866e+00 +8.9975e-01 -2.1381e+00 +5.9814e+00 -1.5924e+00 -1.6873e+00 +9.6832e-01 -1.5853e+00 -1.0740e+00 +2.1879e+00 +2.1962e+00 +1.7627e+00 +1.1167e+00 +1.0242e+00
1524 +6.513496808e+02 +6.513496808e+02 +6.031296808e+02 +6.031296808e+02 -2.0110e+00 +2.1901e+00 -4.2581e-01 +3.0819e+00 -5.2618e-01 -2.8959e+00 -6.9195e+00 -3.4639e-01 -2.0116e+00 +5.0598e+00 -1.3739e+00 -1.8937e+00 +8.7611e-01 -4.0401e+00 -4.1378e-03 +1.9462e+00 -6.6008e-01 +1.4795e+00 +2.3569e+00 +1.3748e+00
1748 +5.874300757e+02 +5.874300757e+02 +5.392100757e+02 +5.392100757e+02 -3.3321e+00 +2.1222e+00 -3.8045e-01 +3.2017e+00 -2.0172e+00 -2.0345e+00 -4.5799e+00 +1.2617e+00 -2.0804e+00 +4.6018e+00 -2.1076e+00 -2.3000e+00 +5.4780e-01 -1.6124e+00 -1.0389e+00 +6.6383e-01 +1.0862e+00 +1.5066e+00 +1.3574e+00 +1.2619e+00
1883 +5.609923770e+02 +5.609923770e+02 +5.127723770e+02 +5.127723770e+02 -2.3719e+00 +2.1699e+00 -1.1074e+00 +3.2319e+00 -1.4331e+00 -2.9060e+00 -5.1781e+00 +1.3042e+00 -2.0370e+00 +2.2244e+00 -1.7940e+00 -1.9148e+00 +5.6038e-01 -1.2664e-01 -4.5963e-01 +7.9501e-01 -1.0601e+00 +1.4109e+00 +9.6110e-01 +7.1900e-01
1951 +4.861927097e+02 +4.861927097e+02 +4.379727097e+02 +4.379727097e+02 -4.0154e+00 +2.0923e+00 -5.6486e-01 +3.2455e+00 -3.9240e+00 -2.5329e+00 -4.1298e+00 -5.5154e-01 -2.3394e+00 +5.6349e+00 -2.0225e+00 -1.5353e+00 +4.9654e-01 +1.4387e+00 +5.5277e-02 +1.3642e+00 -3.0407e-01 +1.0193e+00 +3.0015e+00 +1.5269e+00
1993 +4.685680207e+02 +4.685680207e+02 +4.203480207e+02 +4.203480207e+02 -2.7526e+00 +2.0976e+00 -1.9562e+00 +2.8322e+00 -6.8730e+00 -1.8786e+00 -6.4769e+00 +5.8265e-01 -2.0052e+00 +4.0086e+00 -1.0184e+00 +5.0887e-01 -9.3187e-02 -1.5251e+00 -9.6530e-01 +2.0736e-01 -3.0627e+00 +6.9574e-01 +2.6436e+00 +1.0125e+00
