% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.774411099e+00 +9.774411099e+00 +9.784411099e+00 +9.784411099e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
168 +9.066552981e+00 +9.066552981e+00 +9.076552981e+00 +9.076552981e+00 -9.4382e-01 +1.9053e+00 +2.8584e+00 +2.7128e+00 +3.8103e+00 +2.9164e+00 -7.1226e-02 +4.1858e+00 +1.6121e+00 +4.8769e+00 +9.7532e-01 +2.7167e+00 +3.1349e+00 +3.5879e+00 +4.7209e-01 -2.5535e+00 +4.8936e+00 +2.3662e+00 +1.2437e+00 +2.4127e+00
228 +8.771311607e+00 +8.771311607e+00 +8.781311607e+00 +8.781311607e+00 -9.2030e-01 +1.8944e+00 +2.8576e+00 +2.7222e+00 +3.8130e+00 +2.9361e+00 -6.9750e-02 +4.1861e+00 +1.5110e+00 +4.8752e+00 +9.7219e-01 +2.7244e+00 +3.1252e+00 +3.6154e+00 +4.7364e-01 -2.4746e+00 +4.8385e+00 +2.3226e+00 +1.2393e+00 +2.3858e+00
268 +6.475524237e+00 +6.475524237e+00 +6.485524237e+00 +6.485524237e+00 -9.5629e-01 +1.9096e+00 +2.8574e+00 +2.7258e+00 +3.8533e+00 +2.9348e+00 -6.7696e-02 +4.1860e+00 +1.3216e+00 +4.8774e+00 +9.6691e-01 +2.6580e+00 +3.1162e+00 +3.5640e+00 +4.7288e-01 -2.5481e+00 +4.9019e+00 +2.3622e+00 +1.2116e+00 +2.4275e+00
307 +4.848760950e+00 +4.848760950e+00 +4.858760950e+00 +4.858760950e+00 -9.3290e-01 +1.9024e+00 +2.8582e+00 +2.7124e+00 +3.8169e+00 +2.9186e+00 -6.8202e-02 +4.1840e+00 +1.5603e+00 +4.8750e+00 +9.7451e-01 +2.6789e+00 +3.1430e+00 +3.5938e+00 +4.6934e-01 -2.5599e+00 +4.8617e+00 +2.3423e+00 +1.2593e+00 +2.3751e+00
833 +2.911125133e+00 +2.911125133e+00 +2.921125133e+00 +2.921125133e+00 -9.4646e-01 +1.8826e+00 +2.8538e+00 +2.7250e+00 +3.8402e+00 +2.9487e+00 -6.5103e-02 +4.1852e+00 +1.6027e+00 +4.8562e+00 +9.5431e-01 +2.8885e+00 +3.2141e+00 +3.5955e+00 +5.4818e-01 -2.4771e+00 +4.8555e+00 +2.3664e+00 +1.2090e+00 +2.4658e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.387114786e+00 +9.387114786e+00 -1.212228852e+02 -1.212228852e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
23 +7.989317906e+00 +7.989317906e+00 -1.226206821e+02 -1.226206821e+02 -1.3865e+00 -1.9991e+00 +2.3530e-01 -4.2477e-01 +4.9613e+00 -4.1350e+00 -4.8652e+00 -3.7832e+00 +3.6264e-01 -4.1780e-01 -2.4535e-01 -3.1773e+00 -3.1247e+00 +3.2726e+00 -1.6902e+00 -2.7327e+00 +1.9163e+00 +3.0465e+00 -1.6249e+00 +4.9683e+00
148 +6.448090066e+00 +6.448090066e+00 -1.241619099e+02 -1.241619099e+02 -1.3142e+00 -2.0053e+00 +2.4159e-01 -4.0894e-01 +4.9469e+00 -4.1132e+00 -4.8683e+00 -3.7827e+00 +3.6457e-01 -4.1766e-01 -2.4421e-01 -3.2480e+00 -3.1277e+00 +3.2594e+00 -1.6859e+00 -2.7404e+00 +1.9273e+00 +3.0331e+00 -1.5910e+00 +4.9655e+00
274 +4.902346249e+00 +4.902346249e+00 -1.257076538e+02 -1.257076538e+02 -1.3036e+00 -2.0004e+00 +2.2412e-01 -4.2086e-01 +4.9614e+00 -4.1375e+00 -4.8601e+00 -3.7830e+00 +3.5402e-01 -4.1470e-01 -2.4799e-01 -3.2516e+00 -3.1298e+00 +3.2728e+00 -1.6744e+00 -2.7597e+00 +1.9223e+00 +3.0367e+00 -1.5944e+00 +4.9750e+00
963 +3.942496280e+00 +3.942496280e+00 -1.266675037e+02 -1.266675037e+02 -1.3956e+00 -1.9953e+00 +2.1777e-01 -4.5968e-01 +4.9319e+00 -4.1102e+00 -4.8507e+00 -3.7812e+00 +3.7128e-01 -4.1087e-01 -2.1799e-01 -3.2705e+00 -3.1143e+00 +3.2998e+00 -1.7355e+00 -2.9057e+00 +1.9329e+00 +3.0370e+00 -1.6462e+00 +5.0811e+00
134691 +3.808860582e+00 +3.808860582e+00 -1.268011394e+02 -1.268011394e+02 -1.1793e+00 -2.0949e+00 +4.3403e+00 +1.0004e+00 -3.3625e+00 -4.0971e+00 -9.0243e-02 +4.6582e+00 +2.5025e+00 +3.1619e+00 -4.3613e-01 -2.1068e+00 +3.7061e+00 +2.0652e+00 -4.7339e+00 -7.7328e-01 -1.0049e+00 -6.5240e-01 -4.3608e-01 -1.0420e+00
775093 +2.917218260e+00 +2.917218260e+00 -1.276927817e+02 -1.276927817e+02 -2.5638e-01 +1.4342e+00 +6.0826e-02 -3.4449e+00 -4.0399e-01 +4.6901e-02 -1.5151e+00 +4.0594e-01 -2.1579e+00 -1.5292e+00 -2.0558e+00 +4.5881e+00 +3.7884e+00 -2.4102e+00 -5.6669e-01 +5.0122e+00 +3.1449e+00 +3.8291e+00 +2.4997e+00 -3.7963e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.210043326e+01 +2.210043326e+01 -2.010195667e+02 -2.010195667e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.955974353e+01 +1.955974353e+01 -2.035602565e+02 -2.035602565e+02 +2.3034e+00 -2.3772e+00 +1.0645e+00 -2.5055e-01 +1.1894e+00 -4.0525e+00 -2.0238e+00 -9.7800e-01 -1.2091e+00 -3.3409e+00 +4.4784e+00 +2.4384e-01 +1.4838e+00 +2.7207e+00 -1.3404e+00 +2.2820e+00 +5.2048e-02 +2.5927e+00 +1.8007e-01 +1.5692e+00
4 +1.892849466e+01 +1.892849466e+01 -2.041915053e+02 -2.041915053e+02 +2.3034e+00 -2.3791e+00 +1.0674e+00 -2.5257e-01 +1.1870e+00 -4.0466e+00 -2.0345e+00 -9.7331e-01 -1.2092e+00 -3.3266e+00 +4.4635e+00 +2.4656e-01 +1.4753e+00 +2.7215e+00 -1.3389e+00 +2.2857e+00 +7.1436e-02 +2.5899e+00 +1.8034e-01 +1.5674e+00
5 +1.654141834e+01 +1.654141834e+01 -2.065785817e+02 -2.065785817e+02 +2.3033e+00 -2.3791e+00 +1.0879e+00 -2.7158e-01 +1.1910e+00 -4.0376e+00 -2.0486e+00 -9.7836e-01 -1.2081e+00 -3.3220e+00 +4.4730e+00 +2.4196e-01 +1.5235e+00 +2.7203e+00 -1.3396e+00 +2.2802e+00 +8.2896e-02 +2.5912e+00 +1.7813e-01 +1.5677e+00
6 +1.499560102e+01 +1.499560102e+01 -2.081243990e+02 -2.081243990e+02 +2.3036e+00 -2.3772e+00 +1.0587e+00 -2.4560e-01 +1.1842e+00 -4.0492e+00 -2.0400e+00 -9.7784e-01 -1.2080e+00 -3.3046e+00 +4.4800e+00 +2.5126e-01 +1.3272e+00 +2.7083e+00 -1.3391e+00 +2.2854e+00 +7.0680e-02 +2.5938e+00 +1.8731e-01 +1.5676e+00
8 +1.478383122e+01 +1.478383122e+01 -2.083361688e+02 -2.083361688e+02 +2.3048e+00 -2.3778e+00 +1.0752e+00 -2.5066e-01 +1.1894e+00 -4.0391e+00 -2.0276e+00 -9.7784e-01 -1.2072e+00 -3.3433e+00 +4.4343e+00 +2.4650e-01 +1.4932e+00 +2.7095e+00 -1.3388e+00 +2.2864e+00 +6.3198e-02 +2.5939e+00 +1.8890e-01 +1.5689e+00
27 +1.335696574e+01 +1.335696574e+01 -2.097630343e+02 -2.097630343e+02 +2.3039e+00 -2.3781e+00 +1.0185e+00 -3.0118e-01 +1.1873e+00 -4.0561e+00 -2.0390e+00 -9.7838e-01 -1.2057e+00 -3.3323e+00 +4.4787e+00 +2.4463e-01 +1.4962e+00 +2.6718e+00 -1.3371e+00 +2.2843e+00 +9.5493e-02 +2.5934e+00 +1.8407e-01 +1.5689e+00
60 +1.021277723e+01 +1.021277723e+01 -2.129072228e+02 -2.129072228e+02 +2.3033e+00 -2.3757e+00 +1.0543e+00 -2.6045e-01 +1.1791e+00 -4.0385e+00 -2.0485e+00 -9.8038e-01 -1.2085e+00 -3.3604e+00 +4.4757e+00 +2.6185e-01 +1.4985e+00 +2.6291e+00 -1.3416e+00 +2.2842e+00 +7.9206e-02 +2.5950e+00 +1.8803e-01 +1.5667e+00
103 +9.582749982e+00 +9.582749982e+00 -2.135372500e+02 -2.135372500e+02 +2.3032e+00 -2.3732e+00 +1.0459e+00 -2.3425e-01 +1.1570e+00 -4.0428e+00 -2.0395e+00 -9.7775e-01 -1.2089e+00 -3.1641e+00 +4.4823e+00 +2.3974e-01 +1.4950e+00 +2.7008e+00 -1.3391e+00 +2.2856e+00 +6.1276e-02 +2.5937e+00 +2.0548e-01 +1.5689e+00
134 +8.998962260e+00 +8.998962260e+00 -2.141210377e+02 -2.141210377e+02 +2.3035e+00 -2.3793e+00 +1.0647e+00 -2.6426e-01 +1.1917e+00 -4.0791e+00 -1.9523e+00 -9.7888e-01 -1.2055e+00 -3.3096e+00 +4.4727e+00 +2.5292e-01 +1.5306e+00 +2.7148e+00 -1.3398e+00 +2.2866e+00 +3.9576e-02 +2.5941e+00 +1.8342e-01 +1.5818e+00
187 +7.868737197e+00 +7.868737197e+00 -2.152512628e+02 -2.152512628e+02 +2.3036e+00 -2.3724e+00 +1.0903e+00 -2.4989e-01 +1.1981e+00 -4.0656e+00 -2.0406e+00 -9.7834e-01 -1.2084e+00 -3.3232e+00 +4.4705e+00 +2.5306e-01 +1.5346e+00 +2.6770e+00 -1.3415e+00 +2.2757e+00 +1.5275e-01 +2.5948e+00 +2.0186e-01 +1.5704e+00
258 +7.713278651e+00 +7.713278651e+00 -2.154067213e+02 -2.154067213e+02 +2.3032e+00 -2.3675e+00 +1.0661e+00 -2.7661e-01 +1.2089e+00 -4.0380e+00 -2.0182e+00 -9.8042e-01 -1.2076e+00 -3.3254e+00 +4.4749e+00 +2.4266e-01 +1.4992e+00 +2.7096e+00 -1.3456e+00 +2.2892e+00 +2.0558e-02 +2.5933e+00 +1.8313e-01 +1.5666e+00
340 +7.128888218e+00 +7.128888218e+00 -2.159911118e+02 -2.159911118e+02 +2.3027e+00 -2.3609e+00 +1.0749e+00 -2.7599e-01 +1.2055e+00 -4.0392e+00 -2.0578e+00 -9.7353e-01 -1.2074e+00 -3.3602e+00 +4.4739e+00 +2.4282e-01 +1.5017e+00 +2.7246e+00 -1.3565e+00 +2.3749e+00 +7.2875e-02 +2.5943e+00 +1.7650e-01 +1.5810e+00
362 +6.585054435e+00 +6.585054435e+00 -2.165349456e+02 -2.165349456e+02 +2.3021e+00 -2.3722e+00 +1.0282e+00 -2.7290e-01 +1.1988e+00 -4.0358e+00 -2.0208e+00 -9.7708e-01 -1.2120e+00 -3.4350e+00 +4.5049e+00 +2.6826e-01 +1.4912e+00 +2.6834e+00 -1.3449e+00 +2.2783e+00 +2.3881e-01 +2.6039e+00 +1.7633e-01 +1.5729e+00
413 +5.391422652e+00 +5.391422652e+00 -2.177285773e+02 -2.177285773e+02 +2.3026e+00 -2.3926e+00 +1.0105e+00 -2.9925e-01 +1.1700e+00 -3.9711e+00 -2.2424e+00 -9.8193e-01 -1.2125e+00 -3.3334e+00 +4.5153e+00 +2.5217e-01 +1.5293e+00 +2.6876e+00 -1.3364e+00 +2.3059e+00 +2.1386e-01 +2.5967e+00 +1.7222e-01 +1.5742e+00
476 +4.656616877e+00 +4.656616877e+00 -2.184633831e+02 -2.184633831e+02 +2.3025e+00 -2.3529e+00 +1.1098e+00 -2.6834e-01 +1.1935e+00 -4.0411e+00 -2.2170e+00 -9.7622e-01 -1.2054e+00 -3.3428e+00 +4.5080e+00 +2.6237e-01 +1.4979e+00 +2.7275e+00 -1.3215e+00 +2.3013e+00 +8.7797e-02 +2.5918e+00 +1.7534e-01 +1.6189e+00
923 +3.416146571e+00 +3.416146571e+00 -2.197038534e+02 -2.197038534e+02 +2.3044e+00 -2.2549e+00 +1.2363e+00 -9.2826e-02 +1.1987e+00 -4.0130e+00 -2.1860e+00 -9.6303e-01 -1.2170e+00 -3.3133e+00 +4.4933e+00 +2.6562e-01 +1.5662e+00 +2.7350e+00 -1.3530e+00 +2.3756e+00 +2.0141e-01 +2.5850e+00 +5.7764e-02 +1.6029e+00
313668 +3.314949330e+00 +3.314949330e+00 -2.198050507e+02 -2.198050507e+02 +5.1949e-01 -2.2394e+00 +5.2364e+00 -3.8898e+00 +3.3292e-01 -4.5691e+00 -5.3075e-01 -2.8944e+00 -7.3850e-01 +4.3128e+00 -2.1107e+00 +5.3727e+00 -1.2596e-01 -1.1555e+00 +5.8973e-01 +3.0700e+00 +4.0534e+00 +2.6478e+00 -2.1179e+00 -3.5388e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.439186561e+01 +1.439186561e+01 -3.003813439e+01 -3.003813439e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +5.935435900e+00 +5.935435900e+00 -3.849456410e+01 -3.849456410e+01 -3.8620e+00 +3.2618e+00 -1.4719e+00 +4.3538e+00 +6.4010e-01 +4.5942e+00 +1.8116e+00 +2.1907e-01 +2.6039e+00 -4.6595e+00 +4.3704e+00 -3.4177e+00 -2.5432e+00 -4.1896e+00 +1.5630e+00 -3.3096e+00 +3.9060e+00 +3.5403e+00 -4.5730e+00 -3.9304e+00
4 +5.552310977e+00 +5.552310977e+00 -3.887768902e+01 -3.887768902e+01 -3.8620e+00 +3.2645e+00 -1.4473e+00 +4.3535e+00 +6.2406e-01 +4.5378e+00 +1.7996e+00 +2.3403e-01 +2.6028e+00 -4.6498e+00 +4.3666e+00 -3.4240e+00 -2.5416e+00 -4.1906e+00 +1.5649e+00 -3.3198e+00 +3.9068e+00 +3.5373e+00 -4.5689e+00 -3.9289e+00
5 +5.041421232e+00 +5.041421232e+00 -3.938857877e+01 -3.938857877e+01 -3.8634e+00 +3.2622e+00 -1.4434e+00 +4.3536e+00 +6.3377e-01 +4.5551e+00 +1.7993e+00 +2.2185e-01 +2.6048e+00 -4.6567e+00 +4.3705e+00 -3.4209e+00 -2.5434e+00 -4.1923e+00 +1.5658e+00 -3.3133e+00 +3.9059e+00 +3.5200e+00 -4.5762e+00 -3.9340e+00
11 +4.668623756e+00 +4.668623756e+00 -3.976137624e+01 -3.976137624e+01 -3.8625e+00 +3.2634e+00 -1.4405e+00 +4.3532e+00 +6.3723e-01 +4.5347e+00 +1.8000e+00 +2.1146e-01 +2.6034e+00 -4.6591e+00 +4.3690e+00 -3.4306e+00 -2.5455e+00 -4.1959e+00 +1.5649e+00 -3.3081e+00 +3.9064e+00 +3.5154e+00 -4.5742e+00 -3.9319e+00
12 +3.563153074e+00 +3.563153074e+00 -4.086684693e+01 -4.086684693e+01 -3.8627e+00 +3.2690e+00 -1.4435e+00 +4.3537e+00 +6.3871e-01 +4.5444e+00 +1.8056e+00 +2.1418e-01 +2.6029e+00 -4.6757e+00 +4.3730e+00 -3.4242e+00 -2.5437e+00 -4.1908e+00 +1.5639e+00 -3.3137e+00 +3.9083e+00 +3.5421e+00 -4.5834e+00 -3.9285e+00
30 +3.507906370e+00 +3.507906370e+00 -4.092209363e+01 -4.092209363e+01 -3.8583e+00 +3.2653e+00 -1.4515e+00 +4.3533e+00 +6.3745e-01 +4.5348e+00 +1.8004e+00 +2.1680e-01 +2.6027e+00 -4.6925e+00 +4.3727e+00 -3.4287e+00 -2.5337e+00 -4.1916e+00 +1.5646e+00 -3.3139e+00 +3.9072e+00 +3.5238e+00 -4.5761e+00 -3.9297e+00
53 +3.007976976e+00 +3.007976976e+00 -4.142202302e+01 -4.142202302e+01 -3.8645e+00 +3.2644e+00 -1.4431e+00 +4.3532e+00 +6.3505e-01 +4.5594e+00 +1.8032e+00 +2.1635e-01 +2.6025e+00 -4.6978e+00 +4.3694e+00 -3.4294e+00 -2.5423e+00 -4.1921e+00 +1.5651e+00 -3.3153e+00 +3.9066e+00 +3.5173e+00 -4.5801e+00 -3.9275e+00
177 +2.619145854e+00 +2.619145854e+00 -4.181085415e+01 -4.181085415e+01 -3.8647e+00 +3.2666e+00 -1.4407e+00 +4.3533e+00 +6.4515e-01 +4.5413e+00 +1.8023e+00 +2.1728e-01 +2.6032e+00 -4.6791e+00 +4.3718e+00 -3.4147e+00 -2.5428e+00 -4.1887e+00 +1.5656e+00 -3.3119e+00 +3.9057e+00 +3.5253e+00 -4.5799e+00 -3.9295e+00
429 +1.819526012e+00 +1.819526012e+00 -4.261047399e+01 -4.261047399e+01 -3.8618e+00 +3.2666e+00 -1.4420e+00 +4.3537e+00 +6.3467e-01 +4.5346e+00 +1.8032e+00 +2.0918e-01 +2.6033e+00 -4.6526e+00 +4.3709e+00 -3.4188e+00 -2.5426e+00 -4.1958e+00 +1.5629e+00 -3.2949e+00 +3.9106e+00 +3.5272e+00 -4.5787e+00 -3.9318e+00
% function evaluation | noise-free fitness - Fopt (-3.845400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.668959121e+01 +1.668959121e+01 -3.678504088e+02 -3.678504088e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +1.656269893e+01 +1.656269893e+01 -3.679773011e+02 -3.679773011e+02 +2.1979e+00 -3.8621e+00 +4.9936e+00 +1.1998e+00 -2.1366e+00 +4.2218e+00 -2.5504e+00 +2.9807e+00 -1.0179e+00 -4.9618e+00 +1.8565e+00 -4.3239e+00 -3.1913e+00 +4.9173e+00 +3.7459e+00 +3.2657e+00 +2.2228e+00 +4.2437e+00 +2.7220e+00 -3.5931e+00
7 +9.938404988e+00 +9.938404988e+00 -3.746015950e+02 -3.746015950e+02 +2.2021e+00 -3.8613e+00 +4.9916e+00 +1.1343e+00 -2.1356e+00 +4.1954e+00 -2.5565e+00 +2.9759e+00 -1.0115e+00 -4.9321e+00 +1.8362e+00 -4.3147e+00 -3.1881e+00 +4.9364e+00 +3.7805e+00 +3.2488e+00 +2.2183e+00 +4.2443e+00 +2.7223e+00 -3.6054e+00
10 +8.978522940e+00 +8.978522940e+00 -3.755614771e+02 -3.755614771e+02 +2.1977e+00 -3.8616e+00 +4.9922e+00 +1.1983e+00 -2.1350e+00 +4.2035e+00 -2.5437e+00 +2.9642e+00 -1.0040e+00 -4.9605e+00 +1.8400e+00 -4.2885e+00 -3.1901e+00 +4.9280e+00 +3.7778e+00 +3.2440e+00 +2.2186e+00 +4.2435e+00 +2.7230e+00 -3.5921e+00
56 +8.652506828e+00 +8.652506828e+00 -3.758874932e+02 -3.758874932e+02 +2.1917e+00 -3.8618e+00 +4.9927e+00 +1.1977e+00 -2.1311e+00 +4.1953e+00 -2.5702e+00 +2.9664e+00 -1.0097e+00 -4.9388e+00 +1.8345e+00 -4.2929e+00 -3.1889e+00 +4.9403e+00 +3.7874e+00 +3.2560e+00 +2.2202e+00 +4.2427e+00 +2.7219e+00 -3.5918e+00
61 +6.918308663e+00 +6.918308663e+00 -3.776216913e+02 -3.776216913e+02 +2.1856e+00 -3.8607e+00 +4.9942e+00 +1.1949e+00 -2.1407e+00 +4.2015e+00 -2.5512e+00 +2.9609e+00 -1.0009e+00 -4.9490e+00 +1.8393e+00 -4.2940e+00 -3.1960e+00 +4.9348e+00 +3.7751e+00 +3.2631e+00 +2.2156e+00 +4.2442e+00 +2.7221e+00 -3.5906e+00
271 +6.156288740e+00 +6.156288740e+00 -3.783837113e+02 -3.783837113e+02 +2.1943e+00 -3.8595e+00 +4.9952e+00 +1.1503e+00 -2.1321e+00 +4.2045e+00 -2.4934e+00 +2.9108e+00 -1.0049e+00 -4.9570e+00 +1.8355e+00 -4.3031e+00 -3.2298e+00 +4.9054e+00 +3.7919e+00 +3.2600e+00 +2.2165e+00 +4.2437e+00 +2.7223e+00 -3.6234e+00
272 +5.891741462e+00 +5.891741462e+00 -3.786482585e+02 -3.786482585e+02 +2.1991e+00 -3.8585e+00 +4.9894e+00 +1.1791e+00 -2.1347e+00 +4.2022e+00 -2.5465e+00 +2.9520e+00 -9.8930e-01 -4.9620e+00 +1.8344e+00 -4.3036e+00 -3.2032e+00 +4.9224e+00 +3.7819e+00 +3.2576e+00 +2.1967e+00 +4.2441e+00 +2.7223e+00 -3.6266e+00
316 +4.195205635e+00 +4.195205635e+00 -3.803447944e+02 -3.803447944e+02 +2.1905e+00 -3.8574e+00 +4.9923e+00 +1.1976e+00 -2.1355e+00 +4.2106e+00 -2.5532e+00 +2.9508e+00 -9.9750e-01 -4.9423e+00 +1.8282e+00 -4.2989e+00 -3.1998e+00 +4.9349e+00 +3.7643e+00 +3.2659e+00 +2.2257e+00 +4.2376e+00 +2.7236e+00 -3.6059e+00
