% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4065 +2.932096835e+02 +2.932096835e+02 +3.865096835e+02 +3.865096835e+02 -2.1185e+00 -3.1421e+00 -1.7945e+00 -3.5591e+00 -1.7145e+00 +2.5635e+00 -1.7087e+00 +4.3144e+00 -1.2193e+00 -1.3468e+00 +1.2556e+00 -8.5179e-02 -1.1564e+00 +1.5430e+00 -1.6445e+00 -2.8358e+00 -1.4920e+00 +1.6306e+00 -1.1594e+00 -1.8396e+00
4158 +2.859569068e+02 +2.859569068e+02 +3.792569068e+02 +3.792569068e+02 -1.8987e+00 -3.0459e+00 -8.8414e-01 -1.3491e+00 -4.0094e-01 +1.3505e+00 -1.8604e+00 +2.0459e+00 -1.3032e+00 +3.5600e-02 +1.8985e+00 +1.1369e-01 -1.8355e+00 -6.6969e-01 -6.7293e-01 +7.3064e-01 -2.2881e+00 +1.6338e+00 -9.4465e-01 -3.2505e-01
4191 +2.692545943e+02 +2.692545943e+02 +3.625545943e+02 +3.625545943e+02 -5.2496e-01 -2.9519e+00 +3.1413e-01 -3.7440e+00 -1.6192e+00 +1.3483e+00 -2.1732e+00 +3.5318e+00 -1.0544e+00 -1.0471e+00 +1.7058e+00 -1.2209e-03 -2.6675e-01 +9.8805e-02 -1.5754e+00 +9.1566e-01 -2.4412e+00 +1.9764e+00 -8.2724e-01 +3.4646e-02
4250 +2.489282686e+02 +2.489282686e+02 +3.422282686e+02 +3.422282686e+02 +4.0115e-03 -2.5035e+00 -2.2879e+00 -2.2655e+00 -1.8349e+00 +1.9246e-01 -1.2143e+00 +2.6687e+00 -8.3905e-01 -1.7624e+00 +1.6260e+00 +1.7300e+00 +5.1004e-01 +7.8857e-01 -1.7936e+00 -9.3642e-01 -2.0849e+00 +9.4061e-01 -4.5735e-01 -1.3530e+00
4715 +2.269046974e+02 +2.269046974e+02 +3.202046974e+02 +3.202046974e+02 +7.9007e-01 -1.6367e+00 -1.9372e+00 -1.1455e+00 -1.3055e+00 +1.2904e+00 -1.3123e+00 +1.2058e+00 -2.5753e+00 -2.4924e+00 +3.1090e+00 +4.7766e-01 +7.2891e-01 -2.6573e-01 -2.9561e+00 -9.0521e-01 -2.1684e+00 +1.3713e+00 -9.5538e-01 +8.2195e-01
4803 +2.146652046e+02 +2.146652046e+02 +3.079652046e+02 +3.079652046e+02 +8.8945e-01 -1.4010e+00 -8.6041e-01 -6.4602e-01 -1.4087e+00 +7.1910e-01 -1.9714e+00 +2.0188e+00 -1.5857e+00 -1.3261e-01 +1.3027e+00 +7.9571e-01 +8.4118e-01 -4.9968e-01 -1.9531e+00 -2.3106e+00 -1.7138e+00 +1.0214e+00 -1.1949e+00 -7.5629e-01
6157 +2.055820683e+02 +2.055820683e+02 +2.988820683e+02 +2.988820683e+02 +3.1098e+00 -7.8863e-01 -1.0885e+00 -1.4098e+00 -9.8892e-01 +7.8210e-01 -1.1936e+00 +7.9702e-01 -7.3123e-02 -8.4501e-01 +9.4659e-01 +1.3472e+00 +1.4626e+00 +4.3716e-01 -1.2937e+00 -6.5321e-01 -1.6647e+00 +8.3781e-01 +5.1236e-01 -1.5279e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.271130175e+02 +3.271130175e+02 +3.407530175e+02 +3.407530175e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8094 +3.110666758e+02 +3.110666758e+02 +3.247066758e+02 +3.247066758e+02 -1.9262e+00 -7.1786e-01 -3.9616e-01 +7.4519e-01 -1.2475e+00 -2.3656e+00 -2.0543e+00 -1.5106e+00 +6.0899e-01 -1.1428e+00 -2.5134e+00 +1.6969e+00 -2.0961e-01 -5.3186e-01 -1.9949e-01 -3.8755e+00 -8.8460e-01 -7.0734e-01 -4.1222e-01 +4.5632e-01
8217 +2.950114006e+02 +2.950114006e+02 +3.086514006e+02 +3.086514006e+02 -1.2640e+00 -4.2499e-01 -3.9219e-01 +5.3925e-01 -1.8167e+00 +1.4370e+00 +3.9005e-03 -1.6486e+00 -5.5101e-01 +7.4234e-01 -2.3427e+00 +3.1576e+00 -3.2771e-01 -1.2787e+00 +1.7464e-01 -2.8599e+00 -1.4695e+00 +2.7640e-01 +1.0657e+00 +1.9293e-01
8602 +2.723826034e+02 +2.723826034e+02 +2.860226034e+02 +2.860226034e+02 -2.3800e-01 -1.4080e+00 -3.0842e-01 +1.5050e+00 -1.6801e+00 +1.8668e-01 -1.4864e+00 -2.5293e-02 -2.4050e+00 -3.2384e+00 -5.5364e-01 +1.0890e+00 +9.9432e-01 -1.6958e+00 +2.1199e+00 -1.0485e+00 -2.0488e+00 -2.3450e+00 +9.8942e-01 +1.4944e-01
8875 +2.627873391e+02 +2.627873391e+02 +2.764273391e+02 +2.764273391e+02 -9.0458e-01 -1.2269e+00 -1.7915e-01 +4.2616e-01 -1.0326e+00 -1.2504e+00 +1.1869e-01 +2.4278e-01 -5.2884e-01 +1.6918e+00 -1.0479e+00 +2.9675e+00 +3.4361e-01 -3.8390e-02 +7.5040e-01 -9.7844e-01 -9.7835e-01 -2.1041e+00 +4.3682e-01 -7.4061e-02
9190 +2.561856024e+02 +2.561856024e+02 +2.698256024e+02 +2.698256024e+02 -6.0156e-01 -8.5548e-01 +2.9115e-01 +1.0337e+00 -7.1556e-01 -1.1724e+00 -8.1510e-01 -1.7362e+00 -2.1927e+00 +9.2974e-02 -1.2140e+00 +2.7986e+00 -1.9046e-01 -1.5554e+00 +9.7021e-01 -1.1800e+00 -1.4687e+00 -1.1065e+00 +1.2288e+00 -4.7353e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.812063346e+02 +3.812063346e+02 +5.760063346e+02 +5.760063346e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2057 +3.741403152e+02 +3.741403152e+02 +5.689403152e+02 +5.689403152e+02 +7.6033e-01 +4.2910e+00 +3.3459e+00 +4.9037e-01 -8.2731e-01 +8.0290e-01 +3.4536e-01 +2.4538e+00 -1.6151e+00 -1.4519e+00 -2.7010e+00 -7.6518e-01 +4.7126e-01 -2.4700e+00 +7.3796e-01 +9.1162e-02 +2.7942e+00 -5.9693e-01 -1.2119e+00 +2.4994e+00
2064 +3.458106764e+02 +3.458106764e+02 +5.406106764e+02 +5.406106764e+02 +6.9318e-01 +3.3576e+00 +3.4365e+00 +4.4611e-01 +3.6748e-01 +1.8254e+00 +4.0530e-01 +2.4933e+00 -1.7674e+00 -2.1286e+00 -2.9294e+00 -7.8281e-01 +8.8094e-01 -2.4922e+00 +1.5891e+00 +1.6726e-01 +1.0747e+00 -4.1934e-01 -2.5383e-01 +2.8538e+00
2315 +3.357865245e+02 +3.357865245e+02 +5.305865245e+02 +5.305865245e+02 -6.3005e-01 +4.6918e+00 +3.8013e+00 +8.1736e-01 +1.2243e-01 +3.3622e-01 +3.2006e-01 +1.1585e+00 -1.1162e+00 -1.5644e+00 -3.3371e+00 -6.0385e-01 +3.4724e-01 -2.4456e+00 +1.3253e+00 +1.0617e+00 +1.6658e-01 -2.9463e+00 +2.0383e+00 +2.7473e+00
2375 +3.296620614e+02 +3.296620614e+02 +5.244620614e+02 +5.244620614e+02 -1.0483e+00 +4.6246e+00 +1.8415e+00 -3.6782e-01 +1.6114e+00 +1.0207e+00 +4.4607e-01 +4.2696e-01 -1.1188e+00 -1.2834e+00 -3.5833e+00 -2.3782e-01 +3.7916e-01 -2.4524e+00 +3.7985e-01 +2.6371e+00 +1.8748e+00 -2.7160e+00 -1.3134e-01 +1.0696e+00
2462 +3.160009336e+02 +3.160009336e+02 +5.108009336e+02 +5.108009336e+02 -5.3142e-01 +3.7460e+00 +3.2129e+00 -8.0566e-01 +5.4993e-01 -1.7930e-01 +5.3483e-01 +1.7199e+00 -1.3634e+00 -2.4722e+00 -3.2475e+00 -4.5225e-01 +5.7750e-01 -2.4847e+00 -2.5872e-01 +6.7155e-01 +3.8184e-01 +3.4295e-01 +1.9799e+00 +1.7293e+00
2469 +3.052217773e+02 +3.052217773e+02 +5.000217773e+02 +5.000217773e+02 -1.8720e+00 +3.9889e+00 +3.3086e+00 -1.0382e+00 +1.1609e+00 +1.1971e+00 +3.8371e-01 +3.0616e-01 -1.1801e+00 -2.4466e+00 -2.6923e+00 -3.3144e-01 -5.2847e-01 -2.5763e+00 -8.8663e-01 -7.4849e-01 +3.6631e-01 -1.9352e+00 +1.8785e+00 +2.8751e+00
2505 +2.659017795e+02 +2.659017795e+02 +4.607017795e+02 +4.607017795e+02 +1.4250e+00 +3.5432e+00 +2.9185e+00 -7.7478e-01 +1.7881e+00 -9.8235e-02 +5.1433e-01 +2.1318e+00 -8.6305e-01 -9.9185e-01 -1.3790e+00 -4.7713e-01 +9.3000e-01 -2.6467e+00 +7.1626e-01 +8.0714e-01 +1.1110e+00 +4.9014e-01 +9.9518e-01 +2.3947e+00
2668 +2.611691306e+02 +2.611691306e+02 +4.559691306e+02 +4.559691306e+02 -2.2290e+00 +3.0417e+00 +2.7667e+00 -8.9689e-01 +2.1676e+00 -5.7048e-01 +4.2828e-01 +1.1201e+00 -1.3939e+00 -9.7884e-01 -1.9959e+00 -4.4905e-01 +9.1181e-01 -2.4519e+00 -4.3129e-01 +8.0269e-01 -2.8740e+00 -5.3661e-01 +1.8543e+00 +2.3290e+00
2688 +2.419320928e+02 +2.419320928e+02 +4.367320928e+02 +4.367320928e+02 -9.6625e-01 +2.5297e+00 +4.3144e+00 -3.1130e-01 +8.0982e-01 +5.3844e-01 +6.4807e-01 +2.5023e+00 -1.7714e+00 -2.5656e+00 -2.1287e+00 -2.7688e-01 -4.0310e-01 -2.5586e+00 +5.3801e-01 +1.5004e-01 -4.6857e-01 -1.3796e+00 +2.2342e+00 +2.2345e+00
2821 +2.365983382e+02 +2.365983382e+02 +4.313983382e+02 +4.313983382e+02 -4.9421e-01 -5.8364e-01 +3.8853e+00 -2.0272e+00 +3.1409e+00 +2.2142e-01 +6.6328e-02 +1.5824e+00 -2.0317e+00 -8.7600e-01 -9.1067e-01 -5.1970e-01 +1.8287e-01 -2.5994e+00 -5.5121e-01 +1.9823e+00 -1.2696e+00 -1.1683e+00 +1.9563e+00 +2.7515e+00
2945 +2.071650115e+02 +2.071650115e+02 +4.019650115e+02 +4.019650115e+02 -1.2088e+00 +2.5203e+00 +2.4334e+00 +7.2916e-01 +1.9916e+00 -1.4088e+00 +4.8995e-01 +1.3170e+00 -7.9480e-01 -2.2418e+00 -1.9622e+00 -5.9077e-01 -2.9784e-02 -2.4745e+00 +2.0939e-01 +3.0288e-02 -6.1389e-01 -1.9175e+00 +1.5531e+00 +1.5752e+00
3131 +1.908626737e+02 +1.908626737e+02 +3.856626737e+02 +3.856626737e+02 -6.5867e-01 +2.2090e+00 +1.3704e+00 -2.2218e+00 +5.8591e-03 -1.1408e+00 +3.6117e-01 +2.2038e+00 -1.6900e+00 -2.4710e+00 -1.6282e+00 +5.5944e-01 +1.2096e+00 -1.0683e+00 -1.2297e+00 +9.2048e-01 -8.1545e-01 -2.9305e+00 +8.8310e-01 +8.7135e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.082410013e+02 +3.082410013e+02 +1.746510013e+02 +1.746510013e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4706 +2.951283606e+02 +2.951283606e+02 +1.615383606e+02 +1.615383606e+02 +4.4011e-01 +1.6467e+00 -3.2163e+00 +7.2457e-01 -9.5606e-01 +1.2406e+00 +6.0737e-01 +7.6188e-01 -5.0840e-01 +3.8232e+00 +5.2726e-01 +1.9512e+00 -5.7843e-01 +3.7044e-01 +2.3553e+00 -4.0755e-01 +1.4939e+00 +1.7065e+00 +1.4192e+00 +2.0548e+00
4744 +2.835500134e+02 +2.835500134e+02 +1.499600134e+02 +1.499600134e+02 +2.2656e-01 +2.3206e+00 -3.6908e+00 +1.8454e+00 -1.2299e+00 +1.5326e+00 +2.4501e+00 +3.0957e-01 -6.2506e-01 +1.8621e+00 +2.7518e-01 +2.1824e+00 -3.0870e+00 -8.3227e-01 +1.1861e+00 -4.4140e-01 +1.3074e+00 +2.1939e+00 +1.3021e+00 +7.3060e-01
4778 +2.682164348e+02 +2.682164348e+02 +1.346264348e+02 +1.346264348e+02 +1.1177e+00 +3.9020e-01 -3.2164e+00 -6.2993e-01 -9.1155e-01 +2.6630e+00 +1.0433e+00 +1.0917e+00 -9.1913e-01 +7.5414e-01 -4.5923e-01 +1.8036e+00 -6.5881e-01 -5.3250e-01 +9.4294e-01 -1.3081e+00 +1.3457e+00 +2.0366e+00 +2.3193e+00 +5.5023e-01
5120 +2.331406290e+02 +2.331406290e+02 +9.955062905e+01 +9.955062905e+01 +9.3145e-01 +1.1396e+00 -2.8288e+00 -8.4581e-01 -9.2311e-01 +2.0812e+00 +1.0046e+00 +1.2826e+00 -3.0034e-01 +1.1923e+00 +6.6127e-02 +9.2055e-01 -2.1866e+00 -1.7165e+00 +1.9874e+00 +5.6574e-01 +1.0135e+00 +1.2849e+00 +2.5678e-01 +1.6954e+00
5355 +2.168769851e+02 +2.168769851e+02 +8.328698511e+01 +8.328698511e+01 +2.0680e+00 +9.9821e-01 -3.1084e+00 -1.2445e+00 -3.3279e-01 +2.6033e+00 +1.4339e+00 +4.3759e-01 +1.6946e+00 +1.3627e+00 -1.4098e+00 -6.0155e-01 -2.2809e+00 -7.0382e-01 +2.8436e+00 -6.8710e-01 +1.5409e+00 +1.1753e+00 +1.4257e+00 +2.3158e-01
5693 +1.892239408e+02 +1.892239408e+02 +5.563394081e+01 +5.563394081e+01 +1.9690e+00 +1.4893e+00 -1.7032e+00 -1.2764e+00 -1.0574e+00 +5.7855e-01 +1.3297e+00 +6.4323e-01 +1.9415e-01 +1.3941e+00 -8.8925e-01 +1.1147e+00 -2.3648e+00 -1.0920e+00 +7.6123e-01 -1.6652e-01 +1.1418e+00 +4.9701e-02 +1.0423e+00 +6.7766e-01
% function evaluation | noise-free fitness - Fopt (1.955000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.933931960e+02 +2.933931960e+02 +3.129431960e+02 +3.129431960e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4592 +2.864450277e+02 +2.864450277e+02 +3.059950277e+02 +3.059950277e+02 +1.0714e+00 +1.9160e+00 -2.2221e-01 +1.0135e+00 -1.8469e+00 +2.8576e-01 -6.7708e-01 -1.0025e+00 -8.7625e-01 +1.3739e+00 +2.6633e+00 -1.1904e+00 -1.3952e+00 +2.5819e+00 -1.7899e+00 -1.5684e+00 -2.7557e+00 +2.3321e+00 +1.2292e+00 -2.0117e+00
4833 +2.675393472e+02 +2.675393472e+02 +2.870893472e+02 +2.870893472e+02 +8.9368e-01 -2.8797e-01 +7.7360e-01 +9.7409e-01 -1.0591e+00 +1.2654e+00 +7.1241e-02 -1.2996e+00 -4.6620e+00 -3.4456e+00 +1.2777e+00 -3.0424e-01 -1.6825e+00 +1.9675e+00 -2.4877e-01 -1.4448e-01 -1.7731e+00 +2.4045e+00 -1.0170e-01 -1.4131e+00
4914 +2.307895782e+02 +2.307895782e+02 +2.503395782e+02 +2.503395782e+02 +1.4010e+00 +9.4558e-03 -1.8395e+00 +1.6985e+00 -5.9731e-01 -1.7375e-01 -1.9424e+00 -1.0950e+00 -1.3863e+00 -2.8841e+00 +2.7047e-01 -2.5514e+00 -1.0785e+00 +1.7569e+00 -7.7542e-01 -1.0188e+00 -2.1718e+00 +2.9443e+00 +1.9380e+00 -1.5013e+00
6536 +2.285282345e+02 +2.285282345e+02 +2.480782345e+02 +2.480782345e+02 +1.2091e+00 +1.0707e+00 -4.7823e-01 +1.1042e+00 -6.8106e-01 +7.4923e-01 +1.6327e+00 -4.6118e-01 -1.5300e+00 -7.8261e-01 +8.9479e-01 -1.0564e+00 -1.0997e-02 +1.1327e+00 -1.9358e+00 -9.7501e-01 -1.4507e+00 +3.9253e-01 +1.6410e+00 -2.8288e-02
6932 +2.081819973e+02 +2.081819973e+02 +2.277319973e+02 +2.277319973e+02 +8.7491e-01 +9.9875e-01 -1.4639e+00 +7.7074e-01 -3.1352e+00 -1.5265e-01 -7.6020e-01 -9.6218e-01 -7.2558e-01 -2.0094e+00 +9.8031e-01 -1.3514e+00 +1.0290e-01 +4.5084e-01 -8.3419e-01 +3.8014e+00 -1.2586e+00 +3.1901e-01 +2.0588e+00 -1.5710e+00
7573 +1.836163576e+02 +1.836163576e+02 +2.031663576e+02 +2.031663576e+02 +7.4619e-01 +1.4605e+00 -1.0280e+00 +9.9113e-01 -1.7765e+00 +1.6396e+00 -4.1046e-01 -6.7963e-01 -1.0697e+00 -1.4196e+00 +2.2503e+00 -1.3237e+00 +4.3786e-01 +9.9438e-01 -5.3854e-01 -3.7932e-01 -2.0184e+00 +8.0543e-01 +7.6925e-01 -1.4311e+00
11112 +1.773007315e+02 +1.773007315e+02 +1.968507315e+02 +1.968507315e+02 +1.0643e+00 +2.3418e+00 +4.7440e-01 +1.7994e+00 -7.3049e-01 +2.1632e+00 -1.5410e+00 -2.6660e-01 -1.5827e+00 -1.3011e-02 +1.2375e+00 -8.5483e-01 +3.7577e-01 +1.1752e+00 -4.0495e+00 +8.1529e-01 -1.6682e+00 +8.2479e-01 +4.8646e-01 -4.3270e-01
% function evaluation | noise-free fitness - Fopt (-1.307000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.485471266e+02 +2.485471266e+02 +2.354771266e+02 +2.354771266e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (7.965000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.852545588e+02 +2.852545588e+02 +3.649045588e+02 +3.649045588e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3277 +2.678611412e+02 +2.678611412e+02 +3.475111412e+02 +3.475111412e+02 +2.1990e+00 -1.0073e+00 +2.5582e+00 -8.5514e-02 +2.6207e+00 -3.4786e-01 -1.6670e+00 -9.4253e-01 +2.1882e+00 -2.5165e+00 -6.8882e-01 -1.4549e+00 -1.0298e+00 +2.6586e+00 +4.2031e-01 +1.0340e+00 -8.6377e-01 +1.1606e+00 +1.6427e+00 -2.0591e-01
3583 +2.458034132e+02 +2.458034132e+02 +3.254534132e+02 +3.254534132e+02 +8.5891e-01 -9.4635e-01 +2.0812e+00 +1.2212e+00 +1.8764e+00 +5.5047e-01 -1.2434e+00 +1.3780e+00 +1.0819e+00 -9.9197e-01 +5.2540e-01 +8.9598e-01 -1.9338e+00 +1.8638e+00 +9.6791e-02 +1.1114e+00 +5.2398e-01 +8.8371e-01 +2.0027e+00 -1.1704e+00
3646 +2.319652894e+02 +2.319652894e+02 +3.116152894e+02 +3.116152894e+02 +1.0674e+00 -9.8792e-01 +2.3127e+00 +4.1126e-01 +8.7471e-01 +1.2103e-01 -3.7273e-01 +2.1750e+00 +1.9832e+00 -1.6294e+00 -1.3702e+00 -9.8795e-01 -1.2917e+00 +2.1306e+00 -2.1203e+00 +1.1152e+00 +1.9438e+00 +7.1275e-01 +3.4087e+00 -8.5065e-01
3962 +2.034964710e+02 +2.034964710e+02 +2.831464710e+02 +2.831464710e+02 +2.7736e-01 -1.5551e+00 +5.5726e-01 +1.2150e+00 +1.2357e+00 +1.2103e+00 +3.8921e-02 +2.6764e-01 +1.6101e+00 -1.5882e+00 -1.1696e+00 -1.7157e-01 +1.9372e-01 +1.7371e+00 -6.7944e-01 +1.1870e+00 +7.9744e-01 +2.6995e-01 +3.3973e+00 -4.1015e-01
4566 +1.848909325e+02 +1.848909325e+02 +2.645409325e+02 +2.645409325e+02 +1.7253e+00 -5.3222e-01 +1.2348e+00 +8.5311e-01 +1.7107e+00 +1.0249e+00 -9.1269e-01 +2.5576e+00 +2.2264e+00 -3.3323e+00 -6.0720e-01 -1.8175e+00 -3.4298e-01 +8.0194e-01 -3.6345e-01 -1.9395e-01 +8.6312e-01 -1.9550e+00 +2.3635e+00 -1.0293e+00
% function evaluation | noise-free fitness - Fopt (1.160000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.497414367e+02 +3.497414367e+02 +3.509014367e+02 +3.509014367e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4302 +2.611801620e+02 +2.611801620e+02 +2.623401620e+02 +2.623401620e+02 +1.4917e+00 -1.6401e+00 -3.2521e+00 +2.2033e+00 +1.5151e+00 +2.4289e+00 +2.9220e+00 +1.1907e+00 +8.0860e-01 -4.7666e-01 -1.2090e-01 -2.6740e+00 +4.8114e-01 +1.1963e+00 -1.7083e+00 -1.2682e+00 -1.7427e+00 +1.3673e+00 -1.5947e-01 +4.1766e-01
