% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1204 +2.515130808e+08 +2.515130808e+08 +2.515124597e+08 +2.515124597e+08 -3.3231e+00 +2.3103e+00 +4.2976e+00 -2.7427e+00 +6.6061e-01 -3.9063e+00 +7.2410e-01 +1.6594e-01 -4.4890e+00 +3.3428e+00 -4.3079e+00 -5.9811e-01 +2.0566e+00 +1.9065e+00 -1.3567e+00 -1.6160e+00 +4.0589e+00 +5.6906e-01 +7.7723e-01 +2.5363e+00
1213 +2.362457751e+08 +2.362457751e+08 +2.362451540e+08 +2.362451540e+08 -3.2656e+00 +2.3049e+00 +4.5401e+00 -2.4311e+00 +5.4514e-01 -3.9020e+00 +1.1427e+00 +2.1887e-01 -4.4777e+00 +3.4237e+00 -4.3313e+00 -3.1360e-01 +1.9332e+00 +1.9193e+00 -1.5416e+00 -1.5880e+00 +4.0140e+00 +1.6302e+00 +9.3699e-01 +1.9674e+00
1302 +2.321015014e+08 +2.321015014e+08 +2.321008802e+08 +2.321008802e+08 -3.4511e+00 +2.3915e+00 +3.2921e+00 -2.8411e+00 +7.4842e-01 -3.8394e+00 +7.9034e-01 -5.9274e-02 -4.5989e+00 +3.3573e+00 -4.2737e+00 -6.2724e-01 +1.1830e+00 +1.9685e+00 -1.4635e+00 -1.5826e+00 +3.9953e+00 +4.4779e-01 +5.7263e-01 +2.6472e+00
1307 +2.222666011e+08 +2.222666011e+08 +2.222659800e+08 +2.222659800e+08 -3.4791e+00 +2.2346e+00 +4.1223e+00 -2.9152e+00 +8.1505e-01 -3.8967e+00 +2.2885e+00 +1.1402e+00 -4.4391e+00 +3.3661e+00 -4.2871e+00 -2.4151e-01 +1.1340e+00 +1.8653e+00 -1.5434e+00 -1.6479e+00 +4.0240e+00 +4.6232e-01 +9.1927e-01 +2.0668e+00
1356 +2.154386700e+08 +2.154386700e+08 +2.154380489e+08 +2.154380489e+08 -3.2962e+00 +2.2376e+00 +4.4110e+00 -2.7504e+00 +7.0999e-01 -3.8689e+00 +9.6567e-01 +4.3185e-01 -4.3493e+00 +3.0439e+00 -4.2653e+00 +1.0403e-01 +1.5161e+00 +1.8669e+00 -1.1781e+00 -1.6578e+00 +4.0226e+00 +7.5876e-01 +6.2430e-01 +2.3825e+00
1407 +2.114765672e+08 +2.114765672e+08 +2.114759461e+08 +2.114759461e+08 -3.3518e+00 +2.2935e+00 +4.3556e+00 -2.8854e+00 +6.1794e-01 -3.9284e+00 +9.5639e-01 -3.5776e-01 -4.3952e+00 +3.3350e+00 -4.2867e+00 -1.3021e+00 +1.8024e+00 +1.8982e+00 -8.0013e-02 -1.6149e+00 +4.1065e+00 +1.8530e+00 +1.7469e-01 +2.2624e+00
1480 +2.082739486e+08 +2.082739486e+08 +2.082733275e+08 +2.082733275e+08 -3.3745e+00 +2.4951e+00 +4.6011e+00 -2.4696e+00 +5.7501e-01 -4.0050e+00 +8.7718e-01 +1.0410e+00 -4.2558e+00 +3.3632e+00 -4.2574e+00 -6.9485e-01 +1.1229e+00 +1.9316e+00 -1.2433e+00 -1.7053e+00 +4.0378e+00 +1.3854e+00 +8.7628e-01 +1.9766e+00
1506 +1.885686112e+08 +1.885686112e+08 +1.885679901e+08 +1.885679901e+08 -3.2726e+00 +2.2662e+00 +4.0066e+00 -2.7883e+00 +7.8312e-01 -3.9078e+00 +1.8597e+00 +1.7041e-01 -4.0014e+00 +3.3194e+00 -4.1499e+00 +2.2744e-01 +1.2582e+00 +1.9277e+00 -8.9769e-01 -1.5622e+00 +4.1182e+00 +4.6791e-01 +4.6039e-01 +1.7362e+00
1591 +1.578430908e+08 +1.578430908e+08 +1.578424697e+08 +1.578424697e+08 -3.4663e+00 +2.3363e+00 +4.2209e+00 -2.2636e+00 -2.7914e-01 -3.9244e+00 +1.0010e+00 -2.9255e-01 -3.1937e+00 +3.3361e+00 -4.2688e+00 +1.4304e-01 +1.4856e+00 +1.7603e+00 +3.5072e-02 -1.9799e+00 +4.0466e+00 +1.3869e+00 +4.3388e-01 +1.6028e+00
1714 +1.327611077e+08 +1.327611077e+08 +1.327604866e+08 +1.327604866e+08 -2.6308e+00 +2.0637e+00 +3.3033e+00 -2.9637e+00 +7.7992e-01 -3.9061e+00 +1.9428e+00 +7.0208e-01 -2.8707e+00 +3.2295e+00 -4.3455e+00 +3.3028e+00 +2.1182e+00 +1.9509e+00 -1.0559e+00 -1.8432e+00 +4.0650e+00 +1.8617e+00 +3.0871e-01 +1.3116e+00
1922 +1.297490653e+08 +1.297490653e+08 +1.297484442e+08 +1.297484442e+08 -3.4321e+00 +2.4055e+00 +4.3685e+00 -2.9000e+00 -1.1147e+00 -4.3777e+00 +1.7857e-01 +1.6972e+00 -1.0525e+00 +3.3312e+00 -4.2931e+00 +1.9445e+00 +1.1334e+00 +1.3872e+00 +8.5065e-02 -2.2130e+00 +3.6276e+00 +1.7008e+00 +6.0807e-01 +3.6504e-01
2007 +1.263015078e+08 +1.263015078e+08 +1.263008867e+08 +1.263008867e+08 -2.6315e+00 +2.2675e+00 +3.4720e+00 -3.8220e+00 -1.2944e-01 -4.0468e+00 +6.1062e-01 +2.5803e+00 -3.0126e+00 +3.2527e+00 -4.2907e+00 +3.5417e+00 +2.2838e+00 +2.1156e+00 -1.4899e-01 -1.9301e+00 +3.9142e+00 +1.4665e+00 +1.9379e-03 +1.1256e+00
2028 +1.243453453e+08 +1.243453453e+08 +1.243447242e+08 +1.243447242e+08 -3.3384e+00 +2.1811e+00 +3.9538e+00 -3.2723e+00 +1.8828e-01 -4.1743e+00 +9.9557e-01 +1.2963e+00 -3.1994e+00 +3.1928e+00 -4.2668e+00 +1.4870e+00 +2.6010e+00 +1.7391e+00 +3.7822e-01 -2.0024e+00 +3.9017e+00 +2.0499e+00 -1.0549e+00 +1.3295e+00
2115 +1.226102806e+08 +1.226102806e+08 +1.226096595e+08 +1.226096595e+08 -3.4907e+00 +2.2296e+00 +3.0456e+00 -2.4754e+00 +1.4187e+00 -4.0610e+00 +1.3188e+00 +1.9861e+00 -2.8125e+00 +3.3375e+00 -4.2874e+00 +1.7809e+00 +2.1720e+00 +1.8816e+00 -2.7143e-02 -1.5268e+00 +3.6322e+00 +1.7740e+00 -8.8700e-01 +1.2439e+00
2126 +1.146477832e+08 +1.146477832e+08 +1.146471621e+08 +1.146471621e+08 -3.3204e+00 +2.2997e+00 +2.6296e+00 -2.9442e+00 +1.1993e+00 -3.7818e+00 +1.6706e+00 +2.2109e+00 -2.1739e+00 +3.4353e+00 -4.2131e+00 +2.3385e+00 +9.1038e-01 +1.9713e+00 -1.9353e-01 -1.9109e+00 +4.1213e+00 +1.9129e+00 -4.0549e-01 +8.9635e-01
2234 +8.905768199e+07 +8.905768199e+07 +8.905706088e+07 +8.905706088e+07 -3.7060e+00 +2.5623e+00 +2.6848e+00 -3.1905e+00 -3.5097e-01 -3.9465e+00 +1.5917e+00 +9.6654e-01 +1.1467e+00 +3.2941e+00 -4.2660e+00 +3.1090e+00 +2.6954e+00 +1.5975e+00 +1.7398e-01 -2.2593e+00 +4.4963e+00 +1.7632e+00 +3.0923e-01 +1.2398e+00
2528 +8.385565981e+07 +8.385565981e+07 +8.385503870e+07 +8.385503870e+07 -3.3462e+00 +2.2947e+00 +1.6379e+00 -3.8610e+00 +9.7176e-01 -3.1477e+00 +7.9533e-02 +1.7607e+00 -9.5508e-01 +3.2238e+00 -4.2563e+00 +1.7454e-02 +2.8515e+00 +1.6980e+00 +7.8425e-01 -2.4181e+00 +3.4792e+00 +2.1177e+00 -9.4378e-01 -8.4394e-02
2572 +7.999657617e+07 +7.999657617e+07 +7.999595506e+07 +7.999595506e+07 -3.6731e+00 +2.5438e+00 +2.0308e+00 -3.4556e+00 +4.5732e-01 -3.7515e+00 +1.7224e+00 +1.5801e+00 -1.7615e-01 +3.2368e+00 -4.2773e+00 +3.4736e+00 +3.5155e+00 +1.9370e+00 +1.7907e+00 -2.7791e+00 +4.7105e+00 +1.4111e+00 -2.3632e-02 +3.0474e-01
2644 +7.406635498e+07 +7.406635498e+07 +7.406573387e+07 +7.406573387e+07 -2.7367e+00 +2.3563e+00 +1.5799e+00 -2.4399e+00 +8.3015e-01 -3.8180e+00 +8.4933e-01 +1.4087e+00 -4.6501e-01 +3.0109e+00 -4.0738e+00 +2.9858e+00 +4.0455e+00 +1.9211e+00 +1.2096e+00 -2.5485e+00 +3.6305e+00 +2.0657e+00 +1.3444e-01 -7.2645e-01
2729 +6.958250469e+07 +6.958250469e+07 +6.958188358e+07 +6.958188358e+07 -2.6851e+00 +2.3033e+00 +1.3096e+00 -3.1397e+00 +1.7606e-01 -3.7367e+00 +1.8354e+00 +1.4399e+00 +2.5594e+00 +3.3852e+00 -4.2440e+00 +2.2633e+00 +2.8361e+00 +1.5004e+00 +9.7960e-01 -2.5704e+00 +3.4021e+00 +1.8933e+00 -5.0151e-02 -1.0397e-01
2986 +6.741962802e+07 +6.741962802e+07 +6.741900691e+07 +6.741900691e+07 -3.0791e+00 +2.8958e+00 -5.8481e-01 -3.8788e+00 +3.3524e-01 -4.8057e+00 +1.3349e+00 +1.6458e+00 +1.0097e+00 +3.4706e+00 -4.1242e+00 +2.2805e+00 +3.5653e+00 +1.4077e+00 +2.0098e+00 -3.6790e+00 +3.2242e+00 +1.4953e+00 -3.6798e-01 +8.6573e-01
3019 +6.490474813e+07 +6.490474813e+07 +6.490412702e+07 +6.490412702e+07 -2.6665e+00 +2.7617e+00 +1.6727e+00 -3.3730e+00 +1.2227e-01 -2.7524e+00 +1.3482e+00 -1.3611e-01 +6.1668e-01 +3.4142e+00 -4.1077e+00 +3.3088e+00 +3.7498e+00 +1.5557e+00 +1.2819e+00 -2.4983e+00 +1.6995e+00 +3.6324e-01 -1.2289e+00 +5.0753e-02
3055 +6.154255939e+07 +6.154255939e+07 +6.154193828e+07 +6.154193828e+07 -1.9300e+00 +2.6594e+00 +8.4992e-01 -3.1445e+00 -1.3159e+00 -3.6475e+00 +1.4624e+00 +1.2127e+00 +1.4909e+00 +3.5821e+00 -4.1270e+00 +1.2750e+00 +3.2910e+00 +9.7355e-01 +1.9945e+00 -1.3813e+00 +3.0099e+00 +2.0981e+00 -1.6969e-01 -6.6661e-01
3157 +5.866308702e+07 +5.866308702e+07 +5.866246591e+07 +5.866246591e+07 -2.4191e+00 +2.1366e+00 +3.5877e-01 -3.5497e+00 +5.7628e-01 -3.6648e+00 +1.6622e+00 +5.3690e-01 +4.2257e-01 +3.3513e+00 -4.1961e+00 +2.0520e+00 +2.5700e+00 +1.4318e+00 +2.3743e+00 -2.4588e+00 +3.2357e+00 +1.5946e+00 -3.4367e-01 +5.8777e-01
3316 +5.348708904e+07 +5.348708904e+07 +5.348646793e+07 +5.348646793e+07 -8.1885e-01 +2.1392e+00 +8.4888e-01 -3.0604e+00 +2.9059e-01 -2.7806e+00 +1.1791e+00 +3.5460e-01 +1.1154e+00 +3.2421e+00 -4.0986e+00 +2.4554e+00 +2.7330e+00 +1.0845e+00 +9.7377e-01 -2.3548e+00 +1.9586e+00 +1.8667e+00 +3.3604e-01 -1.7656e-01
3367 +5.187203212e+07 +5.187203212e+07 +5.187141101e+07 +5.187141101e+07 -2.4706e+00 +2.8043e+00 +8.1556e-01 -3.6027e+00 -1.1169e-01 -3.5097e+00 +1.5862e+00 -1.0475e-01 +1.9604e-01 +2.9561e+00 -4.1744e+00 +2.3226e+00 +2.7864e+00 +1.2994e+00 +2.1351e+00 -1.9122e+00 +3.0880e+00 +1.4080e+00 -2.8103e-01 +5.6921e-01
3438 +5.072011409e+07 +5.072011409e+07 +5.071949298e+07 +5.071949298e+07 -1.9128e+00 +2.8176e+00 -3.3743e-01 -3.8566e+00 +1.6455e-01 -3.3369e+00 +1.2384e+00 +8.3910e-01 +1.1481e+00 +3.0256e+00 -4.1378e+00 +2.2413e+00 +2.4929e+00 +1.6684e+00 +2.2515e+00 -2.7608e+00 +2.6410e+00 +2.6376e+00 -1.4126e-01 -2.3936e-01
3570 +4.828950836e+07 +4.828950836e+07 +4.828888725e+07 +4.828888725e+07 -1.9453e+00 +3.6352e+00 +1.1217e+00 -3.6824e+00 +1.3607e-01 -2.9883e+00 +6.6592e-01 -1.7041e-03 +2.3188e+00 +2.1592e+00 -4.2080e+00 +1.9206e+00 +2.2309e+00 +1.2440e+00 +2.5244e+00 -2.1605e+00 +3.1039e+00 +2.8970e+00 -4.0130e-01 -4.0470e-01
3576 +4.437833327e+07 +4.437833327e+07 +4.437771216e+07 +4.437771216e+07 -1.7839e+00 +2.2703e+00 -1.3851e+00 -5.0757e+00 +3.1231e-01 -1.6311e+00 +5.5682e-01 +5.7106e-01 +2.4165e+00 +1.5908e+00 -4.0689e+00 +1.6332e+00 +5.0772e+00 +1.1006e+00 +1.9870e+00 -3.0693e+00 +2.4842e+00 +1.7395e+00 -9.0068e-01 -1.1012e+00
3973 +4.229177540e+07 +4.229177540e+07 +4.229115429e+07 +4.229115429e+07 -1.8709e+00 +1.8854e+00 -6.7847e-01 -4.2178e+00 -8.7367e-02 -2.1746e+00 +1.1462e+00 +3.0015e-01 +2.4348e-01 +1.1296e+00 -3.8728e+00 +1.5806e+00 +3.1299e+00 +2.8373e+00 +3.0554e+00 -1.9889e+00 +3.0076e+00 +1.4906e+00 -9.1738e-01 +7.3135e-01
4005 +4.038524669e+07 +4.038524669e+07 +4.038462558e+07 +4.038462558e+07 -1.1679e+00 +2.7012e+00 -4.8365e-01 -3.8028e+00 +4.3317e-01 -2.2172e+00 +1.3066e+00 +2.6909e-01 +8.0222e-01 -1.4591e+00 -3.9249e+00 +1.4981e+00 +3.7134e+00 +1.9991e+00 +1.6125e+00 -2.3597e+00 +1.7483e+00 +1.5780e+00 -1.5047e+00 -1.5574e-01
4098 +3.680253540e+07 +3.680253540e+07 +3.680191429e+07 +3.680191429e+07 -1.5388e+00 +2.5628e+00 -4.4809e-01 -4.3681e+00 -1.7645e-01 -1.9703e+00 +3.3870e-01 -4.3372e-01 +7.0417e-01 +1.6880e+00 -3.5175e+00 +7.6516e-01 +3.8951e+00 +2.1071e+00 +3.2306e+00 -2.9630e+00 +2.0407e+00 +1.7371e+00 +4.0153e-01 +8.8979e-01
4398 +3.546639932e+07 +3.546639932e+07 +3.546577821e+07 +3.546577821e+07 -2.0788e+00 +2.9355e+00 -4.4588e-01 -3.8192e+00 +4.7256e-01 -2.3204e+00 +1.2814e+00 +7.8180e-01 +2.7762e+00 +1.6748e+00 -3.0056e+00 +1.8561e+00 +2.7832e+00 +2.2879e+00 +2.5038e+00 -3.3596e+00 +2.2476e+00 +2.7987e+00 +8.7938e-01 -1.0059e-01
4420 +2.478732280e+07 +2.478732280e+07 +2.478670169e+07 +2.478670169e+07 +1.7001e-01 +3.0722e+00 -2.6711e-01 -4.4716e+00 -3.4467e-01 -2.4152e+00 +9.8731e-01 +5.8428e-01 +1.6321e+00 +1.7669e+00 -2.3590e+00 +1.2440e+00 +2.9632e+00 +1.4248e+00 +3.2128e+00 -2.1182e+00 +1.7978e+00 +2.0736e+00 +3.1434e-02 +9.3372e-01
4600 +2.384336116e+07 +2.384336116e+07 +2.384274005e+07 +2.384274005e+07 -1.3351e+00 +3.3947e+00 +3.5642e-01 -3.5392e+00 -1.1727e+00 -1.9486e+00 +1.1089e+00 +3.9251e-01 +1.9292e+00 +2.4412e-01 -2.0434e+00 +7.7893e-01 +2.1768e+00 +1.2407e-01 +1.3244e+00 -2.1660e+00 +1.8362e+00 +2.9164e+00 +1.0652e+00 -1.4577e-01
5020 +2.046404208e+07 +2.046404208e+07 +2.046342097e+07 +2.046342097e+07 -8.3348e-01 +3.1704e+00 -2.8910e-01 -4.2941e+00 -2.1376e-01 -7.0894e-01 +3.6273e-01 +1.1266e+00 +1.4239e+00 +4.1821e-01 -2.1171e+00 +1.9122e+00 +2.8118e+00 +1.5316e+00 +2.1415e+00 -2.3237e+00 +1.6074e+00 +2.3330e+00 +1.2354e+00 +2.5457e-01
5177 +1.920565818e+07 +1.920565818e+07 +1.920503707e+07 +1.920503707e+07 -7.9800e-01 +2.9971e+00 -9.1636e-01 -3.9090e+00 +3.3694e-01 -2.4509e+00 +1.2792e+00 +5.5474e-01 +1.4204e+00 +5.7667e-01 -1.7074e+00 +8.5580e-01 +3.5700e+00 +1.2905e+00 +2.5708e+00 -3.4304e+00 +1.1399e+00 +1.5015e+00 +1.2810e+00 +3.5898e-01
5313 +1.483952818e+07 +1.483952818e+07 +1.483890707e+07 +1.483890707e+07 -1.1962e+00 +3.8111e+00 -2.3579e-01 -4.1739e+00 -8.9660e-01 -2.2260e+00 +1.4716e+00 -6.5846e-01 +1.2939e+00 +1.7482e-01 -1.1052e+00 -1.6468e-01 +3.8733e+00 +1.0252e+00 +2.9382e+00 -2.6774e+00 +1.9208e+00 +1.8766e+00 -1.6100e-01 -9.7938e-01
5325 +1.329932459e+07 +1.329932459e+07 +1.329870348e+07 +1.329870348e+07 -3.5564e-01 +3.8268e+00 -4.9240e-01 -3.9894e+00 -6.5308e-01 -2.2980e+00 +1.9675e+00 -1.1722e-01 +2.1696e+00 -1.0849e+00 -1.2559e+00 +3.5326e+00 +4.0661e+00 +7.4031e-01 +2.7310e+00 -3.3043e+00 +1.9278e+00 +3.3062e+00 +1.1414e+00 +3.3450e-01
5380 +1.144974190e+07 +1.144974190e+07 +1.144912079e+07 +1.144912079e+07 -3.0726e-01 +3.9869e+00 -7.0323e-01 -3.4610e+00 -1.3311e-01 -1.5544e+00 +1.3055e+00 -1.4348e+00 +1.9082e+00 -1.8076e+00 -7.0391e-01 +2.0427e+00 +3.5638e+00 +5.4936e-01 +2.3032e+00 -2.8145e+00 +2.5339e+00 +2.4538e+00 +4.3652e-01 -1.9810e-01
5421 +7.522156901e+06 +7.522156901e+06 +7.521535791e+06 +7.521535791e+06 -1.0234e+00 +3.8174e+00 -3.7837e-01 -4.1053e+00 +2.4026e-01 -1.5567e+00 +1.7323e+00 -9.5428e-01 +1.5919e+00 -3.7037e-01 -4.2370e-01 +2.3377e+00 +4.2262e+00 +4.1646e-01 +4.1052e+00 -2.6866e+00 +1.9898e+00 +2.0680e+00 +8.3452e-01 -1.2427e-02
6527 +7.332165655e+06 +7.332165655e+06 +7.331544545e+06 +7.331544545e+06 -1.0373e+00 +4.2532e+00 -1.5374e-01 -3.6716e+00 -5.1917e-01 -2.0739e+00 +1.4542e+00 -5.3186e-01 +1.0314e+00 -7.9836e-01 +3.0992e-01 +3.3076e+00 +3.6435e+00 +1.9112e+00 +2.4905e+00 -2.8014e+00 +2.3467e+00 +1.2338e+00 +1.0950e+00 +1.3137e+00
6590 +5.388710409e+06 +5.388710409e+06 +5.388089299e+06 +5.388089299e+06 -1.1243e+00 +3.8504e+00 -3.7910e-01 -4.0606e+00 +6.8812e-01 -2.1066e+00 +1.0005e+00 -3.2013e-01 +1.0948e+00 -3.4807e-01 -5.4507e-02 +3.6711e+00 +3.5043e+00 +7.7339e-01 +2.4007e+00 -2.3946e+00 +2.4788e+00 +2.3956e+00 +1.6346e-01 +1.6342e-01
7169 +4.061350913e+06 +4.061350913e+06 +4.060729803e+06 +4.060729803e+06 -1.4227e-02 +4.3249e+00 +2.5445e-01 -3.0973e+00 +2.3725e-01 -2.0285e+00 +1.8942e+00 -6.7896e-01 +8.1492e-01 -5.5353e-03 +5.1722e-01 +3.0445e+00 +3.7685e+00 +1.6622e+00 +2.2475e+00 -1.3578e+00 +1.4027e+00 +1.1511e+00 +1.3972e+00 +6.1169e-02
9426 +3.694576961e+06 +3.694576961e+06 +3.693955851e+06 +3.693955851e+06 -1.4742e+00 +4.3246e+00 +1.7898e-01 -3.1892e+00 -9.5520e-01 -2.4091e+00 +2.1086e+00 -7.0871e-02 +1.7438e+00 -3.8204e-01 +6.7142e-01 +2.4523e+00 +3.4046e+00 +2.0200e+00 +2.4437e+00 -3.0225e+00 +1.0760e+00 +1.8144e+00 +9.1695e-01 -3.2298e-01
10523 +2.980916360e+06 +2.980916360e+06 +2.980295250e+06 +2.980295250e+06 -1.0204e-01 +4.2689e+00 +3.5838e-01 -3.3826e+00 -9.4105e-01 -2.7127e+00 +2.3196e+00 -5.0432e-01 +9.8155e-01 -8.3535e-01 +3.0957e-01 +3.1365e+00 +3.6514e+00 +1.5580e+00 +2.6843e+00 -2.6166e+00 +1.6251e+00 +2.3097e+00 +1.6818e+00 -4.7497e-01
12945 +2.397205549e+06 +2.397205549e+06 +2.396584439e+06 +2.396584439e+06 -7.0185e-01 +3.8977e+00 +2.2177e-01 -3.9724e+00 -1.0444e+00 -1.7938e+00 +5.6297e-01 -1.5448e+00 +1.4043e+00 -6.4230e-01 +1.0147e+00 +2.0930e+00 +3.6894e+00 +1.1885e+00 +2.3399e+00 -2.1752e+00 +1.6426e+00 +1.5640e+00 +2.7790e-01 -1.6056e-01
14605 +2.210054211e+06 +2.210054211e+06 +2.209433101e+06 +2.209433101e+06 -1.6265e+00 +4.0876e+00 +3.3230e-01 -4.1083e+00 -2.7498e-01 -2.2535e+00 +1.4361e+00 -8.1519e-01 +1.3707e+00 +1.6701e-03 +3.0788e-01 +2.3335e+00 +3.4701e+00 +1.6630e+00 +2.6574e+00 -1.9064e+00 +7.3186e-01 +2.8558e+00 +3.0482e-01 -3.0074e-01
14940 +1.378078181e+06 +1.378078181e+06 +1.377457071e+06 +1.377457071e+06 -9.1700e-01 +3.7058e+00 -2.7393e-02 -3.5082e+00 -4.7771e-02 -2.2562e+00 +1.1277e+00 -8.7719e-01 +1.0305e+00 -2.0678e-01 +4.8221e-01 +2.6169e+00 +3.4667e+00 +1.5871e+00 +2.6468e+00 -2.3040e+00 +1.4184e+00 +1.7431e+00 -1.7112e-02 -8.6318e-01
15430 +1.250126432e+06 +1.250126432e+06 +1.249505322e+06 +1.249505322e+06 -8.4529e-01 +3.2372e+00 +1.9712e-01 -3.2986e+00 -8.4551e-01 -2.2442e+00 +1.4722e+00 -8.7367e-01 +5.3581e-01 -6.6492e-01 +9.6457e-01 +2.8116e+00 +3.5809e+00 +1.2783e+00 +2.5577e+00 -2.1748e+00 +1.1912e+00 +2.1854e+00 +1.0057e+00 -3.4785e-01
16656 +1.166197023e+06 +1.166197023e+06 +1.165575913e+06 +1.165575913e+06 -1.3004e+00 +4.0204e+00 +1.6763e-02 -3.9982e+00 -7.5819e-02 -2.3182e+00 +9.2057e-01 -3.9593e-01 +1.1453e+00 -5.5288e-01 +6.0086e-01 +2.7620e+00 +4.2422e+00 +9.4400e-01 +2.3398e+00 -2.3450e+00 +1.5019e+00 +2.0458e+00 +9.2695e-02 -3.8501e-01
17047 +9.611927972e+05 +9.611927972e+05 +9.605716872e+05 +9.605716872e+05 -7.5149e-01 +4.2125e+00 -6.9127e-03 -3.6191e+00 -3.1723e-01 -2.2219e+00 +1.3018e+00 -6.6594e-01 +8.5261e-01 -7.0029e-01 +1.0838e+00 +3.1377e+00 +3.9447e+00 +1.4671e+00 +2.5783e+00 -1.9015e+00 +1.4917e+00 +2.1063e+00 +6.2455e-01 -6.8643e-01
