% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1189 +2.384036871e+02 +2.384036871e+02 +2.291936871e+02 +2.291936871e+02 +7.8460e-01 -1.1504e+00 -3.7906e+00 -6.0791e-01 +2.4884e+00 +3.6744e-01 +3.9697e+00 +4.1372e+00 -4.4396e+00 -3.6752e+00 +4.4084e+00 -2.7843e+00 -1.1529e+00 -2.8132e-01 -1.8696e+00 -3.4511e+00 +6.0377e+00 +5.6785e-01 -5.5849e+00 +4.8932e+00
1202 +2.045573237e+02 +2.045573237e+02 +1.953473237e+02 +1.953473237e+02 +6.2898e-01 -1.3070e+00 -3.7197e+00 -5.7213e-01 +2.5664e+00 -2.3739e-02 +4.1552e+00 +4.1821e+00 -4.5463e+00 -2.3634e+00 +4.2908e+00 -2.9657e+00 -9.9471e-01 +5.2054e-01 -1.7767e+00 -3.0613e+00 +7.4759e+00 +5.8521e+00 -5.5319e+00 +2.3191e+01
1340 +1.938192312e+02 +1.938192312e+02 +1.846092312e+02 +1.846092312e+02 +7.7344e-01 -1.2472e+00 -3.7056e+00 -5.8691e-01 +2.2522e+00 +4.5993e-01 +4.1211e+00 +4.0876e+00 -4.5938e+00 -5.3875e+00 +4.4318e+00 -3.1024e+00 -1.0864e+00 -1.5978e-01 -1.8864e+00 -4.0566e+00 +4.8000e+00 +9.2556e+00 -6.4342e+00 +2.5457e+01
1395 +1.876936109e+02 +1.876936109e+02 +1.784836109e+02 +1.784836109e+02 +8.1518e-01 -1.2675e+00 -3.8562e+00 -6.0245e-01 +2.5744e+00 +2.8131e+00 +4.3521e+00 +3.9599e+00 -4.3717e+00 -2.3462e+00 +4.5610e+00 -4.4949e+00 -1.1332e+00 -2.8266e-01 -1.7975e+00 -4.8207e+00 +5.1987e+00 +1.5043e+01 -5.9348e+00 +1.5699e+01
1510 +1.847668139e+02 +1.847668139e+02 +1.755568139e+02 +1.755568139e+02 +1.4596e+00 -1.2252e+00 -3.7359e+00 -5.4579e-01 +2.5522e+00 +1.3021e+00 +4.1255e+00 +4.1144e+00 -4.2927e+00 -7.1569e+00 +4.4734e+00 -3.3038e+00 -1.0573e+00 +7.8544e-01 -1.9980e+00 -4.4138e+00 +1.1870e+01 +4.6028e+00 -6.9675e+00 +6.4496e+00
1523 +1.691504661e+02 +1.691504661e+02 +1.599404661e+02 +1.599404661e+02 +1.1095e+00 -1.3836e+00 -3.6821e+00 -7.5236e-01 +2.6232e+00 +1.5758e+00 +4.1730e+00 +5.2779e+00 -4.2564e+00 -6.1283e+00 +4.5539e+00 -2.9298e+00 -1.1121e+00 +3.2986e-01 -4.8088e+00 -4.6992e+00 +6.8417e+00 +4.6994e+00 -6.7809e+00 +1.6880e+01
1704 +1.659476614e+02 +1.659476614e+02 +1.567376614e+02 +1.567376614e+02 +1.1300e+00 -1.2893e+00 -3.5779e+00 -3.4440e-01 +2.5258e+00 +2.8889e+00 +4.5397e+00 +4.5053e+00 -4.2890e+00 -1.2914e+01 +4.4698e+00 -3.3542e+00 -1.4334e+00 +1.2519e+00 -3.1756e+00 -5.1286e+00 +1.0472e+01 +5.5398e+00 -9.2805e+00 +4.3739e+01
1815 +1.599323419e+02 +1.599323419e+02 +1.507223419e+02 +1.507223419e+02 +1.8760e+00 -5.3387e-01 -3.7713e+00 -1.0537e+00 +2.4911e+00 +2.4296e+00 +5.0961e+00 +5.3210e+00 -4.5025e+00 -8.1525e+00 +4.8824e+00 -2.7192e+00 -1.1342e+00 +2.1988e+00 -3.7000e+00 -6.7876e+00 +9.3496e+00 +1.0057e+01 -9.4494e+00 +9.9461e+00
1850 +1.496787968e+02 +1.496787968e+02 +1.404687968e+02 +1.404687968e+02 +9.8480e-01 -1.3112e+00 -3.6548e+00 -5.2456e-01 +2.5322e+00 +3.3324e+00 +3.9054e+00 +4.2258e+00 -3.9162e+00 -1.0122e+01 +4.5424e+00 -3.2860e+00 -1.1371e+00 +4.3563e+00 -3.3967e+00 -7.0187e+00 +1.0556e+01 +5.8959e+00 -1.1674e+01 +2.5679e+01
1926 +1.431528511e+02 +1.431528511e+02 +1.339428511e+02 +1.339428511e+02 +8.5468e-01 -2.2470e+00 -4.0080e+00 -3.8916e-01 +2.2593e+00 +2.2219e+00 +4.3993e+00 +4.6171e+00 -6.2542e-01 -6.7862e+00 +4.1739e+00 -3.2895e+00 -1.1539e+00 +5.4279e+00 -2.4174e+00 -5.2524e+00 +1.0602e+01 +7.3667e+00 -1.5351e+01 +4.0582e+01
2016 +1.377480119e+02 +1.377480119e+02 +1.285380119e+02 +1.285380119e+02 +2.6612e+00 -1.0500e+00 -3.5088e+00 -7.1919e-01 +2.5780e+00 +1.8262e+00 +4.9421e+00 +4.1664e+00 -2.1988e+00 -9.3996e+00 +4.8368e+00 -5.5562e+00 -1.1513e+00 +3.1872e+00 -4.5979e+00 -7.2345e+00 +9.9266e+00 +9.4444e+00 -2.2805e+01 +2.6511e+01
2106 +1.223241781e+02 +1.223241781e+02 +1.131141781e+02 +1.131141781e+02 +2.1190e+00 -1.0324e+00 -3.9488e+00 -5.6595e-01 +2.2470e+00 +1.0491e+00 +4.2749e+00 +5.0134e+00 +5.9781e+00 -1.2187e+01 +4.4469e+00 -3.1511e+00 -1.0955e+00 +4.3274e+00 -4.1541e+00 -1.0014e+01 +8.9459e+00 +1.1814e+01 -1.1158e+01 +4.7042e+01
2233 +1.162798858e+02 +1.162798858e+02 +1.070698858e+02 +1.070698858e+02 +1.6228e+00 -8.0368e-01 -3.4719e+00 -1.1134e+00 +1.3054e+00 +3.4536e+00 +5.2572e+00 +4.6187e+00 +3.4167e+00 -1.3812e+01 +5.0833e+00 -3.3975e+00 -9.8513e-01 +6.1441e+00 -4.4421e+00 -6.5605e+00 +1.4007e+01 +1.4613e+01 -1.1488e+01 +1.0250e+02
2240 +1.032588925e+02 +1.032588925e+02 +9.404889252e+01 +9.404889252e+01 +1.6869e+00 -9.1383e-01 -3.4256e+00 -4.3138e-01 +1.8384e+00 +3.4677e+00 +4.7244e+00 +5.4077e+00 +9.5711e+00 -8.3137e+00 +3.1409e+00 -3.0248e+00 -9.3147e-01 +8.0224e+00 -6.6366e+00 -6.5737e+00 +5.9523e+00 +1.9486e+01 -1.4537e+01 +4.8274e+01
2432 +9.564404457e+01 +9.564404457e+01 +8.643404457e+01 +8.643404457e+01 +1.4630e+00 -6.1005e-01 -3.2951e+00 +6.2441e-01 -1.3683e+00 +8.7865e+00 +4.7295e+00 +4.4907e+00 +5.6149e+00 -1.3367e+01 +2.8201e+00 -3.8153e+00 -1.3196e+00 +8.2176e+00 -4.3695e+00 -6.6152e+00 +1.1975e+01 +5.5640e+00 -2.1758e+01 +5.3377e+01
2439 +9.488206766e+01 +9.488206766e+01 +8.567206766e+01 +8.567206766e+01 +3.4694e+00 -5.6282e-01 -2.7617e+00 -3.7092e-01 +1.6703e+00 +3.7954e+00 +4.5579e+00 +4.7621e+00 +3.4956e+00 -8.9637e+00 +2.0056e+00 -4.6427e+00 -1.0932e+00 +1.0478e+01 -6.2100e+00 -7.0027e+00 +1.1237e+01 +8.3612e+00 -5.7875e+00 +6.0212e+01
2450 +9.212317055e+01 +9.212317055e+01 +8.291317055e+01 +8.291317055e+01 +7.3808e-01 -9.9655e-01 -3.3178e+00 +1.6656e-01 +2.0926e+00 +3.4523e+00 +4.4852e+00 +4.7141e+00 +2.9696e+00 -1.0428e+01 -6.4852e-01 -4.4202e+00 -9.0494e-01 +8.2589e+00 -5.4948e+00 -7.6787e+00 +9.8597e+00 +1.9241e+01 -1.5739e+01 +5.3791e+01
2505 +7.959807211e+01 +7.959807211e+01 +7.038807211e+01 +7.038807211e+01 +3.8055e+00 -5.9803e-01 -3.4273e+00 +3.3962e-01 +1.3172e+00 +6.4959e+00 +4.6467e+00 +7.8496e+00 +3.1033e+00 -6.4273e+00 -5.0370e+00 -4.0447e+00 -1.1374e+00 +1.3759e+01 -6.2364e+00 -3.5787e+00 +7.0743e+00 +1.1587e+01 -2.3986e+01 +8.1368e+01
2628 +6.997963565e+01 +6.997963565e+01 +6.076963565e+01 +6.076963565e+01 +4.1278e+00 -1.7490e+00 -3.5624e+00 -3.0290e-01 +2.1726e+00 +4.4736e+00 +3.9653e+00 +5.0791e+00 +6.5058e+00 -1.4132e+01 -4.8911e+00 -4.2166e+00 -8.0670e-01 +8.1523e+00 -6.0589e+00 -9.8421e+00 +1.5863e+01 +1.1401e+01 -1.9661e+01 +1.4097e+02
2779 +5.994069485e+01 +5.994069485e+01 +5.073069485e+01 +5.073069485e+01 +2.1691e+00 +2.4788e-01 -3.8912e+00 -3.7447e-01 +7.6033e-01 +6.0441e+00 +4.9333e+00 +5.5602e+00 +6.4206e+00 -1.9859e+01 -2.3196e+00 -2.9659e+00 +3.4881e+00 +1.1915e+01 -5.7657e+00 -5.3878e+00 +8.7898e+00 +1.2861e+01 -1.8098e+01 +1.5611e+02
2904 +5.808327347e+01 +5.808327347e+01 +4.887327347e+01 +4.887327347e+01 +8.4573e+00 +1.1834e+00 -2.6227e+00 +2.5819e+00 +1.5918e+00 +6.2058e+00 +4.8849e+00 +5.1893e+00 +4.6017e+00 -1.2698e+01 -3.8639e+00 -5.4568e+00 -7.8649e-01 +6.8556e+00 -5.7864e+00 -8.4164e+00 +2.4941e+01 +1.1458e+01 -3.0143e+01 +1.5504e+02
2982 +5.330043123e+01 +5.330043123e+01 +4.409043123e+01 +4.409043123e+01 +5.5289e+00 -2.8999e+00 +3.1640e+00 +2.8839e+00 +1.0114e+00 +3.0893e+00 +4.6057e+00 +6.9833e+00 +7.4391e+00 -1.9558e+01 -7.3324e+00 -5.4490e+00 -8.2059e-01 +5.1645e+00 -5.7559e+00 -5.7060e+00 +1.9040e+01 +1.9073e+01 -6.6209e+00 +1.6315e+02
3058 +5.207109210e+01 +5.207109210e+01 +4.286109210e+01 +4.286109210e+01 +6.7626e+00 -5.3854e-01 -3.5377e+00 +7.1732e-01 -2.6320e+00 +4.4902e+00 +8.4390e+00 +5.6378e+00 +5.4254e+00 -1.2716e+01 -5.9077e+00 -5.9293e+00 -6.0565e-01 +9.0221e+00 -6.1452e+00 -1.5661e+01 +1.8264e+01 +2.6397e+01 -6.0241e+01 +8.7783e+01
3102 +4.791728999e+01 +4.791728999e+01 +3.870728999e+01 +3.870728999e+01 +6.0375e+00 -1.5749e-02 -1.3727e+00 +1.7503e+00 +1.2879e+00 +1.4485e+01 +4.4748e+00 +5.4445e+00 +5.5100e+00 -2.6502e+01 -5.0083e+00 -7.2994e+00 +8.1361e-01 +8.9332e+00 -4.9560e+00 -1.4984e+01 +1.4045e+01 +2.5837e+01 -4.1810e+01 +4.6214e+02
3187 +4.768277789e+01 +4.768277789e+01 +3.847277789e+01 +3.847277789e+01 +1.0523e+01 +1.8508e+00 -7.6751e+00 +3.0880e+00 -2.4804e+00 +8.2165e+00 +2.8543e+00 +5.7068e+00 +5.8138e+00 -1.1823e+01 -5.8256e+00 -1.2840e+01 +1.1005e+00 +1.8233e+01 -5.5548e+00 -2.5823e+01 +2.3197e+01 +5.3299e+01 -3.0755e+01 +7.3055e+02
3239 +4.310671953e+01 +4.310671953e+01 +3.389671953e+01 +3.389671953e+01 +2.0088e+00 +4.3286e+00 -2.0496e+00 +4.1364e+00 -2.8688e+00 +8.0385e+00 +6.0153e+00 +4.8558e+00 +6.0082e+00 -2.8253e+01 -7.5878e+00 -7.1514e+00 -9.1751e-01 +1.0459e+01 -6.4691e+00 -1.2536e+01 +2.5894e+01 +3.4213e+01 -3.2461e+01 +2.9912e+02
3279 +3.828585197e+01 +3.828585197e+01 +2.907585197e+01 +2.907585197e+01 +9.4025e+00 +1.4939e+01 -1.4797e+00 +3.9695e+00 +3.9364e-01 +5.6371e+00 +5.2632e+00 +5.7410e+00 +4.8244e+00 -1.9852e+01 -1.5466e+01 -6.5178e+00 +1.6391e+00 +3.9786e+00 -6.0535e+00 -1.6872e+01 +7.9577e+00 +4.2024e+01 -4.2467e+01 +1.3846e+02
3408 +3.670238702e+01 +3.670238702e+01 +2.749238702e+01 +2.749238702e+01 +1.5201e+01 +9.4130e+00 -2.6123e+00 +8.2251e+00 -2.4075e+00 +2.1080e+01 +6.7830e+00 +8.3240e+00 +7.4162e+00 -9.1222e+01 -9.0991e+00 -7.8629e+00 +2.1420e-01 +4.5235e+00 -6.0191e+00 -1.7441e+01 +1.3058e+01 +6.1192e+01 -8.3692e+01 +3.7669e+02
3433 +3.212227996e+01 +3.212227996e+01 +2.291227996e+01 +2.291227996e+01 +1.3654e+01 +7.8807e+00 -9.3046e-01 +2.3445e+00 -5.1438e+00 +1.9940e+01 +6.6487e+00 +4.1170e+00 +6.7926e+00 -4.6914e+01 -1.0780e+01 -5.8316e+00 +6.3618e-01 +1.3699e+01 -1.0168e+01 -7.5659e+01 +7.7233e+01 +7.3081e+01 -2.7692e+01 +3.5906e+02
3504 +2.822160515e+01 +2.822160515e+01 +1.901160515e+01 +1.901160515e+01 +2.0488e+01 +3.4940e+00 +3.7075e+00 +4.0534e+00 -6.5777e+00 +1.8634e+01 +7.2902e+00 +1.1564e+01 +7.7252e+00 -4.1676e+01 -9.1931e+00 -8.0469e+00 -4.9197e-01 +1.4297e+01 -1.1651e+01 -4.0955e+01 +2.4196e+01 +6.9251e+01 -5.9237e+01 +2.4249e+02
3566 +2.550166341e+01 +2.550166341e+01 +1.629166341e+01 +1.629166341e+01 +1.1644e+01 +4.3418e+00 +4.3891e+00 +5.5236e+00 -2.8867e+00 +1.3889e+01 +8.1997e+00 +5.8983e+00 +7.8098e+00 -2.3911e+01 -1.1330e+01 -6.0115e+00 +2.0041e-01 +7.7264e+00 -6.9202e+00 -6.3334e+01 +2.2956e+01 +3.5306e+01 -5.0648e+01 +1.5812e+02
3611 +2.168844240e+01 +2.168844240e+01 +1.247844240e+01 +1.247844240e+01 +1.4194e+01 +1.2907e+01 -1.2800e-01 -1.2146e+00 -2.0040e+01 +1.8695e+01 +9.3479e+00 +1.0503e+01 +1.0156e+01 -1.4711e+01 -1.6545e+01 -7.3225e+00 +3.5484e+00 +2.6847e+01 -1.4146e+01 -1.1480e+01 +2.1137e+01 +4.3667e+01 -6.6951e+01 +4.1134e+02
3718 +8.456615432e+00 +8.456615432e+00 -7.533845675e-01 -7.533845675e-01 +1.8047e+01 +8.1212e+00 +2.1267e+00 +1.0221e+01 -5.9491e+00 +1.3975e+01 +1.6728e+01 +8.3446e+00 +4.4255e+00 -2.9751e+01 -1.8171e+01 -7.4429e+00 +4.2338e+00 +1.4697e+01 -1.3080e+01 -4.6293e+01 +2.1197e+01 +4.8093e+01 -4.3988e+01 +3.9431e+02
4013 +8.025490706e+00 +8.025490706e+00 -1.184509294e+00 -1.184509294e+00 +2.6833e+01 +1.3396e+01 +3.3165e-01 +1.7349e+01 -6.2270e+00 +1.8246e+01 +1.3488e+01 +9.0020e+00 +8.4715e+00 -1.3005e+01 -1.2954e+01 -5.3264e+00 +4.5149e+00 +2.4065e+01 -7.4929e+00 -5.2977e+01 +2.3534e+01 +8.2063e+01 -8.8259e+01 +3.9061e+02
4057 +6.444816039e+00 +6.444816039e+00 -2.765183961e+00 -2.765183961e+00 +2.4989e+01 +1.7856e+01 -5.7634e-02 +1.7112e+01 -8.0014e+00 +1.3870e+01 +1.1555e+01 +9.0281e+00 +8.7820e+00 -6.1706e+01 -1.7303e+01 -8.2076e+00 +5.0207e+00 +3.3670e+01 -6.1666e+00 -1.2725e+01 +1.3707e+01 +1.4962e+01 -7.6076e+01 +4.8926e+02
4087 +0.000000000e+00 +0.000000000e+00 -9.210000000e+00 -9.210000000e+00 +1.9870e+01 +1.2971e+01 +7.1086e+00 +1.2584e+01 -8.0931e+00 +1.5927e+01 +1.4569e+01 +1.2768e+01 +9.5635e+00 -2.1825e+02 -3.0517e+01 -7.7885e+00 +5.2117e+00 +2.4584e+01 -1.3136e+01 -2.7709e+01 +2.7701e+01 +6.4795e+01 -1.5828e+02 +2.5184e+02
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +1.055266128e+03 +1.055266128e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1518 +3.834088364e+02 +3.834088364e+02 +1.039398836e+03 +1.039398836e+03 -3.5950e+00 +3.9907e+00 -3.0588e-01 +5.1402e+00 -5.8914e-01 +4.6170e+00 -8.9785e+00 -4.6061e+00 +9.5942e-02 -1.6984e+00 +4.3546e+00 -1.2041e+00 -2.2952e+00 +1.2120e+00 +1.7083e+01 -3.0578e+00 +2.0312e+00 -1.4846e-01 +1.7534e-01 +2.8078e+00
1526 +3.623309310e+02 +3.623309310e+02 +1.018320931e+03 +1.018320931e+03 -3.3988e+00 +4.5793e+00 -1.3461e-01 +5.1894e+00 +1.7444e+00 +5.0124e+00 -6.7820e+00 -2.6162e+00 +1.6765e-01 -1.7231e+00 +9.8817e-01 -1.1466e+00 -1.8407e+00 +1.2002e+00 +9.1040e+00 -1.1869e+00 +2.9197e+00 +2.7501e-01 +5.8723e+00 +1.4152e+00
1598 +3.483121729e+02 +3.483121729e+02 +1.004302173e+03 +1.004302173e+03 -3.7181e+00 +4.4375e+00 -2.0009e-01 +5.1501e+00 +7.4862e-02 +4.8050e+00 -7.8344e+00 -3.4842e+00 +4.4813e-02 -1.4113e+00 -1.3042e+00 -1.3361e+00 -2.4980e+00 +7.8156e-01 +1.0191e+01 -9.4500e-01 +3.3647e+00 -1.1270e+00 +6.8554e+00 +2.7600e+00
1613 +3.152601644e+02 +3.152601644e+02 +9.712501644e+02 +9.712501644e+02 -1.4946e+00 +3.0074e+00 -1.8963e-01 +4.9104e+00 +9.6663e-01 +3.1568e+00 -1.3854e+01 -3.4358e+00 -1.2372e-01 -1.7722e+00 +9.2174e+00 -1.4422e+00 +6.0091e+00 +6.0962e-02 +5.1276e+00 -1.2992e+00 +9.7075e-01 +3.3903e-01 +4.4432e-01 +3.4790e+00
1732 +3.078048816e+02 +3.078048816e+02 +9.637948816e+02 +9.637948816e+02 -4.2155e+00 +4.4258e+00 -1.7969e-01 +4.6358e+00 -1.3751e+00 +3.9293e+00 -7.6836e+00 +2.1326e+00 +1.4441e-01 -1.8356e+00 +2.6715e+00 -1.2518e+00 +1.5998e+00 +1.4291e+00 +1.5194e+01 +2.9956e-01 +2.7382e+00 +6.0797e-01 +3.5247e+00 +3.7635e+00
1741 +2.570479603e+02 +2.570479603e+02 +9.130379603e+02 +9.130379603e+02 -3.3097e+00 +3.6637e+00 +4.6774e-01 +5.1314e+00 -4.4138e+00 +4.9515e+00 -1.3198e+01 -7.1881e+00 +6.2649e-02 -2.0671e+00 +5.4558e+00 -1.1504e+00 -2.7580e-01 -1.6265e-01 +2.8098e+01 +4.3248e+00 +2.3994e+00 -6.8776e-01 +5.4784e+00 +4.6479e+00
1913 +2.479811747e+02 +2.479811747e+02 +9.039711747e+02 +9.039711747e+02 -2.9785e+00 +2.6850e+00 +1.3488e-01 +4.9469e+00 +1.9340e-01 +2.6694e+00 -8.6584e+00 +1.1355e+00 +2.4669e-01 -2.2841e+00 +1.0827e+01 -1.4569e+00 +4.8038e+00 +2.9898e-01 +1.9217e+01 -1.7086e-01 +3.0827e+00 -8.8403e-01 +7.1276e+00 +1.1657e+01
1920 +2.352349209e+02 +2.352349209e+02 +8.912249209e+02 +8.912249209e+02 -3.0453e+00 +3.9398e+00 -7.0877e-02 +4.7928e+00 -2.9052e+00 +4.9120e+00 -1.2246e+01 +1.1931e+00 +8.4918e-02 -1.7519e+00 +5.5720e+00 -9.0140e-01 +2.1712e+00 +5.5375e-01 +1.5298e+01 +2.8602e+00 +1.5179e+00 -1.9368e+00 +8.0558e+00 +3.6881e+00
1922 +2.301430961e+02 +2.301430961e+02 +8.861330961e+02 +8.861330961e+02 -9.5503e-01 +4.1824e+00 -2.5589e-03 +4.6904e+00 -3.4566e+00 +4.2146e+00 -2.7026e+01 +3.2893e+00 -2.9719e-01 -1.1915e+01 +7.1167e+00 -1.3606e+00 +7.2614e+00 +2.4709e-01 +1.8278e+01 -4.8074e+00 +2.5984e+00 -9.8387e+00 +1.1944e+01 +4.1487e+00
1990 +2.220676772e+02 +2.220676772e+02 +8.780576772e+02 +8.780576772e+02 -1.4993e+00 +1.7223e+00 +2.7406e-01 +3.2045e+00 -4.6611e+00 +3.9329e+00 -5.5785e+00 +6.0904e+00 +3.9660e-01 -4.0234e+00 +1.8618e+00 -1.0316e+00 +1.5535e+01 +1.1482e+00 +1.5664e+01 +2.0560e+00 +3.3609e+00 -1.7852e+00 +9.9778e+00 +5.1999e+00
