% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
666 +4.531154597e+01 +4.531154597e+01 -3.099084540e+02 -3.099084540e+02 +2.1876e+00 -2.9284e+00 +4.7147e+00 +1.4227e+00 +4.7644e+00 -3.3997e+00 -2.7918e+00 -3.0594e+00 -4.0625e-01 -9.2444e-02 -3.0487e+00 -3.5924e+00 -3.7979e+00 -3.0056e+00 -3.3479e+00 +4.1359e+00 -2.7661e+00 +3.8235e+00 -1.4354e-02 -1.8797e+00
716 +4.463279670e+01 +4.463279670e+01 -3.105872033e+02 -3.105872033e+02 +2.1271e+00 -2.8772e+00 +4.8465e+00 +1.4198e+00 +4.8508e+00 -3.4057e+00 -2.7061e+00 -3.0018e+00 -7.0393e-01 +2.4630e-01 -2.7279e+00 -3.5053e+00 -3.5852e+00 -3.1895e+00 -3.4670e+00 +3.9090e+00 -2.7018e+00 +3.8259e+00 -1.5367e-02 -1.9355e+00
726 +4.338248076e+01 +4.338248076e+01 -3.118375192e+02 -3.118375192e+02 +2.3360e+00 -2.9296e+00 +4.9548e+00 +1.4207e+00 +4.7792e+00 -3.3576e+00 -2.7949e+00 -3.1069e+00 -7.6431e-01 -4.8233e-02 -2.7103e+00 -3.6783e+00 -3.7750e+00 -3.0068e+00 -3.3479e+00 +3.9368e+00 -2.6977e+00 +3.8220e+00 +6.3731e-03 -1.8617e+00
803 +4.223992837e+01 +4.223992837e+01 -3.129800716e+02 -3.129800716e+02 +2.2673e+00 -2.9446e+00 +4.7117e+00 +1.4269e+00 +4.5992e+00 -3.3681e+00 -2.8075e+00 -3.1737e+00 -6.5959e-01 +5.4312e-02 -2.9041e+00 -3.5189e+00 -3.5798e+00 -2.9439e+00 -3.4971e+00 +3.8301e+00 -2.7931e+00 +3.8253e+00 -1.3791e-02 -1.8376e+00
813 +4.164652985e+01 +4.164652985e+01 -3.135734701e+02 -3.135734701e+02 +2.3428e+00 -2.9061e+00 +4.7753e+00 +1.4170e+00 +4.7628e+00 -3.4057e+00 -2.8127e+00 -3.1745e+00 -6.8417e-01 +6.5913e-02 -2.7229e+00 -3.5505e+00 -3.7944e+00 -3.0241e+00 -3.3795e+00 +3.9943e+00 -2.7836e+00 +3.8242e+00 -4.6894e-02 -1.8622e+00
821 +3.644845837e+01 +3.644845837e+01 -3.187715416e+02 -3.187715416e+02 +2.2033e+00 -2.9251e+00 +4.8896e+00 +1.4160e+00 +4.6892e+00 -3.3748e+00 -2.7448e+00 -3.1353e+00 -7.8828e-01 -3.1185e-02 -2.4221e+00 -3.5831e+00 -3.6438e+00 -3.0425e+00 -3.4606e+00 +3.9364e+00 -2.7674e+00 +3.8240e+00 -4.0781e-02 -1.9058e+00
854 +3.339704696e+01 +3.339704696e+01 -3.218229530e+02 -3.218229530e+02 +2.2416e+00 -2.9224e+00 +4.8696e+00 +1.4169e+00 +4.4586e+00 -3.4007e+00 -2.7818e+00 -3.0953e+00 -7.6777e-01 -6.1450e-02 -2.7291e+00 -3.4774e+00 -3.5770e+00 -3.0648e+00 -3.3845e+00 +3.9854e+00 -2.7023e+00 +3.8234e+00 -7.0983e-02 -2.0013e+00
910 +3.185972254e+01 +3.185972254e+01 -3.233602775e+02 -3.233602775e+02 +2.3673e+00 -2.9126e+00 +5.1567e+00 +1.4188e+00 +4.5285e+00 -3.3709e+00 -2.7761e+00 -3.0357e+00 -6.5709e-01 +2.1785e-01 -2.8173e+00 -3.5502e+00 -3.5983e+00 -2.9288e+00 -3.3384e+00 +3.8304e+00 -2.8696e+00 +3.8249e+00 -2.1117e-02 -1.3847e+00
993 +3.064913998e+01 +3.064913998e+01 -3.245708600e+02 -3.245708600e+02 +2.1890e+00 -2.9188e+00 +4.9863e+00 +1.4253e+00 +4.5217e+00 -3.3986e+00 -2.7731e+00 -2.7165e+00 -7.1748e-01 +1.1621e-02 -2.6957e+00 -3.5227e+00 -3.2826e+00 -3.0032e+00 -3.4225e+00 +3.9209e+00 -2.7223e+00 +3.8140e+00 -1.0057e-01 -1.9123e+00
1034 +2.783971862e+01 +2.783971862e+01 -3.273802814e+02 -3.273802814e+02 +2.3685e+00 -2.8782e+00 +4.8053e+00 +1.4200e+00 +4.6968e+00 -3.4342e+00 -2.7712e+00 -3.0092e+00 -6.3106e-01 +1.0083e-01 -2.8165e+00 -3.6707e+00 -3.5804e+00 -3.0358e+00 -3.4406e+00 +3.9898e+00 -2.9895e+00 +3.8548e+00 -5.4384e-02 -2.1440e+00
1068 +2.646707424e+01 +2.646707424e+01 -3.287529258e+02 -3.287529258e+02 +2.1875e+00 -2.8986e+00 +4.8545e+00 +1.4214e+00 +4.3365e+00 -3.3703e+00 -2.7458e+00 -2.8839e+00 -8.3297e-01 -2.8781e-02 -2.2316e+00 -3.5026e+00 -3.4591e+00 -3.1326e+00 -3.2725e+00 +4.0056e+00 -2.7292e+00 +3.8214e+00 -6.5749e-02 -1.8965e+00
1153 +2.503588093e+01 +2.503588093e+01 -3.301841191e+02 -3.301841191e+02 +2.2281e+00 -2.8329e+00 +4.8617e+00 +1.4210e+00 +4.5346e+00 -3.3722e+00 -2.6942e+00 -2.9627e+00 -7.4583e-01 +7.9729e-02 -2.7101e+00 -3.6455e+00 -3.5086e+00 -3.1364e+00 -3.4406e+00 +3.9932e+00 -2.8214e+00 +3.8283e+00 -7.6470e-03 -1.9018e+00
1154 +2.103681184e+01 +2.103681184e+01 -3.341831882e+02 -3.341831882e+02 +2.3288e+00 -2.7495e+00 +4.8582e+00 +1.4165e+00 +4.5719e+00 -3.3540e+00 -2.7082e+00 -2.2474e+00 -7.6232e-01 +4.9999e-02 -2.5922e+00 -3.5518e+00 -3.5475e+00 -3.0006e+00 -3.4028e+00 +4.1582e+00 -2.8299e+00 +3.8286e+00 -7.7494e-02 -2.0047e+00
1344 +1.823948761e+01 +1.823948761e+01 -3.369805124e+02 -3.369805124e+02 +2.2743e+00 -2.9645e+00 +4.8777e+00 +1.4161e+00 +4.4235e+00 -3.3542e+00 -2.5820e+00 -2.0798e+00 -5.7921e-01 -1.9511e-02 -2.6899e+00 -3.9904e+00 -3.5847e+00 -3.0196e+00 -3.4458e+00 +4.3350e+00 -2.9223e+00 +3.8179e+00 -6.0986e-02 -1.7681e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.985921835e+01 +6.985921835e+01 +1.690292183e+02 +1.690292183e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1369 +6.908492035e+01 +6.908492035e+01 +1.682549204e+02 +1.682549204e+02 +4.9636e+00 -2.0003e+00 -1.7987e-01 -6.5371e-01 -4.1068e+00 +1.2113e+00 -2.0707e+00 +1.0522e+00 -4.5441e+00 -6.2415e-01 +1.6792e+00 -8.3237e-02 -3.6071e+00 +3.1958e-01 -9.7271e-02 +4.4849e+00 -2.9837e+00 -9.2028e-01 +4.7689e+00 -2.5860e+00
1372 +6.030845514e+01 +6.030845514e+01 +1.594784551e+02 +1.594784551e+02 +4.9085e+00 -2.0432e+00 -1.0919e-01 -1.1906e+00 -4.1238e+00 +1.2239e+00 -2.0913e+00 +1.0375e+00 -4.5681e+00 -5.9902e-01 +1.6947e+00 -1.3041e-01 -3.6858e+00 +8.0572e-01 -1.0081e-01 +4.4741e+00 -2.9427e+00 -8.0980e-01 +4.7260e+00 -2.5447e+00
1521 +5.371441510e+01 +5.371441510e+01 +1.528844151e+02 +1.528844151e+02 +5.0029e+00 -4.6445e+00 -1.8013e-01 -7.2645e-01 -4.0743e+00 +1.1800e+00 -2.1026e+00 +1.0406e+00 -4.5618e+00 -6.6600e-01 +1.6810e+00 +9.9474e-02 -3.6205e+00 +8.6713e-01 -7.8560e-02 +4.4515e+00 -2.9928e+00 -7.4867e-01 +4.6858e+00 -2.5283e+00
1579 +5.023828280e+01 +5.023828280e+01 +1.494082828e+02 +1.494082828e+02 +5.1123e+00 -2.0203e+00 -1.7855e-01 -1.4063e+00 -4.1027e+00 +1.2680e+00 -2.1432e+00 +1.0807e+00 -4.4959e+00 -5.7702e-01 +1.8362e+00 -3.3002e-01 -3.7219e+00 +6.2857e-01 -1.1147e-01 +4.5004e+00 -3.0015e+00 -6.3007e-01 +4.5882e+00 -2.5757e+00
1659 +4.700460027e+01 +4.700460027e+01 +1.461746003e+02 +1.461746003e+02 +5.0029e+00 -1.9256e+00 -1.2267e-01 -1.1311e+00 -4.1640e+00 +1.2146e+00 -2.0896e+00 +1.0175e+00 -4.5438e+00 -5.6815e-01 +1.6576e+00 -1.1727e-01 -3.5642e+00 +5.8618e-01 -1.0415e-01 +4.4743e+00 -3.0160e+00 -4.9999e-01 +4.6854e+00 -2.5646e+00
1711 +4.475883307e+01 +4.475883307e+01 +1.439288331e+02 +1.439288331e+02 +4.9654e+00 -2.1668e+00 -1.5499e-01 -1.1451e+00 -4.1636e+00 +1.1587e+00 -2.0763e+00 +1.0684e+00 -4.4918e+00 -4.6579e-01 +1.6073e+00 -2.0839e-01 -3.5808e+00 +5.2545e-01 +8.5407e-03 +4.5235e+00 -3.0471e+00 -6.2184e-01 +4.6363e+00 -2.4995e+00
1725 +4.398898799e+01 +4.398898799e+01 +1.431589880e+02 +1.431589880e+02 +5.0993e+00 -2.2138e+00 -1.7213e-01 -1.1540e+00 -4.1339e+00 +1.2363e+00 -2.3010e+00 +1.0236e+00 -4.4749e+00 -5.6254e-01 +1.6768e+00 -3.1659e-02 -3.5001e+00 +7.3805e-01 -8.4688e-02 +4.5632e+00 -2.9925e+00 -3.9489e-01 +4.6490e+00 -2.5937e+00
1825 +4.346919722e+01 +4.346919722e+01 +1.426391972e+02 +1.426391972e+02 +4.9859e+00 -2.3617e+00 -1.8611e-01 -1.2988e+00 -4.2549e+00 +1.2603e+00 -2.1231e+00 +1.0171e+00 -4.4759e+00 -6.0880e-01 +1.6810e+00 -2.2994e-01 -3.5493e+00 +5.9394e-01 +5.0080e-02 +4.5397e+00 -3.0206e+00 -7.3796e-01 +4.6824e+00 -2.5283e+00
1841 +4.200931489e+01 +4.200931489e+01 +1.411793149e+02 +1.411793149e+02 +4.9500e+00 -2.2803e+00 -1.8002e-01 -1.4233e+00 -4.1854e+00 +1.1061e+00 -2.1125e+00 +1.0576e+00 -4.4715e+00 -4.4099e-01 +1.6709e+00 -1.6019e-01 -3.6641e+00 +6.2233e-01 -1.4816e-01 +4.5348e+00 -2.9970e+00 -6.8758e-01 +4.6388e+00 -2.5808e+00
1899 +3.982251783e+01 +3.982251783e+01 +1.389925178e+02 +1.389925178e+02 +5.1396e+00 -2.3061e+00 -1.9564e-01 -1.9174e+00 -4.1449e+00 +1.2258e+00 -2.2798e+00 +9.8756e-01 -4.5682e+00 -6.8644e-01 +1.5914e+00 -1.6314e-01 -3.6537e+00 +6.2280e-01 -1.2206e-01 +4.5289e+00 -2.9857e+00 -7.6173e-01 +4.7386e+00 -2.6486e+00
1914 +2.978966680e+01 +2.978966680e+01 +1.289596668e+02 +1.289596668e+02 +5.3368e+00 -2.2408e+00 -2.0198e-01 -1.6489e+00 -4.0961e+00 +1.2280e+00 -2.1288e+00 +9.8942e-01 -4.5159e+00 -5.2119e-01 +1.6258e+00 -6.5140e-01 -3.6963e+00 +7.4000e-01 -1.5864e-01 +4.5156e+00 -3.0847e+00 -7.1810e-01 +4.8299e+00 -2.5718e+00
2680 +2.699322808e+01 +2.699322808e+01 +1.261632281e+02 +1.261632281e+02 +5.6484e+00 -3.0477e+00 -2.3026e-01 -1.8786e+00 -3.7583e+00 +1.5046e+00 -2.3143e+00 +5.1159e-01 -4.5654e+00 -1.1586e+00 +2.3988e+00 -1.8300e+00 -4.2937e+00 +3.2828e-01 +3.0001e-02 +5.3214e+00 -3.0313e+00 +3.0913e-01 +4.4820e+00 -2.5967e+00
2858 +2.510604900e+01 +2.510604900e+01 +1.242760490e+02 +1.242760490e+02 +5.3387e+00 -2.9223e+00 -3.8549e-01 -3.1102e+00 -3.8505e+00 +1.7029e+00 -1.9305e+00 +5.3484e-01 -4.2842e+00 -2.6905e-01 +2.1987e+00 -2.5577e+00 -3.5019e+00 +5.0635e-01 -5.9685e-01 +4.6909e+00 -2.4134e+00 -7.9739e-02 +4.8027e+00 -2.5153e+00
2987 +2.165963491e+01 +2.165963491e+01 +1.208296349e+02 +1.208296349e+02 +5.3365e+00 -2.4563e+00 -2.0603e-01 -3.4108e+00 -4.0508e+00 +1.4619e+00 -2.1428e+00 +2.3589e-02 -4.5572e+00 -1.0949e+00 +2.8775e+00 +1.9077e+00 -3.4727e+00 -1.9954e-01 -9.5179e-01 +4.5617e+00 -3.8006e+00 -2.8301e-01 +5.7342e+00 -2.8084e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.469127597e+01 +6.469127597e+01 -4.532187240e+02 -4.532187240e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1205 +6.354377137e+01 +6.354377137e+01 -4.543662286e+02 -4.543662286e+02 -1.0943e+00 -3.4157e+00 -6.8563e-01 -8.5048e-01 -3.1626e+00 +2.9152e+00 -2.3824e-01 +3.4727e+00 +9.7556e-01 +1.8493e+00 +9.7624e-01 +3.1104e+00 -3.9872e+00 +4.5738e+00 +4.0228e+00 -4.0076e+00 +2.7744e+00 +2.4362e+00 -4.3877e+00 -4.4171e+00
1234 +5.839264425e+01 +5.839264425e+01 -4.595173557e+02 -4.595173557e+02 -1.0635e+00 -3.4158e+00 -6.8529e-01 -7.4518e-01 -3.0827e+00 +2.9251e+00 -3.3753e-01 +3.4614e+00 +9.8001e-01 +1.8848e+00 +1.1120e+00 +3.0420e+00 -4.0104e+00 +4.5737e+00 +3.9988e+00 -3.9516e+00 +2.8188e+00 +2.3512e+00 -4.5090e+00 -4.3841e+00
1433 +5.684890720e+01 +5.684890720e+01 -4.610610928e+02 -4.610610928e+02 -9.3153e-01 -3.4160e+00 -7.2587e-01 -8.4077e-01 -3.1162e+00 +2.9229e+00 -3.2871e-01 +3.5394e+00 +9.9162e-01 +1.9382e+00 +8.6179e-01 +3.1352e+00 -4.0490e+00 +4.5738e+00 +4.0145e+00 -4.1939e+00 +2.7922e+00 +2.5202e+00 -4.5137e+00 -4.0073e+00
1505 +5.326548491e+01 +5.326548491e+01 -4.646445151e+02 -4.646445151e+02 -8.4713e-01 -3.4155e+00 -6.8981e-01 -9.4748e-01 -3.0842e+00 +2.8850e+00 -1.0235e-01 +3.5097e+00 +1.0425e+00 +1.9159e+00 +1.0782e+00 +3.0114e+00 -4.0784e+00 +4.5738e+00 +4.0386e+00 -3.9516e+00 +2.8208e+00 +2.4267e+00 -4.6178e+00 -4.0577e+00
1662 +5.180240340e+01 +5.180240340e+01 -4.661075966e+02 -4.661075966e+02 -1.0210e+00 -3.4159e+00 -6.8765e-01 -1.2603e+00 -2.8961e+00 +2.9735e+00 +3.9152e-02 +3.4385e+00 +9.8845e-01 +1.8605e+00 +1.0799e+00 +2.8324e+00 -4.0178e+00 +4.5735e+00 +4.0188e+00 -4.1117e+00 +2.6582e+00 +2.7006e+00 -4.5146e+00 -4.3121e+00
