% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4913 +4.625593815e+00 +4.625593815e+00 +2.343559382e+01 +2.343559382e+01 +5.3241e-01 -7.7113e-01 -1.7785e-01 +1.2647e+00 +1.7892e+00 -1.0482e+00 +3.6186e+00 +1.2344e+00 +1.5296e+00 +1.1905e+00 -3.2059e+00 +4.2864e-01 +3.1000e+00 +5.6166e-01 -4.5982e-02 -3.6323e+00 -1.3890e+00 +2.8677e+00 +7.4554e-01 +1.3609e+00
6563 +4.207017690e+00 +4.207017690e+00 +2.301701769e+01 +2.301701769e+01 -2.9250e-01 +2.6596e-02 +2.5868e-01 +9.5222e-01 +9.7822e-01 -1.5347e+00 +2.6103e+00 +1.5510e+00 +1.7325e+00 +7.2621e-01 -4.0879e+00 +2.3872e+00 +5.1304e+00 -1.3060e+00 +2.0475e-01 -4.5922e+00 -9.4411e-01 +2.5881e+00 -4.9114e-01 +1.8070e+00
6803 +3.986158529e+00 +3.986158529e+00 +2.279615853e+01 +2.279615853e+01 -1.2566e+00 +1.6513e+00 +1.0183e-01 -5.3492e-01 +1.7105e+00 -2.6497e+00 +3.2734e+00 +1.3185e+00 +1.0905e+00 +1.4931e+00 -2.3797e+00 +1.6988e-01 +4.1268e+00 +2.5855e-01 +3.2019e-01 -2.3798e+00 -1.5668e+00 +3.0093e+00 -1.2148e+00 +8.8923e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.571434203e+01 +3.571434203e+01 +3.088643420e+02 +3.088643420e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3296 +2.054375412e+01 +2.054375412e+01 +2.936937541e+02 +2.936937541e+02 -1.6626e+00 +5.1342e+00 +4.4522e+00 -2.1274e+00 -8.9437e-01 -1.3519e+00 +3.7514e+00 +3.6518e-01 -1.9317e+00 -1.2679e+00 -1.0769e+00 -4.1979e+00 -1.2305e+00 -2.3559e+00 -2.3348e+00 -3.6719e+00 +2.9177e+00 +3.8349e-01 -3.6935e+00 +1.0696e+00
3465 +1.894823182e+01 +1.894823182e+01 +2.920982318e+02 +2.920982318e+02 -2.0481e+00 -2.1577e-01 +2.0116e+00 -1.5976e+00 -1.2807e+00 -2.5197e+00 +3.7217e+00 -1.7381e+00 -1.3880e+00 +3.6514e+00 -1.2564e+00 -2.0367e+00 -1.6112e-01 -8.3857e-01 -2.0733e+00 -3.4473e+00 +3.5422e+00 -2.2814e+00 -3.2554e+00 +3.4678e-01
3709 +1.758144968e+01 +1.758144968e+01 +2.907314497e+02 +2.907314497e+02 -1.5695e+00 +4.1179e+00 +1.6294e+00 -1.9107e+00 +3.3165e-01 -1.4010e+00 +3.7261e+00 -1.0365e+00 -4.7773e+00 +4.4154e+00 -9.8293e-01 -1.2705e-01 -1.5865e+00 -2.5238e+00 -4.6422e+00 -4.7593e+00 +4.4750e+00 -2.6088e+00 -2.2593e+00 +9.8904e-01
3747 +1.522847433e+01 +1.522847433e+01 +2.883784743e+02 +2.883784743e+02 -2.8511e+00 +4.7929e+00 +3.0893e+00 -2.4031e+00 +6.3879e-01 -1.8245e+00 +3.6886e+00 -1.9807e+00 -1.3149e+00 -2.4634e-01 -2.1325e+00 -1.3289e+00 -2.6299e-01 -1.5849e+00 -1.4480e+00 -4.3571e+00 +4.0841e+00 +5.1780e-01 -1.7203e+00 +2.1562e+00
3848 +1.140684434e+01 +1.140684434e+01 +2.845568443e+02 +2.845568443e+02 -1.2519e+00 +3.1559e+00 -4.1066e-01 -6.4148e-01 +6.4177e-02 -1.1864e+00 +3.7148e+00 -1.1209e+00 -4.0003e+00 +1.4886e+00 -4.0805e-01 -1.5949e+00 +2.2826e-01 -8.8436e-01 -2.8071e-01 -4.3829e+00 +5.1078e+00 -1.2443e+00 -3.1222e+00 -2.0530e+00
3984 +1.114527967e+01 +1.114527967e+01 +2.842952797e+02 +2.842952797e+02 -1.4134e+00 +3.8033e+00 +2.0012e-01 -8.8263e-01 +7.6523e-01 -1.1830e+00 +3.7839e+00 -9.3671e-01 -2.2055e+00 +3.7026e+00 -1.2533e+00 +6.1610e-01 -3.9722e-01 -2.1929e+00 -1.6958e-01 -4.1557e+00 +2.1131e+00 -8.3004e-01 +1.3414e-01 -1.8390e-01
4618 +1.069776792e+01 +1.069776792e+01 +2.838477679e+02 +2.838477679e+02 -2.4138e+00 +3.6288e+00 +1.5751e+00 -7.8640e-01 +2.2091e-01 -2.8272e+00 +3.6035e+00 -2.9647e+00 -2.8731e+00 +2.1435e+00 +2.4694e-01 -1.3754e-01 +2.8595e-01 -2.2144e+00 -1.8108e-01 -2.7797e+00 +3.2183e+00 +3.5564e-01 -9.6313e-01 +8.8751e-01
4971 +9.858195820e+00 +9.858195820e+00 +2.830081958e+02 +2.830081958e+02 -3.4092e+00 +3.2876e+00 +5.2129e-01 +3.4053e+00 -5.4144e-01 -2.4390e+00 +3.7022e+00 -2.2092e+00 -1.5564e+00 +3.2257e+00 -2.3002e+00 +2.7985e+00 -4.0201e-01 -1.0912e+00 -3.5721e+00 -3.2428e+00 +1.3396e+00 +2.9614e+00 +9.9445e-01 -1.0230e+00
5089 +9.719768911e+00 +9.719768911e+00 +2.828697689e+02 +2.828697689e+02 -3.0121e+00 +2.7726e+00 +9.8633e-01 +7.1339e-01 -2.1330e-01 -3.9110e+00 +3.5503e+00 -1.4415e+00 -4.5553e-01 +1.9513e+00 -7.0545e-02 +5.7045e-01 -2.2856e-01 -8.0529e-01 +1.8794e+00 -3.1211e+00 +2.8195e+00 +1.6481e+00 -9.8366e-01 +1.3421e-01
5287 +9.029810092e+00 +9.029810092e+00 +2.821798101e+02 +2.821798101e+02 -2.7532e+00 +3.0952e+00 +9.7425e-01 +1.5537e+00 +9.1572e-01 -2.2238e+00 +3.5939e+00 -2.0375e+00 -2.2343e+00 +1.6662e+00 -1.3749e+00 +2.6039e-01 +1.4709e+00 +6.1722e-01 +2.9408e+00 -2.9041e+00 +2.5066e+00 +2.6409e+00 +1.2505e+00 -2.9738e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.574854264e+01 +1.574854264e+01 +5.292854264e+01 +5.292854264e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
668 +1.531975910e+01 +1.531975910e+01 +5.249975910e+01 +5.249975910e+01 -3.5901e+00 +1.9163e+00 -3.7604e+00 -2.3956e+00 -3.5984e-01 -3.2693e+00 +3.7333e+00 +3.3299e+00 +2.8889e+00 +1.9487e+00 -2.8646e+00 +2.5705e+00 +4.4348e+00 -1.5987e+00 -5.8473e-01 +4.7141e+00 -9.4374e-01 -1.7485e-01 +2.7679e+00 +4.4989e+00
1231 +1.510725079e+01 +1.510725079e+01 +5.228725079e+01 +5.228725079e+01 -3.6755e+00 +1.9199e+00 -3.7283e+00 -2.4796e+00 -3.5736e-01 -3.2576e+00 +3.3593e+00 +3.3142e+00 +2.7300e+00 +2.0076e+00 -2.9373e+00 +2.4547e+00 +4.3756e+00 -1.5366e+00 -4.9379e-01 +4.5801e+00 -8.1169e-01 -3.5182e-01 +2.8019e+00 +4.4508e+00
1402 +1.463328036e+01 +1.463328036e+01 +5.181328036e+01 +5.181328036e+01 -3.8200e+00 +1.9144e+00 -3.8555e+00 -2.6133e+00 -3.5725e-01 -3.2590e+00 +3.5374e+00 +3.3566e+00 +2.7010e+00 +2.0064e+00 -2.9708e+00 +2.4554e+00 +4.5991e+00 -1.6176e+00 -5.9456e-01 +4.6393e+00 -8.6442e-01 -2.4736e-01 +2.8069e+00 +4.4949e+00
2278 +1.443886160e+01 +1.443886160e+01 +5.161886160e+01 +5.161886160e+01 -3.4693e+00 +1.9201e+00 -3.8506e+00 -2.6544e+00 -3.7149e-01 -3.2765e+00 +3.6666e+00 +3.3138e+00 +2.7097e+00 +2.1180e+00 -3.0373e+00 +2.3909e+00 +4.3834e+00 -1.4730e+00 -3.9665e-01 +4.6684e+00 -7.6780e-01 +1.2972e-01 +2.8250e+00 +4.5164e+00
3228 +1.395673957e+01 +1.395673957e+01 +5.113673957e+01 +5.113673957e+01 -3.0581e+00 +2.0074e+00 -3.5483e+00 -3.6696e+00 -2.6660e-01 -3.3603e+00 +3.6490e+00 +2.9279e+00 +2.6565e+00 +2.2085e+00 -2.8891e+00 +4.0527e+00 +4.1089e+00 -1.2371e+00 +1.3573e-01 +3.8879e+00 +1.2237e-01 -3.8558e-01 -4.0905e-01 +8.9969e-01
3499 +1.305567852e+01 +1.305567852e+01 +5.023567852e+01 +5.023567852e+01 -2.5851e+00 +1.9293e+00 -3.7989e+00 -9.7721e-01 -4.4084e-01 -3.2438e+00 +3.4342e+00 +2.7249e+00 +2.0576e+00 +1.9111e+00 -1.7755e+00 +2.8094e+00 +2.8181e+00 -1.6716e+00 +6.4801e-03 +4.1170e+00 +2.7118e+00 +1.9284e-01 +1.7700e+00 -6.8166e-01
3621 +1.278258481e+01 +1.278258481e+01 +4.996258481e+01 +4.996258481e+01 -3.2235e+00 +1.8298e+00 -2.5362e+00 -1.5011e+00 -6.1017e-01 -1.7977e+00 +2.5773e+00 +3.2513e-01 +6.1106e-01 +1.8914e+00 -1.9049e+00 +2.6798e+00 +3.7674e+00 -4.3342e+00 +1.2431e+00 +4.8039e+00 +4.0053e+00 +6.9722e-01 -1.7556e+00 -3.4022e-01
3637 +1.199017997e+01 +1.199017997e+01 +4.917017997e+01 +4.917017997e+01 -2.6874e+00 +1.9862e+00 -3.5304e+00 -1.2357e+00 -6.0020e-01 -2.5816e+00 +4.0554e+00 +2.3549e+00 -5.4677e-01 +1.6474e+00 -1.7873e+00 +2.0643e+00 +3.4151e+00 -1.3209e+00 +9.1343e-01 +3.6345e+00 +4.1391e-01 -5.0265e-01 +9.1402e-01 -6.9067e-01
3810 +1.093353660e+01 +1.093353660e+01 +4.811353660e+01 +4.811353660e+01 -2.6526e+00 +2.2182e+00 +2.3875e-01 -9.3373e-01 +2.8535e-01 -9.1318e-01 +3.3982e+00 +1.6341e+00 -1.9258e+00 +1.9501e+00 -3.9759e+00 +6.7486e-01 +2.4331e+00 -2.0059e+00 -3.0221e-01 +3.6337e+00 +3.5913e+00 -4.6945e-01 +2.9068e-01 +3.6388e-01
3942 +1.009116127e+01 +1.009116127e+01 +4.727116127e+01 +4.727116127e+01 -2.5836e+00 +1.9418e+00 -2.7938e+00 -3.0815e+00 -3.8550e-01 +8.8783e-01 +2.2997e+00 -4.6544e+00 -1.8857e+00 +2.0106e+00 -3.3243e-01 +1.4065e+00 +1.1044e+00 -1.1397e-01 +7.4441e-01 +3.2123e+00 +5.6117e-01 -5.2156e-02 -2.6596e-01 -1.4762e+00
4037 +9.510918089e+00 +9.510918089e+00 +4.669091809e+01 +4.669091809e+01 -1.9320e+00 +9.9131e-01 -9.3427e-01 -1.5120e+00 -9.6597e-01 +1.3270e-01 +2.4680e+00 +6.5646e-01 +3.9089e+00 +2.5126e+00 -1.3437e+00 +1.7320e+00 +2.4569e+00 +9.0403e-01 -2.0383e-02 +2.8323e+00 +5.6578e-01 +3.2519e-01 -4.3079e+00 -1.1090e+00
4272 +8.978337509e+00 +8.978337509e+00 +4.615833751e+01 +4.615833751e+01 -2.4138e+00 +1.9107e+00 -2.3924e+00 -2.3506e+00 -2.3308e+00 +7.1222e-01 +2.0549e+00 +3.3014e-01 -4.4273e-01 +2.6006e+00 +7.4207e-01 +1.0044e+00 +2.1437e+00 -1.1925e-02 +2.5530e-01 +1.0609e+00 +1.4811e+00 -1.3973e+00 +1.9306e-01 -5.8578e-01
4386 +6.890970723e+00 +6.890970723e+00 +4.407097072e+01 +4.407097072e+01 -3.0995e+00 +1.6714e+00 -5.6181e-01 -1.6242e+00 -1.5032e+00 -9.8776e-01 +2.2597e+00 +1.7327e+00 -2.6829e-01 +2.9143e+00 +1.1113e+00 +2.7403e+00 +1.7179e+00 -1.2255e+00 +3.7381e-01 +2.2610e+00 -2.5148e-01 -1.9187e-01 -1.5085e+00 -4.6962e+00
4908 +6.025319072e+00 +6.025319072e+00 +4.320531907e+01 +4.320531907e+01 -3.7607e-01 +2.0996e+00 -1.3487e-01 -5.2860e-01 -4.7267e+00 -1.2049e+00 -4.3128e-02 -4.7813e-01 -1.5270e+00 +2.3824e+00 +3.1599e+00 -1.3998e+00 +1.5877e+00 -1.0136e-02 +9.1937e-01 +7.1466e-01 +1.0875e+00 +3.0616e-01 -4.6849e-01 -6.7773e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.445935349e+01 +1.445935349e+01 -1.334406465e+02 -1.334406465e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.390184390e+01 +1.390184390e+01 -1.339981561e+02 -1.339981561e+02 +2.3264e-01 -6.0049e-01 +3.1475e+00 +1.9989e+00 +2.6963e+00 -3.8728e+00 +8.4836e-01 +9.6234e-01 -2.3914e-01 -1.2282e+00 -1.9986e+00 -4.3886e-02 -2.6569e+00 -9.9327e-01 +2.2926e+00 -8.9158e-01 -5.6044e-01 -8.6534e-01 -1.1778e+00 +4.5183e+00
29 +1.375908853e+01 +1.375908853e+01 -1.341409115e+02 -1.341409115e+02 +2.3323e-01 -6.0556e-01 +3.1556e+00 +1.9996e+00 +2.7114e+00 -3.8750e+00 +8.3412e-01 +9.5653e-01 -2.3928e-01 -1.1967e+00 -1.9975e+00 -4.3348e-02 -2.6701e+00 -9.9925e-01 +2.2984e+00 -8.8750e-01 -5.7063e-01 -8.4677e-01 -1.1742e+00 +4.5102e+00
166 +1.335695652e+01 +1.335695652e+01 -1.345430435e+02 -1.345430435e+02 +2.2257e-01 -6.0536e-01 +3.1455e+00 +1.9973e+00 +2.7045e+00 -3.8791e+00 +8.5806e-01 +9.7086e-01 -2.3867e-01 -1.2101e+00 -1.9980e+00 -4.3614e-02 -2.6223e+00 -1.0073e+00 +2.2988e+00 -8.9479e-01 -5.7187e-01 -7.9260e-01 -1.1762e+00 +4.5256e+00
299 +1.311614964e+01 +1.311614964e+01 -1.347838504e+02 -1.347838504e+02 +2.1213e-01 -6.0887e-01 +3.1538e+00 +2.0008e+00 +2.6784e+00 -3.8801e+00 +8.4452e-01 +9.5670e-01 -2.3041e-01 -1.2193e+00 -1.9983e+00 -4.0246e-02 -2.6227e+00 -1.0017e+00 +2.2951e+00 -8.9059e-01 -6.5320e-01 -8.2108e-01 -1.1756e+00 +4.5001e+00
370 +1.234842272e+01 +1.234842272e+01 -1.355515773e+02 -1.355515773e+02 +2.2679e-01 -5.9999e-01 +3.1383e+00 +1.9999e+00 +2.4725e+00 -3.8745e+00 +8.5359e-01 +9.4367e-01 -2.4529e-01 -1.2163e+00 -1.9970e+00 -4.3016e-02 -2.5321e+00 -9.9507e-01 +2.2914e+00 -8.8781e-01 -5.9770e-01 -8.7497e-01 -1.1696e+00 +4.4906e+00
