% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1865 +7.188856690e+02 +7.188856690e+02 +8.118256690e+02 +8.118256690e+02 -1.8655e+00 +1.7692e+00 +1.6688e+00 +4.2492e-01 -3.7629e+00 +3.4034e+00 +1.5718e+00 -1.7363e+00 +6.8918e+00 -2.8111e+00 -1.1284e+00 -3.7800e+00 +5.1023e-01 -2.2022e+00 +2.0224e+00 +2.4851e+00 +1.0568e+00 +3.7305e+00 +1.0400e+00 -1.9138e+00
1867 +6.312490007e+02 +6.312490007e+02 +7.241890007e+02 +7.241890007e+02 +4.3772e-01 +2.2851e+00 +1.4243e+00 +8.0016e-01 -3.7324e+00 +6.0532e+00 -4.8457e-02 -1.1052e+00 +4.0617e+00 -2.4027e+00 +3.2897e-01 -7.7685e-01 -8.4581e-01 -2.3251e+00 +2.2216e+00 +3.0826e+00 +8.8288e-01 +8.6088e-01 -1.1404e+00 -2.3130e+00
2017 +6.027332837e+02 +6.027332837e+02 +6.956732837e+02 +6.956732837e+02 -1.8555e-01 +2.4770e+00 +7.9246e-01 +3.3772e-01 -3.6773e+00 +3.1372e+00 +1.1144e+00 -4.3173e+00 +2.4932e+00 -2.2599e+00 -6.8827e-01 -2.5110e+00 -3.8233e-01 -3.0958e+00 +1.9256e+00 +3.4931e+00 +1.2905e+00 +1.4715e+00 +9.2337e-01 -1.3855e+00
2110 +4.874509962e+02 +4.874509962e+02 +5.803909962e+02 +5.803909962e+02 -1.0637e+00 +1.8769e+00 +1.6716e+00 +4.0229e+00 -3.6686e+00 +6.5536e+00 +2.4041e-01 +3.2113e+00 +3.0965e+00 -1.5785e+00 -1.4082e+00 -3.8924e+00 -1.2387e+00 -3.9611e+00 +8.4410e-01 +3.9456e+00 +9.5930e-01 +2.0348e+00 +1.3655e+00 -1.6823e+00
2307 +4.728154137e+02 +4.728154137e+02 +5.657554137e+02 +5.657554137e+02 -1.6485e+00 +2.3575e+00 +1.9318e+00 +5.9008e+00 -3.6887e+00 +4.4323e+00 +8.1533e-01 +1.6898e+00 +4.5562e+00 -6.8951e-01 -1.1966e+00 -3.1329e+00 -1.6661e+00 -4.7524e+00 -3.0759e-01 +3.6614e+00 +1.1227e+00 +2.0023e+00 +1.8531e+00 -2.3089e+00
2603 +4.304667324e+02 +4.304667324e+02 +5.234067324e+02 +5.234067324e+02 -1.9615e+00 +4.1757e+00 +2.3380e+00 +3.0488e+00 -3.7153e+00 +1.9929e+00 +1.4078e+00 -2.3738e+00 +4.3781e+00 -1.6817e+00 -6.5503e-02 -3.0298e+00 -9.0894e-01 -4.3834e+00 +7.5023e-01 +3.4521e+00 +3.7796e+00 +2.2524e+00 +4.0321e+00 -1.9807e+00
2624 +3.889093949e+02 +3.889093949e+02 +4.818493949e+02 +4.818493949e+02 -3.4951e+00 -1.2168e+00 -2.0667e+00 +2.7864e+00 -3.7026e+00 +2.1857e+00 -4.3355e+00 -1.1772e+00 +2.7752e+00 -1.2430e-01 -1.9898e+00 -4.3542e+00 -1.1266e-01 -7.7705e-01 +1.0721e+00 +4.1903e+00 +8.4574e+00 -4.8014e-01 +6.6464e-01 -1.2485e+00
3112 +3.343113856e+02 +3.343113856e+02 +4.272513856e+02 +4.272513856e+02 -1.4183e+00 +1.6037e+00 +5.7309e-01 +4.0979e+00 -4.2470e+00 +3.3151e+00 +1.0817e+00 -2.3982e+00 +4.1935e+00 -1.0138e+00 -2.0658e+00 -1.9402e+00 -7.7913e-01 -3.1650e+00 +1.5973e+00 +3.0099e+00 +3.7492e+00 +1.0499e+00 +3.2160e+00 -1.5823e+00
3464 +3.233078776e+02 +3.233078776e+02 +4.162478776e+02 +4.162478776e+02 -1.7691e+00 +1.7470e+00 -1.7429e-01 +2.1482e+00 -3.4714e+00 +2.6583e+00 +4.5835e-01 -2.0817e+00 +5.3556e+00 -4.7745e-01 -1.2422e+00 -3.4237e+00 -2.2460e+00 -3.1429e+00 +2.9121e+00 +3.4502e+00 +2.7194e+00 +8.2591e-01 +5.8347e+00 -3.2457e+00
3511 +3.095734257e+02 +3.095734257e+02 +4.025134257e+02 +4.025134257e+02 -3.0990e+00 +1.1898e+00 -6.7654e-01 +2.5790e+00 -3.6379e+00 +3.9573e+00 +1.6002e+00 +1.3740e+00 +3.8538e+00 +2.2841e-01 -1.2629e+00 -4.0738e+00 -9.6738e-01 -4.0173e+00 +2.2218e+00 +1.8560e+00 +3.5974e+00 +3.8366e-01 +1.5517e+00 -3.1730e+00
3591 +3.012255134e+02 +3.012255134e+02 +3.941655134e+02 +3.941655134e+02 -8.3290e-01 +3.1372e+00 -1.0600e+00 +3.2230e+00 -3.3013e+00 +4.6174e+00 +1.3649e+00 +3.1055e+00 +4.2271e+00 -2.5218e-01 -3.1253e+00 -4.1084e+00 -2.4540e+00 -2.7657e+00 +2.6242e+00 +4.0250e+00 +3.8469e+00 -5.4114e-01 +1.1287e+00 -2.3133e+00
4550 +2.572412240e+02 +2.572412240e+02 +3.501812240e+02 +3.501812240e+02 -3.1693e+00 +2.7325e+00 -1.1180e+00 +5.0291e+00 -3.8186e+00 +2.4767e+00 -4.4893e-01 +1.5858e+00 +1.3878e+00 +2.4985e-01 -4.2353e+00 -4.8180e+00 +2.8529e-01 -2.8801e+00 +1.1810e+00 +6.3109e+00 +5.7971e+00 -5.6746e-01 +1.8674e+00 -3.3042e-01
5007 +2.261228188e+02 +2.261228188e+02 +3.190628188e+02 +3.190628188e+02 +5.7857e-01 +1.2730e+00 -7.2862e-01 +5.8372e+00 -2.8473e+00 +3.6837e+00 -2.0897e-02 +1.4108e+00 +1.7289e+00 -5.9182e-01 -1.7187e+00 -2.3285e+00 -9.2300e-01 -3.7566e+00 +1.6178e+00 +4.2051e+00 +5.4988e+00 -1.6440e+00 +3.6121e+00 +1.9749e-01
6013 +1.576788483e+02 +1.576788483e+02 +2.506188483e+02 +2.506188483e+02 +2.2570e+00 +1.5969e+00 -2.4511e+00 +3.0168e+00 +2.9999e-01 +3.2222e+00 +4.0611e-02 +1.1699e+00 -6.9820e-01 +1.4554e+00 +5.5917e+00 -4.6039e+00 -6.8791e+00 -3.0856e+00 +2.4153e+00 +5.3429e+00 +5.4787e+00 -2.9235e+00 +9.8878e-01 -1.6425e+00
8751 +1.410263035e+02 +1.410263035e+02 +2.339663035e+02 +2.339663035e+02 -3.3020e-01 -5.2725e-01 -7.1484e-01 +3.6938e+00 +7.4801e-01 +3.4121e+00 -6.1434e-02 -1.5426e-01 +1.4932e+00 +1.4956e+00 +1.4239e+00 -4.1614e+00 -3.6169e+00 -6.5406e-01 +9.0292e-01 +3.9889e+00 +4.3352e+00 -1.8838e-01 +7.6130e+00 +2.0768e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.653243133e+03 +2.653243133e+03 +2.688593133e+03 +2.688593133e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2010 +2.616605008e+03 +2.616605008e+03 +2.651955008e+03 +2.651955008e+03 -2.9168e+00 +1.8290e+00 +3.6960e+00 +4.4957e+00 +2.2168e+00 -2.4727e-01 +1.7751e+00 -3.0834e+00 -2.8820e+00 +3.5433e+00 +2.2256e+00 -5.8537e+00 -1.0501e+00 +3.3725e+00 +3.1747e+00 -4.2962e+00 +3.7839e-01 -1.8595e+00 +2.6740e-01 -2.7769e+00
2011 +2.209316502e+03 +2.209316502e+03 +2.244666502e+03 +2.244666502e+03 -2.4218e+00 +1.9149e+00 +3.0776e+00 +4.2433e+00 +3.5512e+00 -5.5089e-01 +8.6549e-01 -3.5237e+00 -1.8213e+00 +4.7537e+00 +2.1870e+00 -7.8827e+00 -9.4308e-01 +1.9511e+00 +3.1493e+00 -4.3434e+00 +4.4174e-01 -1.7307e+00 +8.3563e+00 -2.6226e+00
2115 +1.961313491e+03 +1.961313491e+03 +1.996663491e+03 +1.996663491e+03 -3.1550e+00 +1.9144e+00 +6.0573e+00 +3.9778e+00 +3.0292e+00 +4.3217e-01 +1.6106e+00 -3.0819e+00 -2.5863e+00 -3.3809e-02 +2.1410e+00 -3.2295e+00 -9.6254e-01 +4.8762e+00 +3.2322e+00 -4.1275e+00 +3.7215e-01 -1.6304e-01 +1.7686e+00 -3.0131e+00
2166 +1.795229868e+03 +1.795229868e+03 +1.830579868e+03 +1.830579868e+03 -3.1027e+00 +1.1897e+00 +4.2230e+00 +4.7659e+00 +1.6418e+00 -1.5276e-03 +1.4245e+00 -3.8667e+00 -1.0094e+00 +3.2357e+00 +2.1119e+00 -7.1508e+00 -1.8516e-02 +7.5515e+00 +3.4183e+00 -4.8315e+00 +1.6499e+00 -3.9776e+00 -7.6050e-02 -1.7466e+00
2202 +1.436973518e+03 +1.436973518e+03 +1.472323518e+03 +1.472323518e+03 -2.9275e+00 +1.8739e+00 +6.1142e+00 +4.0268e+00 +2.5258e+00 +3.5628e-01 +9.7998e-01 -2.4144e+00 -3.9059e-01 +3.0779e+00 +1.8432e+00 -2.1495e+00 -9.3756e-01 +5.8270e+00 +2.8222e+00 -4.2548e+00 +1.0976e+00 -1.7279e-01 +4.1104e+00 -2.7933e+00
2213 +1.319557103e+03 +1.319557103e+03 +1.354907103e+03 +1.354907103e+03 -2.5104e+00 +1.8341e+00 +7.8485e+00 +2.3686e+00 +1.6560e+00 -1.8080e+00 -3.4144e-01 -3.0419e+00 -7.0973e-01 +4.8112e-01 +2.5155e+00 -2.6640e+00 -7.8027e-01 +6.6934e+00 +3.5917e+00 -4.3231e+00 -5.9490e-02 -1.3463e+00 +2.6638e+00 -3.6701e+00
2233 +1.275607923e+03 +1.275607923e+03 +1.310957923e+03 +1.310957923e+03 -2.6095e+00 +2.1070e+00 +2.8625e+00 +4.0104e-01 +2.8832e+00 +4.2221e-01 +2.7345e+00 -8.3774e-01 -2.3963e+00 -4.8091e-01 +1.6488e+00 -7.4814e+00 -8.8462e-01 +8.1341e+00 +3.4707e+00 -4.2098e+00 +4.8088e-01 -1.8149e+00 +3.7767e+00 -3.4048e+00
2327 +9.110299755e+02 +9.110299755e+02 +9.463799755e+02 +9.463799755e+02 -2.7645e+00 +1.7569e+00 +6.2051e+00 +2.4055e+00 +2.1968e+00 +2.9981e+00 -2.4737e+00 -3.1508e+00 -2.4024e+00 -2.3440e+00 +2.4268e+00 -3.3712e+00 -7.5787e-01 +8.3168e+00 +2.9424e+00 -4.1149e+00 +2.3841e+00 -1.0997e+00 +3.3966e+00 -3.4171e+00
2366 +8.889411104e+02 +8.889411104e+02 +9.242911104e+02 +9.242911104e+02 -2.8696e+00 +1.8883e+00 +4.3719e+00 +4.5003e+00 -1.7994e+00 -4.4252e-01 -5.1464e-01 -3.9244e+00 -1.5805e+00 +6.3000e-02 +1.4170e+00 -4.9833e+00 -5.5923e-01 +9.6614e+00 +2.8525e+00 -3.8820e+00 +9.9217e-01 -1.0825e+00 +3.0341e+00 -3.9082e+00
2545 +8.354608481e+02 +8.354608481e+02 +8.708108481e+02 +8.708108481e+02 -2.2816e+00 -8.8191e-02 +4.0093e+00 +3.9431e+00 +9.8589e-01 -7.9631e-01 -1.4817e+00 -9.2952e-01 -2.3474e+00 +1.3448e+00 +2.0948e+00 -3.4416e+00 -4.0246e-01 +8.7840e+00 +3.2157e+00 -3.8095e+00 +1.3706e+00 -6.4000e-01 +3.7367e+00 -2.6065e+00
2585 +6.946784193e+02 +6.946784193e+02 +7.300284193e+02 +7.300284193e+02 -4.4646e-01 +1.7668e+00 +4.4034e+00 +4.5330e+00 -2.1685e-01 -1.7793e+00 -6.3668e-01 -2.1308e+00 -6.8633e-01 -2.4574e+00 +2.7425e+00 -7.1142e+00 -7.5616e-01 +8.8989e+00 +1.6477e+00 -3.7284e+00 +6.8192e-01 -1.9559e+00 +2.1856e-01 -6.2246e+00
2605 +5.393848199e+02 +5.393848199e+02 +5.747348199e+02 +5.747348199e+02 -1.9009e+00 +1.8854e+00 +4.3873e+00 +6.7914e+00 -2.8475e+00 -3.8769e-01 -3.1773e+00 -1.8308e+00 +2.6766e-01 +1.8689e-01 +2.6550e+00 -5.8745e-01 -1.5984e+00 +9.6149e+00 +1.2229e+00 -4.0264e+00 +3.7713e+00 -5.6755e-01 +1.2971e+00 -2.4498e+00
2839 +4.991581874e+02 +4.991581874e+02 +5.345081874e+02 +5.345081874e+02 -3.8988e-01 +1.6690e+00 +6.7558e+00 +3.5044e+00 -1.1434e+00 -1.3446e+00 -2.0647e+00 -7.3201e-01 -1.1025e+00 +3.9343e-01 +2.0982e+00 -1.5399e+00 -7.9051e-01 +9.3054e+00 +2.6303e+00 -4.0559e+00 +3.2917e+00 -6.3238e-01 +2.6338e+00 -3.1485e+00
3037 +4.361242277e+02 +4.361242277e+02 +4.714742277e+02 +4.714742277e+02 -2.9217e+00 +3.2118e+00 +6.4654e+00 +3.7425e+00 -6.9557e-01 +3.6638e-01 -4.9650e+00 -2.8892e-01 +7.4443e-01 -4.0359e+00 +1.7631e+00 -4.3947e+00 -5.1082e-01 +8.5405e+00 +1.3094e+00 -4.9748e+00 +3.7176e+00 +1.7152e+00 +2.3222e+00 -3.4713e+00
3162 +4.119435499e+02 +4.119435499e+02 +4.472935499e+02 +4.472935499e+02 -1.4752e+00 +8.4139e-01 +7.5628e+00 +1.2886e+00 +4.5195e-01 +8.5306e-01 -5.2628e-01 +1.2594e-02 +1.9655e+00 -8.0284e-01 +1.7798e+00 -2.1274e+00 -5.9185e-02 +8.8440e+00 +3.6089e+00 -4.2264e+00 +3.5612e+00 -5.1281e-01 +3.4300e+00 -3.9454e+00
3311 +3.101452647e+02 +3.101452647e+02 +3.454952647e+02 +3.454952647e+02 +6.0570e-01 +1.4963e+00 +5.0697e+00 +3.2393e+00 -2.5859e+00 -9.6791e-01 -3.3811e+00 +2.5614e+00 -1.5176e+00 -3.4681e-01 +2.6790e+00 -3.1688e+00 +8.0093e-01 +6.3359e+00 +8.8500e-01 -3.4392e+00 +2.0228e+00 -5.6214e-01 +3.1285e+00 -2.0941e-01
4544 +2.967298539e+02 +2.967298539e+02 +3.320798539e+02 +3.320798539e+02 +9.0464e-01 +6.2125e-01 +5.3918e+00 +4.0695e+00 -2.0975e+00 -3.7741e-01 -2.8282e-01 +2.4321e+00 -2.1353e-02 +5.0098e-01 +2.0397e+00 -1.7428e-01 +2.1347e-02 +3.7797e+00 -5.2270e-01 -1.2029e+00 +2.0714e+00 +3.6800e-01 +4.0614e+00 -2.1055e+00
4566 +2.616129437e+02 +2.616129437e+02 +2.969629437e+02 +2.969629437e+02 -5.6041e-01 +1.9580e+00 +6.2422e+00 +4.0723e+00 -1.8155e+00 +1.6049e+00 -3.3915e+00 +1.4534e+00 -7.2703e-01 -6.2148e-01 +2.7428e+00 +3.0900e-01 +1.8254e+00 +6.1110e+00 -7.6955e-01 -3.0585e+00 +1.5112e+00 +3.7311e-01 +4.3491e+00 -2.7146e+00
5158 +2.339246343e+02 +2.339246343e+02 +2.692746343e+02 +2.692746343e+02 +1.1530e+00 +4.3876e-02 +7.0380e+00 +3.9638e+00 -3.4334e-01 +2.0267e+00 -2.6854e-01 +2.1423e+00 +7.4550e-01 -1.8259e+00 -1.3750e+00 -1.8541e+00 +4.8214e-01 +8.0526e+00 +1.8905e+00 -1.5705e+00 +2.9004e+00 +4.9472e-01 +4.8958e+00 -4.2443e+00
6038 +1.781840828e+02 +1.781840828e+02 +2.135340828e+02 +2.135340828e+02 -2.8828e+00 +1.3665e+00 +7.1152e+00 +2.5027e+00 -2.0191e+00 -3.0496e-01 -3.3002e+00 +1.5186e+00 -1.0188e+00 -6.1194e+00 -2.2170e-01 -1.7079e+00 +1.0100e+00 +5.8463e+00 +1.3325e+00 -5.0629e-01 +4.1985e+00 +2.4861e+00 +4.7444e+00 -9.7970e-01
6095 +1.758073149e+02 +1.758073149e+02 +2.111573149e+02 +2.111573149e+02 +4.4130e-01 +6.6665e-01 +5.7913e+00 +2.8211e+00 -2.7910e+00 -2.1914e-01 -1.7297e+00 +1.7993e+00 -9.9220e-01 -2.6954e+00 +5.6560e-01 -1.9855e+00 +1.1208e+00 +6.1832e+00 -1.2836e+00 +3.5487e-01 +1.9794e+00 +1.5265e-01 +2.5254e+00 +4.6386e-01
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.959996499e+02 +7.959996499e+02 +7.998196499e+02 +7.998196499e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1743 +7.905167278e+02 +7.905167278e+02 +7.943367278e+02 +7.943367278e+02 -3.0799e+00 -1.4975e+00 +4.2186e+00 +2.1600e+00 +3.3240e+00 -3.1892e+00 +6.5529e-01 -7.3764e-01 -4.7648e+00 -1.9802e+00 -4.0631e+00 -1.3077e+00 -3.5422e-01 -4.5488e+00 +4.5383e+00 -1.7838e+00 -3.7048e+00 +3.8148e+00 -2.9243e+00 +3.3603e+00
1814 +5.911810532e+02 +5.911810532e+02 +5.950010532e+02 +5.950010532e+02 -2.9664e+00 -1.7449e+00 +2.9497e+00 +2.1873e+00 +4.9886e+00 -3.2134e+00 +3.3900e-01 -6.3686e-01 -3.1771e+00 -1.2991e+00 -4.2236e+00 -9.4666e-01 -8.6556e-01 -4.6796e+00 +4.3308e+00 -1.8984e+00 -3.6928e+00 +3.6628e+00 -2.9074e+00 +5.7791e+00
1934 +5.591376039e+02 +5.591376039e+02 +5.629576039e+02 +5.629576039e+02 -2.8072e+00 -1.5904e+00 +5.2034e+00 +1.9476e+00 +4.4624e+00 -3.2235e+00 +1.0329e+00 -3.8735e-01 -2.1645e+00 -1.9178e+00 +8.0830e-01 -3.3926e+00 -5.2498e-01 -7.7223e+00 +2.1783e+00 -2.2916e+00 -3.7959e+00 +3.8182e+00 -2.9207e+00 +4.6298e+00
2012 +5.015339825e+02 +5.015339825e+02 +5.053539825e+02 +5.053539825e+02 -3.0381e+00 -1.6791e+00 +2.9864e+00 +2.1458e+00 +4.9721e+00 -3.7843e+00 +5.8074e-01 -5.5451e-01 -5.0485e+00 -2.1870e+00 -2.6040e+00 -7.8898e-01 -9.0177e-01 -4.7491e+00 +2.5001e+00 -1.4907e+00 -4.2150e+00 +5.5828e+00 -2.9261e+00 +2.7012e+00
2098 +4.844693969e+02 +4.844693969e+02 +4.882893969e+02 +4.882893969e+02 -3.2067e+00 -1.6239e+00 +3.6992e+00 +2.1489e+00 +8.1683e+00 -3.5698e+00 +6.1309e-01 -1.1111e+00 -3.4391e+00 -1.9462e+00 -3.8635e+00 -9.4487e-01 -5.4449e-01 -6.3376e+00 +4.1195e+00 -1.8675e+00 -3.3981e+00 +5.7547e+00 -2.9299e+00 +3.9711e+00
2195 +4.158542486e+02 +4.158542486e+02 +4.196742486e+02 +4.196742486e+02 -2.9443e+00 -1.2291e+00 +1.4707e-01 +2.1580e+00 +5.9007e+00 -3.0284e+00 +5.3555e-01 -1.1584e+00 -1.0738e+00 -2.1543e+00 -3.6995e+00 -2.6211e-01 -6.9373e-01 -5.3412e+00 +2.7196e+00 -2.4272e+00 -3.5022e+00 +4.4827e+00 -2.9009e+00 +5.2025e+00
2247 +3.993565995e+02 +3.993565995e+02 +4.031765995e+02 +4.031765995e+02 -2.9046e+00 -1.6691e+00 +1.8415e+00 +2.0781e+00 +4.5323e+00 -4.1960e+00 +6.8282e-01 -2.3186e-01 +2.1436e+00 -2.1332e+00 -3.0830e+00 +1.5977e-01 -5.6582e-01 -7.4452e+00 +3.9513e+00 -1.5277e+00 -3.3797e+00 +4.5606e+00 -2.9107e+00 +5.2599e+00
2278 +3.702392059e+02 +3.702392059e+02 +3.740592059e+02 +3.740592059e+02 -2.8297e+00 -1.9366e+00 +9.4785e-01 +1.8085e+00 +4.8092e+00 -3.7516e+00 +1.3629e+00 -8.0902e-01 -3.0700e+00 -1.8664e+00 -2.7404e+00 +9.2056e-01 -1.5828e+00 -5.8289e+00 +3.0792e+00 -1.0233e+00 -4.0519e+00 +6.5518e+00 -2.9418e+00 +6.3595e+00
2323 +3.618396213e+02 +3.618396213e+02 +3.656596213e+02 +3.656596213e+02 -2.9017e+00 -1.4797e+00 +1.6688e+00 +2.1931e+00 +4.1124e+00 -4.1545e+00 -5.4178e-02 -9.9596e-01 -1.8946e+00 -2.0542e+00 -2.6424e+00 -2.3113e-01 -7.5946e-01 -5.0044e+00 +6.6494e+00 -1.5073e+00 -5.2699e+00 +3.9255e+00 -2.9417e+00 +6.0209e+00
2352 +3.304900256e+02 +3.304900256e+02 +3.343100256e+02 +3.343100256e+02 -2.9723e+00 -1.6813e+00 +9.1036e-01 +2.1364e+00 +4.8838e+00 -3.4055e+00 +9.5399e-01 -1.6180e+00 -9.9673e-01 -2.1356e+00 -2.3047e+00 -2.0376e-02 -7.5798e-01 -6.8990e+00 +4.3036e+00 -2.1771e+00 -2.9221e+00 +4.5301e+00 -2.9243e+00 +6.0724e+00
2429 +3.181312893e+02 +3.181312893e+02 +3.219512893e+02 +3.219512893e+02 -2.5918e+00 -1.5659e+00 +4.7957e-01 +1.8930e+00 +5.0652e+00 -3.7726e+00 +1.0468e-01 -8.6377e-01 -1.3356e+00 -1.8981e+00 -9.0190e-01 -4.9555e-01 -6.4089e-01 -5.7633e+00 +3.7216e+00 -2.1789e+00 -3.4237e+00 +2.7134e+00 -2.9634e+00 +5.7777e+00
2581 +2.387685622e+02 +2.387685622e+02 +2.425885622e+02 +2.425885622e+02 -2.9184e+00 -1.5967e+00 +8.5133e-01 +2.0830e+00 +5.0046e+00 -3.1480e+00 +3.3743e-01 -1.2846e+00 -5.2294e-01 -1.7916e+00 -1.5017e-02 -1.0130e+00 -5.2864e-01 -6.8600e+00 +4.7645e+00 -1.2664e+00 -3.8241e+00 +5.6683e+00 -2.9386e+00 +4.9542e+00
3836 +1.936659439e+02 +1.936659439e+02 +1.974859439e+02 +1.974859439e+02 -2.7745e+00 -8.8147e-01 +4.3380e-01 +1.1173e+00 +3.1522e+00 -3.0656e+00 -7.7979e-02 -1.8516e+00 -3.4321e-01 -3.4325e+00 -7.6603e-02 -1.5862e+00 +1.3918e-01 -5.7304e+00 +3.9974e+00 -5.2961e-01 -3.5575e+00 +4.9277e+00 -3.0207e+00 +5.0770e+00
