% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
112785       +inf +1.896834749e+01       +inf -3.338165251e+01 +6.2914e+50 +1.2349e+50 +1.1138e+50 -5.8144e+51 -1.1395e+51 +3.7456e+49 +3.7158e+50 -2.9833e+51 +1.3276e+50 +5.4766e+50 -5.3237e+51 +4.8521e+50 -5.0295e+50 -5.2325e+49 +8.9437e+49 -1.9105e+49 -3.0380e+50 +1.5395e+50 -1.5462e+51 +1.2829e+50
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.080463025e+01 +5.080463025e+01 -1.287353697e+02 -1.287353697e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1232 +4.206255777e+01 +4.206255777e+01 -1.374774422e+02 -1.374774422e+02 -3.2876e-01 -4.0933e-01 -7.9121e-02 -1.6285e+00 +3.6379e+00 +5.5771e-01 -8.2800e-01 +4.2275e+00 +8.9277e-01 -4.8093e-01 -1.0429e+00 -1.1981e-01 -3.6900e+00 -7.3368e-01 +3.1148e+00 -9.0468e-01 +2.9795e+00 +3.1895e+00 +6.2114e-01 +3.1715e+00
1318 +3.435203747e+01 +3.435203747e+01 -1.451879625e+02 -1.451879625e+02 -5.8732e-01 -4.3831e-01 -6.4520e-01 -1.8082e+00 +3.0634e+00 +6.1875e-01 -5.5958e-01 +3.7569e+00 +8.9485e-01 -1.1306e+00 -6.4909e-01 +4.3881e-01 -3.3952e+00 -9.6048e-01 +3.0333e+00 -8.9791e-01 +3.2340e+00 +2.5605e+00 +6.4266e-01 +3.0622e+00
1360 +2.985158048e+01 +2.985158048e+01 -1.496884195e+02 -1.496884195e+02 -3.9821e-01 -4.0575e-01 -1.2513e+00 -1.7769e+00 +3.2485e+00 +4.8468e-01 -7.6212e-01 +3.1962e+00 +8.8752e-01 -5.3556e-01 -8.8775e-01 -2.1688e-01 -3.4070e+00 -9.5725e-01 +3.1047e+00 -9.3359e-01 +2.9540e+00 +3.8151e+00 +4.2849e-01 +3.1963e+00
1378 +2.712016013e+01 +2.712016013e+01 -1.524198399e+02 -1.524198399e+02 +1.2684e-01 +8.9393e-02 -2.6746e+00 -1.6947e+00 +3.3476e+00 +3.5025e-01 -6.8524e-01 +4.0509e+00 +9.0560e-01 -3.4459e-01 -1.5817e+00 +5.9605e+00 -3.2770e+00 -8.9718e-01 +3.1017e+00 -9.2716e-01 +3.0767e+00 +2.5061e+00 +8.0871e-01 +2.7032e+00
1426 +2.634012018e+01 +2.634012018e+01 -1.531998798e+02 -1.531998798e+02 -3.5163e-01 +9.5515e-01 -2.3659e+00 -1.8040e+00 +3.5458e+00 +4.1929e-01 -6.4446e-01 +3.9623e+00 +8.9448e-01 -3.7915e-01 -2.2778e+00 -1.8500e+00 -3.3127e+00 -1.2206e+00 +3.1366e+00 -9.4853e-01 +3.1085e+00 +4.0809e+00 +1.0307e+00 +1.0313e+00
1428 +2.385184413e+01 +2.385184413e+01 -1.556881559e+02 -1.556881559e+02 -5.2539e-01 +1.2125e+00 -3.1784e+00 -1.8728e+00 +4.1241e+00 +4.1225e-01 -6.6133e-01 +3.7000e+00 +8.9892e-01 +4.8734e-03 -8.6082e-01 -3.2358e-01 -3.6103e+00 -9.6149e-01 +3.0700e+00 -9.3003e-01 +2.7601e+00 +3.8203e+00 +5.2978e-01 +3.0050e+00
1443 +2.145003030e+01 +2.145003030e+01 -1.580899697e+02 -1.580899697e+02 -1.0370e+00 -1.6514e-01 -3.1030e+00 -1.5401e+00 +3.7616e+00 -7.0427e-02 -7.9155e-01 +3.4812e+00 +8.7415e-01 -2.5585e-01 -1.8252e+00 -4.5768e-01 -3.4313e+00 -1.1157e+00 +2.9097e+00 -9.6269e-01 +2.9726e+00 +5.3527e+00 +7.2457e-01 +1.6316e+00
1471 +2.012593165e+01 +2.012593165e+01 -1.594140684e+02 -1.594140684e+02 -4.4306e-01 +2.9966e-01 -9.8395e-01 -1.8231e+00 +3.3107e+00 +2.2821e-01 -5.7468e-01 +2.0376e+00 +8.9534e-01 -5.1617e-01 -1.2721e+00 +2.1584e+00 -3.4164e+00 -7.2483e-01 +3.0238e+00 -9.4357e-01 +2.8363e+00 +4.4417e+00 +6.6108e-01 +2.8402e+00
1682 +1.774598529e+01 +1.774598529e+01 -1.617940147e+02 -1.617940147e+02 -9.8547e-01 +1.5515e+00 -3.4596e+00 -1.7073e+00 +3.6077e+00 +4.3279e-01 -7.5490e-02 +2.8865e+00 +8.9425e-01 -5.4360e-01 -1.0758e+00 +1.2057e+00 -3.5736e+00 -6.3393e-01 +2.9747e+00 -1.3165e+00 +3.1296e+00 +3.8318e+00 +7.5172e-01 +2.1992e+00
1768 +1.713017373e+01 +1.713017373e+01 -1.624098263e+02 -1.624098263e+02 -1.2127e-01 +1.2650e+00 -4.3281e+00 -5.2759e-01 +3.8145e+00 +5.8655e-01 -5.3065e-01 +3.1987e+00 +1.0026e+00 -2.4181e-01 -1.2751e+00 +2.6437e+00 -3.2021e+00 -7.1923e-01 +3.0958e+00 -1.0704e+00 +2.7930e+00 +3.3563e+00 +8.6476e-01 +2.8988e+00
1982 +1.643582981e+01 +1.643582981e+01 -1.631041702e+02 -1.631041702e+02 -3.1771e-01 +1.2130e+00 -3.1009e+00 -1.3668e+00 +3.7664e+00 +6.0075e-01 -4.3549e-01 +2.8618e+00 +9.0639e-01 -2.8623e-01 -1.7593e+00 +2.2408e+00 -3.0246e+00 -5.9033e-01 +3.0853e+00 -1.2071e+00 +2.9947e+00 +4.1099e+00 +8.9450e-01 +1.8620e+00
2180 +1.563529929e+01 +1.563529929e+01 -1.639047007e+02 -1.639047007e+02 -2.9026e-01 +1.1448e+00 -3.6560e+00 -1.2778e+00 +4.5375e+00 +5.2802e-01 -2.2971e-01 +2.6512e+00 +8.7867e-01 -2.7663e-01 -1.0413e+00 +1.7414e+00 -3.0740e+00 -5.8319e-01 +3.0189e+00 -8.6994e-01 +2.8014e+00 +4.9344e+00 +1.4067e+00 +1.7278e+00
2286 +1.536850460e+01 +1.536850460e+01 -1.641714954e+02 -1.641714954e+02 -1.2587e+00 +1.8015e+00 -4.8452e+00 -3.8266e-01 +4.6593e+00 -4.5025e-03 -1.1452e-01 +3.6837e+00 +1.1458e+00 +2.4660e-01 -2.3731e+00 +2.5532e+00 -2.8974e+00 -6.5801e-01 +3.2289e+00 -9.1063e-01 +2.3651e+00 +2.8111e+00 +1.2760e+00 +1.5620e+00
2324 +1.442750785e+01 +1.442750785e+01 -1.651124922e+02 -1.651124922e+02 -4.5178e-01 +1.3687e+00 -3.7685e+00 -1.4057e+00 +4.4231e+00 +2.8996e-01 +1.4652e+00 +2.0675e+00 +9.7304e-01 +9.4306e-01 -5.4797e-01 +3.1634e+00 -3.1877e+00 -3.5591e-01 +3.0071e+00 -1.0653e+00 +2.7614e+00 +5.4766e+00 +2.3219e-01 +9.7602e-01
2474 +1.312680846e+01 +1.312680846e+01 -1.664131915e+02 -1.664131915e+02 -1.1255e+00 +1.8854e+00 -4.6689e+00 -1.1709e+00 +6.1772e+00 +8.6946e-01 +1.3559e+00 +2.5926e+00 +8.8759e-01 +1.2989e-01 -4.9232e-01 +1.9907e+00 -2.8380e+00 -7.0605e-01 +3.2451e+00 -4.8808e-01 +2.6188e+00 +2.9108e+00 +3.1086e-01 +9.8914e-01
2708 +1.021144269e+01 +1.021144269e+01 -1.693285573e+02 -1.693285573e+02 +2.9831e-01 +3.1282e+00 -2.4788e+00 -1.6054e-01 +4.1059e+00 -3.9494e-03 +9.0672e-01 +2.6969e+00 +7.5590e-01 +1.5534e+00 -1.6566e+00 +1.2025e+00 -2.3473e+00 -2.8188e-01 +2.6689e+00 -5.7285e-01 +1.4804e+00 +4.2090e+00 +1.5279e+00 +1.1002e+00
3003 +7.688754650e+00 +7.688754650e+00 -1.718512454e+02 -1.718512454e+02 -2.9161e-01 +1.4293e+00 -4.4488e+00 -9.8104e-01 +4.4878e+00 -4.3451e-02 +3.4723e+00 +2.5241e+00 +8.7112e-01 +7.8220e-01 -1.7703e+00 +1.8752e+00 -1.7612e+00 +3.8581e-01 +3.0213e+00 -7.8673e-01 -1.1674e-01 +5.4202e+00 +1.5407e+00 +1.4616e+00
3258 +7.514164235e+00 +7.514164235e+00 -1.720258358e+02 -1.720258358e+02 -1.2204e+00 +1.5146e+00 -3.5379e+00 -1.2838e-01 +4.6046e+00 -1.8527e-01 +1.6123e+00 +2.9735e+00 +8.9429e-01 +1.7021e+00 -1.3118e+00 +1.8015e+00 -1.6880e+00 +1.3563e+00 +2.7016e+00 -8.8645e-01 +1.1358e+00 +4.1940e+00 +1.7230e+00 +8.9821e-01
3387 +6.924994876e+00 +6.924994876e+00 -1.726150051e+02 -1.726150051e+02 -3.6623e-02 +1.5718e+00 -3.6365e+00 -5.2980e-01 +3.8105e+00 -1.1241e+00 +2.0060e+00 +2.3794e+00 +8.8445e-01 +2.7989e+00 -7.1674e-01 +3.7481e-01 -2.6144e-01 +9.4120e-01 +3.2052e+00 -4.8549e-01 +6.3279e-01 +4.2767e+00 +2.8507e+00 +1.0984e+00
3476 +4.548358792e+00 +4.548358792e+00 -1.749916412e+02 -1.749916412e+02 -8.1758e-02 +2.2848e+00 -4.2516e+00 +1.4455e+00 +4.5682e+00 +4.3460e-01 +3.1841e+00 +1.9480e+00 +5.9512e-01 +2.7418e+00 -8.4315e-01 +1.2131e+00 -2.7955e+00 +2.3537e-01 +3.4029e+00 +1.9061e-01 -7.7868e-01 +2.9821e+00 +1.2424e+00 +1.8361e-01
4513 +4.296274301e+00 +4.296274301e+00 -1.752437257e+02 -1.752437257e+02 -5.0425e-02 +1.4770e+00 -4.7243e+00 +1.2120e+00 +3.5390e+00 -8.7402e-01 +3.9693e+00 +2.6093e+00 +8.4789e-01 +1.5121e+00 -5.9978e-01 +2.2211e+00 -8.7384e-01 -6.7012e-02 +2.9264e+00 -6.0903e-02 -4.5015e-01 +3.9672e+00 +2.3134e+00 +7.5543e-01
4621 +3.463459435e+00 +3.463459435e+00 -1.760765406e+02 -1.760765406e+02 +9.6827e-01 +2.8870e-01 -2.9334e+00 +1.5553e+00 +4.5006e+00 -2.5385e-01 +4.4458e+00 +3.0027e+00 +5.2812e-01 +1.2153e+00 -6.6999e-01 +2.4407e+00 -8.0287e-01 +2.3215e-01 +2.6072e+00 -4.3133e-01 -9.0920e-01 +3.8795e+00 +1.4098e+00 -2.0618e-01
6688 +2.968389922e+00 +2.968389922e+00 -1.765716101e+02 -1.765716101e+02 +7.7794e-01 +6.4295e-01 -3.7004e+00 +1.2101e+00 +4.1562e+00 -1.0041e+00 +4.2215e+00 +3.8090e+00 +1.0067e+00 +3.1602e+00 -1.4517e+00 +1.4403e+00 -1.1150e+00 +1.0625e-01 +1.4511e+00 +5.1033e-01 -7.5473e-01 +4.2601e+00 +2.2369e+00 +3.8210e-02
6700 +2.708579708e+00 +2.708579708e+00 -1.768314203e+02 -1.768314203e+02 +1.2661e+00 +5.7418e-01 -3.4734e+00 +9.9657e-01 +3.2831e+00 -1.6168e+00 +2.1303e+00 +3.3554e+00 +6.4201e-01 +2.0772e+00 -4.8496e-01 +1.2430e+00 -1.2769e+00 +1.1030e-01 +2.7607e+00 +1.3920e+00 -1.6566e+00 +4.3498e+00 +9.5280e-01 -1.1020e+00
7020 +1.450750045e+00 +1.450750045e+00 -1.780892500e+02 -1.780892500e+02 +1.1650e-01 +3.2258e-01 -2.8912e+00 +1.6373e+00 +3.7719e+00 -2.1404e-01 +3.8332e+00 +3.2659e+00 -9.7509e-02 +1.7193e+00 -8.7454e-01 +1.3887e+00 -1.3148e+00 +4.4820e-01 +2.2304e+00 +1.0219e+00 -1.0662e+00 +4.1281e+00 +9.7618e-01 -5.3713e-01
12276 +8.323316236e-01 +8.323316236e-01 -1.787076684e+02 -1.787076684e+02 +3.1659e-01 +7.6270e-01 -3.4600e+00 +2.3871e+00 +4.3238e+00 -4.8267e-01 +3.3901e+00 +3.9308e+00 +1.2388e-02 +1.9790e+00 -4.0345e-01 +1.2416e+00 -1.1100e+00 +1.5564e+00 +2.6008e+00 +1.3955e+00 -1.3741e+00 +3.8868e+00 +2.0581e+00 -6.3853e-01
13351 +7.982445776e-01 +7.982445776e-01 -1.787417554e+02 -1.787417554e+02 +7.1689e-01 +7.9381e-01 -3.9641e+00 +2.3880e+00 +3.6475e+00 -9.1298e-01 +3.4670e+00 +4.0712e+00 +2.1013e-01 +2.7299e+00 -2.9691e-01 +9.1064e-01 -1.1253e+00 +1.2269e+00 +2.3057e+00 +7.8421e-01 -1.7092e+00 +4.0703e+00 +2.3243e+00 -7.8076e-01
13711 +6.863302122e-01 +6.863302122e-01 -1.788536698e+02 -1.788536698e+02 +3.6944e-01 +4.6671e-01 -3.4129e+00 +2.8252e+00 +3.8754e+00 -9.2053e-01 +3.4122e+00 +3.7476e+00 +4.7312e-01 +1.9146e+00 -4.1463e-01 +6.6514e-01 -9.7178e-01 +9.6528e-01 +2.4943e+00 +7.8625e-01 -1.9237e+00 +3.9251e+00 +1.9092e+00 -1.0802e+00
15037 +5.480102681e-01 +5.480102681e-01 -1.789919897e+02 -1.789919897e+02 +7.4203e-01 +6.4205e-02 -3.3798e+00 +2.3280e+00 +3.6322e+00 -5.6338e-01 +4.1140e+00 +3.2216e+00 +6.4636e-03 +2.3548e+00 -9.0939e-01 +5.4661e-01 -1.0768e+00 +1.1856e+00 +2.6330e+00 +1.1114e+00 -1.1915e+00 +3.7600e+00 +1.9634e+00 -6.2051e-01
15478 +4.673745776e-01 +4.673745776e-01 -1.790726254e+02 -1.790726254e+02 +1.0562e+00 +3.8627e-01 -3.0266e+00 +2.7754e+00 +3.4925e+00 -4.5671e-01 +3.2861e+00 +3.5798e+00 +1.4851e-01 +2.3455e+00 -9.7176e-01 +8.3730e-01 -1.2969e+00 +1.2915e+00 +2.2449e+00 +1.0202e+00 -1.9140e+00 +3.8417e+00 +2.0221e+00 -7.1431e-01
16005 +4.270768695e-01 +4.270768695e-01 -1.791129231e+02 -1.791129231e+02 +9.0038e-01 +7.5318e-01 -3.4661e+00 +2.7269e+00 +3.9609e+00 -4.5118e-01 +3.6434e+00 +3.5897e+00 +2.9128e-01 +1.7364e+00 -6.3119e-01 +5.6641e-01 -1.4412e+00 +1.1887e+00 +2.1316e+00 +9.0467e-01 -1.5300e+00 +3.6815e+00 +2.1715e+00 -1.5533e+00
16063 +3.397588618e-01 +3.397588618e-01 -1.792002411e+02 -1.792002411e+02 +8.9969e-01 +4.6401e-01 -3.4913e+00 +2.4941e+00 +3.7427e+00 -9.8125e-01 +3.6337e+00 +3.2695e+00 +2.6506e-01 +1.9180e+00 -8.7856e-01 +7.3339e-01 -1.3948e+00 +1.1244e+00 +2.0187e+00 +1.0015e+00 -1.0775e+00 +3.8002e+00 +2.2091e+00 -7.2760e-01
21042 +2.223738963e-01 +2.223738963e-01 -1.793176261e+02 -1.793176261e+02 +9.2392e-01 +2.6991e-01 -3.4421e+00 +2.3836e+00 +3.7909e+00 -8.2021e-01 +3.6138e+00 +3.2021e+00 +4.4233e-01 +2.0598e+00 -7.0582e-01 +8.4727e-01 -1.2917e+00 +8.9480e-01 +1.9598e+00 +1.1251e+00 -1.2170e+00 +3.9967e+00 +1.8554e+00 -8.5109e-01
21474 +2.124343080e-01 +2.124343080e-01 -1.793275657e+02 -1.793275657e+02 +6.3278e-01 +7.8754e-01 -3.6663e+00 +2.3884e+00 +4.0672e+00 -4.7862e-01 +3.6114e+00 +3.6410e+00 +3.6301e-01 +1.9037e+00 -7.7559e-01 +5.1794e-01 -1.3398e+00 +1.0208e+00 +2.1005e+00 +9.6752e-01 -1.4117e+00 +3.7364e+00 +1.7581e+00 -1.0692e+00
22842 +1.634403117e-01 +1.634403117e-01 -1.793765597e+02 -1.793765597e+02 +7.9783e-01 +5.2966e-01 -3.5525e+00 +2.4405e+00 +3.6559e+00 -5.9623e-01 +3.4743e+00 +3.2892e+00 +4.2594e-01 +1.8366e+00 -8.9997e-01 +9.8131e-01 -1.3549e+00 +1.1469e+00 +2.1231e+00 +1.1193e+00 -1.6427e+00 +3.9780e+00 +1.9864e+00 -8.4635e-01
24292 +1.482985842e-01 +1.482985842e-01 -1.793917014e+02 -1.793917014e+02 +7.6913e-01 +4.3246e-01 -3.3707e+00 +2.5082e+00 +3.8515e+00 -3.8739e-01 +3.6427e+00 +3.5549e+00 +2.6005e-02 +1.9825e+00 -2.8004e-01 +5.1321e-01 -1.3079e+00 +8.5722e-01 +2.0834e+00 +9.7107e-01 -1.3327e+00 +3.7250e+00 +1.8851e+00 -6.9949e-01
24515 +1.201543916e-01 +1.201543916e-01 -1.794198456e+02 -1.794198456e+02 +7.7590e-01 +5.2825e-01 -3.4357e+00 +2.3773e+00 +3.8475e+00 -4.4647e-01 +3.5417e+00 +3.5809e+00 -1.4402e-01 +1.9373e+00 -6.0783e-01 +5.5111e-01 -1.2862e+00 +8.4960e-01 +2.1994e+00 +8.7179e-01 -1.3871e+00 +3.7343e+00 +1.8727e+00 -8.7553e-01
28093 +1.173153255e-01 +1.173153255e-01 -1.794226847e+02 -1.794226847e+02 +9.7435e-01 +4.3360e-01 -3.5669e+00 +2.4319e+00 +3.7676e+00 -6.2523e-01 +3.5407e+00 +3.6024e+00 +2.0428e-01 +2.1108e+00 -7.1304e-01 +5.9790e-01 -1.3510e+00 +9.1270e-01 +2.1517e+00 +7.4041e-01 -1.2634e+00 +3.9240e+00 +1.7761e+00 -8.4281e-01
29099 +1.043882685e-01 +1.043882685e-01 -1.794356117e+02 -1.794356117e+02 +7.2075e-01 +5.5961e-01 -3.6158e+00 +2.3038e+00 +3.8904e+00 -3.6038e-01 +3.7142e+00 +3.5802e+00 +4.3258e-01 +2.1975e+00 -6.7550e-01 +6.0321e-01 -1.3844e+00 +1.1366e+00 +2.1072e+00 +1.0830e+00 -1.3815e+00 +4.0719e+00 +1.8147e+00 -8.7329e-01
31191 +9.043417850e-02 +9.043417850e-02 -1.794495658e+02 -1.794495658e+02 +8.4607e-01 +5.1606e-01 -3.4819e+00 +2.3661e+00 +3.9454e+00 -6.2421e-01 +3.4791e+00 +3.5951e+00 +1.6658e-01 +2.0720e+00 -4.9571e-01 +8.0135e-01 -1.4976e+00 +7.9849e-01 +2.2754e+00 +9.2201e-01 -1.5038e+00 +3.7661e+00 +1.7485e+00 -1.0562e+00
31209 +8.847011890e-02 +8.847011890e-02 -1.794515299e+02 -1.794515299e+02 +7.9500e-01 +4.3579e-01 -3.3835e+00 +2.4396e+00 +3.8540e+00 -4.9405e-01 +3.6253e+00 +3.6209e+00 +2.1047e-01 +2.1235e+00 -4.5051e-01 +8.1271e-01 -1.4361e+00 +8.3144e-01 +2.2506e+00 +9.7636e-01 -1.6580e+00 +3.6565e+00 +1.7427e+00 -1.0538e+00
31616 +8.142555496e-02 +8.142555496e-02 -1.794585744e+02 -1.794585744e+02 +8.1755e-01 +5.4210e-01 -3.3009e+00 +2.3281e+00 +4.0017e+00 -5.4232e-01 +3.5827e+00 +3.6308e+00 +3.3504e-01 +2.0409e+00 -5.2891e-01 +5.2896e-01 -1.4575e+00 +1.1437e+00 +2.2981e+00 +9.1628e-01 -1.2180e+00 +3.7914e+00 +1.7827e+00 -9.4519e-01
32369 +6.903595603e-02 +6.903595603e-02 -1.794709640e+02 -1.794709640e+02 +8.2015e-01 +5.3275e-01 -3.3283e+00 +2.3276e+00 +4.0022e+00 -4.2169e-01 +3.5884e+00 +3.6652e+00 +1.5727e-01 +2.0560e+00 -5.8248e-01 +5.5949e-01 -1.4192e+00 +1.0132e+00 +2.2569e+00 +9.7748e-01 -1.4768e+00 +4.0273e+00 +1.7490e+00 -9.0320e-01
46684 +6.745125344e-02 +6.745125344e-02 -1.794725487e+02 -1.794725487e+02 +8.0222e-01 +4.9618e-01 -3.4024e+00 +2.3654e+00 +3.9427e+00 -6.0394e-01 +3.4740e+00 +3.5264e+00 +1.9578e-01 +2.2047e+00 -4.6081e-01 +5.3631e-01 -1.3970e+00 +9.4394e-01 +2.2004e+00 +9.9474e-01 -1.2657e+00 +3.7763e+00 +2.0141e+00 -8.9333e-01
53237 +6.354219018e-02 +6.354219018e-02 -1.794764578e+02 -1.794764578e+02 +8.1352e-01 +5.1105e-01 -3.5672e+00 +2.5668e+00 +3.8247e+00 -3.9901e-01 +3.7431e+00 +3.6338e+00 +2.3408e-01 +2.1070e+00 -6.0588e-01 +6.3683e-01 -1.4509e+00 +1.0780e+00 +2.3624e+00 +1.1356e+00 -1.3772e+00 +3.9627e+00 +1.8970e+00 -7.2249e-01
55405 +6.248595527e-02 +6.248595527e-02 -1.794775140e+02 -1.794775140e+02 +7.6263e-01 +4.0382e-01 -3.3682e+00 +2.5217e+00 +3.9513e+00 -4.8372e-01 +3.7781e+00 +3.5410e+00 +1.8587e-01 +2.0647e+00 -8.2433e-01 +5.7564e-01 -1.4570e+00 +9.5507e-01 +2.2781e+00 +1.0859e+00 -1.4438e+00 +4.0918e+00 +1.7962e+00 -7.7515e-01
56209 +5.896316849e-02 +5.896316849e-02 -1.794810368e+02 -1.794810368e+02 +7.0605e-01 +3.8016e-01 -3.5452e+00 +2.3505e+00 +3.8974e+00 -5.0614e-01 +3.7529e+00 +3.6107e+00 +1.2115e-01 +2.0765e+00 -8.0728e-01 +6.2029e-01 -1.4528e+00 +1.0890e+00 +2.2273e+00 +1.0261e+00 -1.2483e+00 +4.0392e+00 +1.8555e+00 -8.9038e-01
56624 +5.761356234e-02 +5.761356234e-02 -1.794823864e+02 -1.794823864e+02 +7.2406e-01 +4.6232e-01 -3.5363e+00 +2.3120e+00 +3.9731e+00 -4.4116e-01 +3.6392e+00 +3.5815e+00 +3.0835e-01 +2.0895e+00 -5.0969e-01 +5.7657e-01 -1.5316e+00 +9.7228e-01 +2.2519e+00 +1.1732e+00 -1.3050e+00 +3.9892e+00 +1.8036e+00 -8.8586e-01
56752 +5.252328051e-02 +5.252328051e-02 -1.794874767e+02 -1.794874767e+02 +8.1583e-01 +5.2386e-01 -3.4976e+00 +2.4428e+00 +3.8683e+00 -4.0981e-01 +3.8169e+00 +3.5296e+00 -9.8863e-02 +2.0735e+00 -5.8263e-01 +6.9841e-01 -1.3791e+00 +9.5170e-01 +2.3194e+00 +1.0234e+00 -1.3400e+00 +4.0208e+00 +1.7952e+00 -9.0164e-01
