% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3573 +3.651734012e+02 +3.651734012e+02 -9.691659881e+01 -9.691659881e+01 +1.3512e+00 -1.6122e+00 +2.6523e+00 -7.4776e-01 +2.4593e+00 -8.2755e-02 +1.2148e+00 +3.0773e+00 -2.9276e+00 -2.8466e+00 +3.7545e-01 -2.2035e+00 -3.6792e-01 -3.0918e+00 +1.5282e+00 -2.2339e+00 -9.8683e-01 +1.6893e+00 +2.0040e+00 +1.6362e+00
3906 +3.515042069e+02 +3.515042069e+02 -1.105857931e+02 -1.105857931e+02 -5.1208e-01 +3.4810e+00 +2.3255e+00 -8.3393e-01 +2.5146e+00 -8.2204e-02 -1.8783e+00 +2.5800e+00 -4.2370e-01 -3.7205e-01 -1.0033e+00 -2.2965e+00 -9.5306e-01 -2.9882e+00 +9.0737e-01 -2.1539e+00 -1.4255e+00 +2.2276e+00 +1.9915e+00 +1.5690e+00
3992 +3.208318443e+02 +3.208318443e+02 -1.412581557e+02 -1.412581557e+02 -8.5384e-01 +1.1679e+00 +2.4848e+00 -1.7197e+00 +2.3822e+00 +6.0634e-02 +9.7192e-01 +2.5101e+00 -1.4988e+00 -4.9214e-01 -1.0252e-01 -2.1249e+00 -2.1897e+00 -1.5312e+00 +4.7427e-01 -2.9885e+00 -1.6288e+00 +2.8252e+00 +1.5676e+00 +1.2296e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.180024892e+02 +6.180024892e+02 +6.956624892e+02 +6.956624892e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2342 +5.630068269e+02 +5.630068269e+02 +6.406668269e+02 +6.406668269e+02 -2.5252e+00 -1.2364e+00 -1.1665e+00 +1.4849e+00 +1.3609e+00 +2.8312e+00 -2.9546e+00 +1.5571e+00 +6.2757e-01 -3.2558e+00 -3.7394e-01 -2.1124e+00 -2.5502e-01 +1.5458e+00 -1.2270e+00 -1.1533e+00 +1.6286e-01 -2.7987e+00 +2.1200e+00 -3.6724e+00
2442 +5.030866354e+02 +5.030866354e+02 +5.807466354e+02 +5.807466354e+02 -2.5066e+00 +1.5460e-01 -1.2983e+00 +9.0705e-01 +1.1204e+00 -7.3656e-01 -2.4200e+00 +1.2809e-01 -6.4487e-01 -1.7129e+00 -3.7488e-01 -2.5246e+00 -6.2553e-01 +6.9278e-01 -2.4190e+00 +4.5565e-01 +3.9689e-01 -1.0148e+00 +1.3161e+00 -3.6316e+00
2536 +4.870755520e+02 +4.870755520e+02 +5.647355520e+02 +5.647355520e+02 -2.5370e+00 +3.9671e+00 -1.0664e+00 +7.2345e-01 -1.5718e+00 +1.1439e+00 -2.7843e+00 +1.6942e+00 +6.4760e-02 -3.3763e+00 -4.1219e-01 -2.7591e+00 -3.7793e-01 +1.4977e+00 +1.0759e+00 +1.0577e+00 -1.3212e-02 -3.2491e+00 +5.5872e-01 -3.5431e+00
2683 +4.552679332e+02 +4.552679332e+02 +5.329279332e+02 +5.329279332e+02 -2.5339e+00 -2.5898e+00 -7.5134e-01 -3.2616e+00 +2.6561e-01 +2.3197e-01 -2.4318e+00 +1.4658e+00 -7.0968e-01 -5.2985e+00 -3.6754e-01 -3.2805e+00 -1.5225e+00 -8.2315e-02 +2.0885e+00 -1.0298e+00 -5.2441e-01 -3.0408e+00 +2.0723e+00 -3.5809e+00
2722 +4.322428314e+02 +4.322428314e+02 +5.099028314e+02 +5.099028314e+02 -2.5964e+00 -1.7096e+00 -1.0231e+00 +3.7115e+00 -1.8634e+00 +1.1168e+00 -2.1132e+00 +1.5401e+00 -2.1620e-01 -3.1126e+00 -3.8052e-01 -2.6761e+00 -6.8907e-01 +2.3735e-01 +1.3417e+00 +1.9056e-01 -6.4677e-01 -4.1216e+00 +1.4171e+00 -3.6631e+00
2768 +4.204330441e+02 +4.204330441e+02 +4.980930441e+02 +4.980930441e+02 -2.5534e+00 -1.5865e+00 -1.4868e+00 +2.8814e-01 -1.4190e+00 +7.4835e-01 -3.3528e+00 -6.3069e-02 +6.2715e-02 -3.2676e+00 -3.7380e-01 -2.3694e+00 -3.0661e-01 +5.6785e-02 +6.1762e-01 -1.8306e+00 -1.3865e-01 -2.6250e+00 +1.9846e+00 -3.6911e+00
2814 +3.866752446e+02 +3.866752446e+02 +4.643352446e+02 +4.643352446e+02 -2.4950e+00 +5.1152e-01 -7.7280e-01 +4.5770e-01 -4.4793e-01 +2.5054e-01 -2.6694e+00 +6.5683e-01 -4.4803e-01 -3.7786e+00 -2.9589e-01 -1.7356e+00 -5.0885e-01 +3.8041e-01 +2.7548e-02 -9.4172e-02 -8.3671e-02 -3.7986e+00 +1.7761e+00 -3.8052e+00
2969 +3.793190593e+02 +3.793190593e+02 +4.569790593e+02 +4.569790593e+02 -2.5273e+00 -5.6534e-01 -8.0377e-01 +5.1192e+00 +8.7182e-01 +2.3714e+00 -3.6930e+00 +6.9759e-01 +2.0973e-01 -3.6076e+00 -3.8675e-01 -1.7408e+00 -1.4223e+00 -8.6057e-01 +2.8636e+00 +2.2279e+00 -4.6730e-01 -2.1053e+00 +4.0532e-02 -3.6713e+00
3231 +3.411659367e+02 +3.411659367e+02 +4.188259367e+02 +4.188259367e+02 -2.5505e+00 -1.0003e+00 -9.3690e-01 +2.3023e+00 -5.5266e-01 +1.3694e+00 -2.1970e+00 +1.2249e+00 -5.7985e-01 -3.2654e+00 -3.7565e-01 -2.1697e+00 -7.4932e-01 -6.6744e-01 +1.6522e+00 +1.0826e+00 -4.3947e-01 -3.0835e+00 +8.9677e-01 -4.0208e+00
3344 +3.362010964e+02 +3.362010964e+02 +4.138610964e+02 +4.138610964e+02 -2.5094e+00 -1.1020e+00 -8.3492e-01 +1.3813e+00 -7.6517e-01 +1.0489e+00 -2.4251e+00 +3.0589e-01 -2.4488e-01 -8.5482e-01 -3.0098e-01 -1.2242e+00 -7.6997e-01 -1.1003e+00 +1.6600e+00 +1.2931e+00 -1.0875e+00 -4.1069e+00 +2.2229e+00 -3.5252e+00
3751 +3.150996061e+02 +3.150996061e+02 +3.927596061e+02 +3.927596061e+02 -2.6239e+00 -7.9184e-01 -1.0596e+00 +1.9134e+00 -1.2911e+00 +3.6538e-01 -2.6253e+00 +7.5242e-01 -8.8491e-01 -2.7567e+00 -2.9579e-01 -1.3117e+00 +9.8700e-04 -1.2363e+00 +1.1122e+00 +1.0743e+00 -4.5523e-01 -2.6849e+00 +1.2537e+00 -3.0882e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.938743300e+02 +6.938743300e+02 +8.095543300e+02 +8.095543300e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2821 +6.685807745e+02 +6.685807745e+02 +7.842607745e+02 +7.842607745e+02 -9.2674e-01 +1.2886e+00 -3.4243e+00 -3.1691e+00 -2.3920e+00 +1.9242e+00 +1.0061e-01 +5.6369e-01 -3.3692e-01 -3.2536e+00 -1.7215e+00 -1.4687e-01 +1.4252e+00 +7.4466e-02 -8.9866e-01 -1.7473e+00 -1.9597e+00 +4.7463e+00 +2.6292e+00 +4.1712e-01
2910 +6.303554948e+02 +6.303554948e+02 +7.460354948e+02 +7.460354948e+02 +4.2267e-01 +1.3299e+00 -1.0818e+00 -1.8973e+00 -2.4140e+00 +1.3365e+00 +5.8090e-01 -2.8026e-01 -3.1607e+00 -2.7504e+00 -1.8727e+00 -1.0233e+00 +6.6923e-01 -2.4556e-01 -8.3652e-02 -1.7647e+00 -6.2787e-01 +2.9823e+00 +2.6847e+00 -2.0801e+00
3034 +5.556016941e+02 +5.556016941e+02 +6.712816941e+02 +6.712816941e+02 -5.3573e-01 +6.1614e-01 -2.2642e+00 -2.9127e+00 -2.3587e+00 +1.0838e+00 +5.5417e-01 +1.8328e+00 -3.1292e+00 -2.4669e+00 +4.1256e-01 -1.2900e+00 +1.9227e+00 +5.3883e-01 +6.8036e-01 -1.1901e+00 -4.7864e-01 +2.5905e+00 +2.1171e+00 -9.5058e-01
3429 +5.205470370e+02 +5.205470370e+02 +6.362270370e+02 +6.362270370e+02 -6.8456e-01 +9.9208e-01 -2.5043e+00 -2.3064e-01 -2.4881e+00 -2.4797e+00 +8.5674e-01 +5.8462e-01 -1.2269e+00 -2.9900e+00 +1.0622e-01 -1.6888e+00 -5.1390e-01 +2.8377e-01 +7.4563e-01 +1.9210e-01 -6.1784e-01 +2.6807e+00 +9.6451e-01 -2.5107e-01
3558 +4.157376592e+02 +4.157376592e+02 +5.314176592e+02 +5.314176592e+02 -1.0988e+00 -1.0075e+00 -2.0089e+00 -9.8491e-01 -2.3449e+00 -1.1923e+00 +2.8851e-01 +1.3102e+00 +2.1572e+00 -2.0395e+00 +1.7273e+00 -1.8106e+00 +2.3093e+00 -1.1227e-01 +9.3468e-02 -2.9694e-01 -1.8565e+00 +4.4389e+00 +1.7954e+00 +7.4894e-01
7010 +3.979884459e+02 +3.979884459e+02 +5.136684459e+02 +5.136684459e+02 -9.1704e-01 -8.3627e-01 +9.7041e-01 +2.4268e+00 +2.7311e+00 -3.4840e+00 +2.4515e+00 +1.0930e+00 +1.8868e+00 +7.8417e-01 +1.8418e+00 +1.4611e-01 +1.4953e-01 +8.8772e-01 +8.1741e-01 +1.7224e+00 -1.2363e+00 +4.2109e+00 +3.3891e+00 -5.6149e-01
7141 +3.836391633e+02 +3.836391633e+02 +4.993191633e+02 +4.993191633e+02 -3.7017e-01 +2.0480e-01 -1.6589e+00 +4.4777e-01 +3.9583e-01 -2.5148e+00 +5.5722e-01 +1.2043e-01 +2.8566e+00 -1.1913e+00 +6.9279e-01 -6.0174e-01 -3.5483e-02 +4.5501e-01 +8.4413e-01 +3.6150e-01 -1.1546e+00 +4.0042e+00 +2.6151e+00 -1.6045e+00
7457 +3.738328028e+02 +3.738328028e+02 +4.895128028e+02 +4.895128028e+02 -8.7515e-01 -1.0013e+00 -1.5902e+00 +3.9646e+00 +2.3113e-01 -2.1869e+00 -4.7507e-01 +5.2429e-01 +2.4033e+00 +1.6501e-02 +1.4163e+00 -3.3266e+00 +3.4139e+00 +2.0492e+00 +1.0567e+00 -1.5073e+00 -1.2941e+00 +3.3883e+00 +2.3881e+00 +1.2473e+00
7467 +3.554099409e+02 +3.554099409e+02 +4.710899409e+02 +4.710899409e+02 -1.0292e-01 -1.4274e+00 -3.1367e-01 +2.7330e+00 +3.7672e+00 -2.6192e+00 +1.5923e+00 +1.6575e+00 +1.9151e+00 -1.5683e-01 +3.3331e+00 -2.5547e+00 +1.3243e+00 +9.5701e-01 +2.6083e-01 -8.5021e-01 -6.5129e-01 +1.9592e+00 +2.4573e+00 +6.1211e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.220277828e+02 +7.220277828e+02 +7.183177828e+02 +7.183177828e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4275 +6.550401532e+02 +6.550401532e+02 +6.513301532e+02 +6.513301532e+02 +2.4847e+00 -5.8903e-01 -1.3867e-02 +1.6937e+00 +2.6718e-01 +9.1129e-01 -4.6244e-01 -4.9286e-01 -7.9965e-01 +1.5098e-01 +2.0365e+00 +2.3659e+00 -1.4999e+00 +1.2221e+00 -1.0490e+00 -3.6026e+00 -3.1509e+00 +5.0859e-01 +1.2944e+00 -2.8584e+00
4533 +6.357272559e+02 +6.357272559e+02 +6.320172559e+02 +6.320172559e+02 +1.1175e+00 -7.1062e-01 -1.7437e-02 +2.0324e+00 -6.9694e-01 +2.9601e+00 -1.9448e+00 -1.3918e-02 -1.1578e+00 -5.2747e+00 +1.0606e+00 -4.5621e-01 +6.1159e-01 +7.2965e-02 +3.5437e-01 -4.6625e+00 -2.8990e+00 +3.3968e+00 +1.9956e+00 -2.2005e+00
4940 +6.202969237e+02 +6.202969237e+02 +6.165869237e+02 +6.165869237e+02 +2.9222e+00 -1.7708e+00 +2.2987e-01 +1.2374e+00 -1.1863e+00 +1.7463e+00 -2.6617e+00 +1.0633e-01 -1.8847e+00 -1.1303e+00 +1.1051e+00 +4.7689e+00 +2.7111e+00 +8.0589e-01 +1.6523e-01 -1.2779e+00 -2.3305e+00 +2.8270e+00 +5.7866e-01 -2.3590e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.434976601e+02 +6.434976601e+02 +7.756776601e+02 +7.756776601e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1705 +6.277725384e+02 +6.277725384e+02 +7.599525384e+02 +7.599525384e+02 -1.7061e+00 -3.3619e-01 -4.1476e+00 -4.5998e+00 -3.2586e+00 -1.2486e+00 -1.6324e+00 +1.2893e+00 -3.2029e+00 -2.6712e+00 +4.8351e-01 +2.6032e+00 +7.1930e-01 +2.6021e+00 -1.2459e+00 +3.5803e+00 -2.5916e-01 +3.2400e+00 -2.4899e-01 +1.1790e+00
1809 +6.134219664e+02 +6.134219664e+02 +7.456019664e+02 +7.456019664e+02 +2.0110e+00 +6.0777e-03 -2.1138e+00 -4.7862e+00 -3.4964e+00 -1.3719e+00 -9.0932e-01 +1.4818e+00 -3.6359e+00 -2.7336e+00 +4.6701e-01 +2.6907e+00 +7.1646e-01 +1.1114e+00 -9.8804e-01 +3.6895e+00 +7.6319e-01 +3.6613e+00 +4.1625e-01 +1.3390e+00
1902 +5.858065987e+02 +5.858065987e+02 +7.179865987e+02 +7.179865987e+02 +8.7923e-02 -6.7226e-01 -2.0744e+00 -4.7043e+00 -3.7586e+00 -2.0815e-01 -3.3371e-01 +1.3245e+00 -3.4341e+00 -2.9444e+00 +5.1159e-01 +2.6605e+00 +6.9151e-01 +5.0972e+00 -7.7032e-01 +3.5056e+00 +3.8472e-01 +1.2882e+00 +3.6851e-01 +8.5644e-01
1931 +5.521158418e+02 +5.521158418e+02 +6.842958418e+02 +6.842958418e+02 -2.2125e+00 +2.2542e-01 -3.2000e+00 -4.4817e+00 -2.4984e-01 -1.3928e+00 +1.8974e-01 +1.4779e+00 -3.3407e+00 -2.7285e+00 +4.5336e-01 +3.4220e+00 +7.1564e-01 +2.9854e+00 -1.6244e+00 +3.5470e+00 +1.4929e+00 +3.3635e+00 +9.6922e-01 +1.3494e+00
2073 +5.173890688e+02 +5.173890688e+02 +6.495690688e+02 +6.495690688e+02 -2.5321e+00 -4.3589e-01 -2.1724e+00 -4.7067e+00 -3.0125e+00 -3.9658e-01 +3.8805e-01 +1.3283e+00 -2.7821e+00 -2.6786e+00 +4.4808e-01 +2.9300e+00 +7.1771e-01 +3.9007e+00 -8.3518e-01 +3.4608e+00 +1.1828e+00 +4.9801e+00 +8.6416e-01 +5.5756e-01
2120 +4.994054034e+02 +4.994054034e+02 +6.315854034e+02 +6.315854034e+02 -1.9975e+00 -1.2588e+00 -1.9130e+00 -4.6296e+00 -3.6545e+00 -1.8713e+00 +6.6050e-01 +1.3161e+00 -2.2272e+00 -2.6569e+00 +4.1165e-01 +3.7482e+00 +7.1462e-01 +2.5895e+00 -2.9180e-01 +3.2759e+00 +5.9940e-01 +3.4963e+00 +1.1585e+00 +3.8075e-02
2152 +4.859519502e+02 +4.859519502e+02 +6.181319502e+02 +6.181319502e+02 -7.6592e-01 -2.3829e-01 -2.3190e+00 -4.5905e+00 -3.2279e+00 -1.3220e+00 +1.0552e-01 +1.2923e+00 -1.7586e+00 -2.6944e+00 +4.2899e-01 +2.9190e+00 +7.2120e-01 +3.9610e+00 -7.1857e-01 +3.4531e+00 -9.4675e-02 +2.7447e+00 +7.0380e-01 -8.3951e-02
2222 +4.759981310e+02 +4.759981310e+02 +6.081781310e+02 +6.081781310e+02 -7.5937e-01 -2.3564e+00 -2.9695e+00 -4.6984e+00 -3.1918e+00 -3.2941e-01 -8.1148e-01 +1.4034e+00 -2.5314e+00 -2.5320e+00 +4.5372e-01 +2.9259e+00 +7.1523e-01 +2.7025e+00 +5.7663e-02 +3.5156e+00 +1.4692e+00 +3.4911e+00 +9.7341e-01 +1.7331e+00
2302 +4.155163630e+02 +4.155163630e+02 +5.476963630e+02 +5.476963630e+02 -1.7519e+00 -3.4830e-01 -1.7333e+00 -4.6544e+00 -3.1367e+00 -1.4750e+00 -1.1934e-02 +1.2914e+00 -2.6926e+00 -2.5637e+00 +3.4664e-01 +3.2415e+00 +7.1805e-01 +3.2349e+00 +5.8994e-01 +3.4027e+00 +3.0478e-01 +4.2930e+00 +1.1456e+00 +2.0323e+00
2528 +3.451667117e+02 +3.451667117e+02 +4.773467117e+02 +4.773467117e+02 -2.8020e-01 -1.7934e-01 -8.1407e-01 -4.5510e+00 -1.9734e+00 -1.6392e+00 -6.7907e-02 +1.3242e+00 -1.6312e+00 -2.6210e+00 +4.2067e-01 +2.7389e+00 +7.2799e-01 +1.8083e+00 +2.4476e+00 +3.7468e+00 -9.3426e-02 +3.1050e+00 +1.3850e+00 +1.3853e+00
2921 +3.147675770e+02 +3.147675770e+02 +4.469475770e+02 +4.469475770e+02 -1.1391e+00 +8.1033e-01 -9.6116e-01 -4.6658e+00 -1.6125e+00 -1.7310e+00 +5.9422e-02 +1.4897e+00 -6.9921e-01 -2.5317e+00 +4.2491e-01 +3.1037e+00 +7.1703e-01 +4.5022e+00 +2.7170e+00 +2.4957e+00 +4.2537e-03 +4.2976e+00 +5.8725e-01 +7.1817e-01
2974 +2.946894672e+02 +2.946894672e+02 +4.268694672e+02 +4.268694672e+02 +7.6017e-01 -1.7401e-01 -2.9890e+00 -4.5067e+00 -7.6922e-01 -1.7086e-01 -1.4683e-01 +7.5877e-01 -7.0337e-01 -1.8824e+00 +2.5807e-01 +2.1955e+00 +6.9313e-01 +2.0701e+00 +2.7143e+00 +3.1110e+00 -1.1387e-01 +4.0294e+00 +7.1653e-01 +2.7979e+00
3138 +2.564523432e+02 +2.564523432e+02 +3.886323432e+02 +3.886323432e+02 -6.0937e-01 -1.5698e+00 -9.5138e-01 -5.2221e+00 +2.3534e+00 -1.1613e+00 +2.3953e-01 +6.2191e-01 -8.5553e-01 -2.6474e+00 +3.3038e-01 +2.0420e+00 +6.9019e-01 +2.8538e+00 +3.5753e+00 +3.0885e+00 +1.5239e+00 +3.2585e+00 +1.0747e+00 +8.9072e-01
4529 +2.454314198e+02 +2.454314198e+02 +3.776114198e+02 +3.776114198e+02 +1.0507e+00 +2.2822e+00 +2.6561e+00 -2.8295e+00 +3.0692e-01 -1.1730e+00 -5.8323e-01 +5.4426e-01 -2.8547e+00 -2.0180e-02 +2.9740e-01 +2.1977e+00 +5.3418e-01 +4.5210e+00 +2.3262e+00 +2.1414e+00 +5.4374e-01 +3.1069e+00 +3.7484e-01 +4.1488e-01
4756 +2.296531645e+02 +2.296531645e+02 +3.618331645e+02 +3.618331645e+02 -1.0708e+00 -3.6086e-01 +6.4047e-01 -3.5355e+00 +2.8820e-01 -1.8138e+00 -1.1325e+00 +7.8509e-01 -1.6193e+00 -3.5402e-01 +2.3483e-01 +2.6390e+00 +4.6164e-01 +2.2229e+00 +2.3635e+00 +2.8656e+00 +5.2277e-01 +3.1536e+00 -1.7567e-01 +7.6959e-01
4833 +1.922557458e+02 +1.922557458e+02 +3.244357458e+02 +3.244357458e+02 +1.8714e+00 +6.3873e-01 +7.8108e-01 -3.6632e+00 +1.4447e-01 -8.9803e-01 +9.9337e-02 -1.9349e+00 -1.6053e+00 -1.2289e+00 +3.0075e-01 +3.0624e+00 +2.9680e-01 +2.0449e+00 +1.9610e+00 +2.6635e+00 +4.9838e-01 +2.7255e+00 +9.5733e-01 +1.0861e+00
7536 +1.903170621e+02 +1.903170621e+02 +3.224970621e+02 +3.224970621e+02 -4.9082e-01 -1.7454e-01 +8.6175e-01 -1.0447e+00 +1.1343e+00 -4.2276e-01 +9.9104e-01 -1.8410e+00 +1.0162e-01 +4.9279e-01 +2.8754e-01 +2.2637e+00 +3.5899e-02 +2.2547e+00 +1.9680e+00 +2.6743e+00 +5.8719e-01 +3.5163e+00 +4.8756e-01 +1.0509e+00
% function evaluation | noise-free fitness - Fopt (6.438000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.644133023e+02 +5.644133023e+02 +6.287933023e+02 +6.287933023e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2445 +4.974625518e+02 +4.974625518e+02 +5.618425518e+02 +5.618425518e+02 -1.1837e-01 -9.3995e-01 -4.8586e-01 -2.7512e+00 -3.8830e+00 -2.2160e+00 -4.6582e-01 +5.0488e-01 -1.9816e+00 -2.5383e+00 +1.8930e+00 -2.9199e-01 -9.6386e-01 -6.1148e-01 -1.0935e-01 -1.4483e+00 +1.1254e+00 -1.3678e+00 +4.9074e-01 -1.5762e+00
2665 +4.747436485e+02 +4.747436485e+02 +5.391236485e+02 +5.391236485e+02 +9.6041e-01 +7.7338e-01 -1.1638e-01 +5.5260e-01 -3.7259e+00 -2.7666e+00 -1.8344e+00 +1.5545e+00 -2.0713e+00 -1.4212e+00 +1.3346e+00 -2.6039e-01 -7.8555e-01 +3.3938e-01 +1.8442e-01 -6.4909e-01 +8.5856e-02 -1.9814e+00 +2.5056e-01 -1.9463e+00
