% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4721 +6.256411947e+01 +6.256411947e+01 -9.374358805e+02 -9.374358805e+02 -4.0668e+00 -3.1755e+00 +1.7389e+00 +9.2135e-01 +4.0893e+00 -3.1655e+00 -1.0897e+00 -3.6138e+00 +4.1662e+00 +1.5673e+00 +3.2348e+00 -1.2338e+00 -1.6237e-02 -2.0879e+00 -1.3050e+00 -4.1894e+00 +3.7252e+00 +5.7438e-01 -2.0072e-01 -1.7057e+00
4775 +5.785684586e+01 +5.785684586e+01 -9.421431541e+02 -9.421431541e+02 -3.9519e+00 -2.5334e+00 +8.9981e-01 -6.5819e-02 +4.1023e+00 -4.4125e+00 -1.1196e+00 -6.1464e+00 +2.1010e+00 +1.9761e+00 +4.0029e+00 -4.1774e-01 -3.3572e-01 -2.5980e+00 -1.9667e+00 -2.3969e+00 +3.6508e+00 +1.5700e-01 -4.8109e-01 -1.7384e+00
5304 +5.637497371e+01 +5.637497371e+01 -9.436250263e+02 -9.436250263e+02 -3.6939e+00 -1.7864e+00 +1.7743e+00 -3.6801e-01 +4.0818e+00 -4.2039e+00 -1.1845e+00 -4.9350e+00 +2.8003e+00 +1.8070e+00 +4.7965e+00 -6.9826e-01 -1.1347e+00 -1.4404e+00 -1.0968e+00 -1.9554e+00 +2.9535e+00 +8.2265e-01 -9.8439e-01 -6.2668e-01
5320 +5.579346984e+01 +5.579346984e+01 -9.442065302e+02 -9.442065302e+02 -3.5503e+00 -2.6661e+00 +2.4407e+00 +1.6816e-01 +4.0582e+00 -3.8317e+00 -1.7782e+00 -4.9967e+00 +2.0399e+00 +1.8377e+00 +4.4295e+00 -1.8755e+00 +1.2304e-01 -1.8987e+00 -1.7584e+00 -1.3510e+00 +3.6810e+00 +4.8484e-02 -8.0124e-02 -2.6669e+00
5336 +5.175533240e+01 +5.175533240e+01 -9.482446676e+02 -9.482446676e+02 -3.1667e+00 -1.9119e+00 +2.1868e+00 -3.5046e-02 +4.0535e+00 -2.6541e+00 +2.5122e-01 -4.9192e+00 +7.7200e-01 +1.4361e+00 +4.6044e+00 -1.5665e+00 +3.3744e-01 -1.3762e+00 -4.6847e-01 -4.0697e+00 +2.2775e+00 -7.1080e-02 +1.3473e-01 -2.0778e+00
5376 +2.946530338e+01 +2.946530338e+01 -9.705346966e+02 -9.705346966e+02 -3.5808e+00 -1.9402e+00 +2.3514e+00 -2.9754e+00 +4.0800e+00 -3.7135e+00 -3.1826e-01 -4.7566e+00 +2.2448e+00 +1.9103e+00 +4.0827e+00 -7.7003e-01 +1.7919e-02 -3.0495e+00 -1.5381e+00 -3.6907e+00 +2.1838e+00 +1.9735e+00 -5.4824e-01 -1.8302e+00
5745 +2.291813860e+01 +2.291813860e+01 -9.770818614e+02 -9.770818614e+02 -4.4694e+00 -2.5636e+00 +2.9281e+00 -3.8678e+00 +4.0972e+00 -4.5563e+00 -1.1020e+00 -3.7279e+00 +3.0661e+00 +1.5552e+00 +4.1378e+00 -1.1360e+00 -4.4943e-01 -1.4724e+00 -1.2978e+00 -2.4495e+00 +3.1307e+00 +1.4364e+00 +4.0428e-01 -2.4718e+00
5767 +2.013166428e+01 +2.013166428e+01 -9.798683357e+02 -9.798683357e+02 -3.2472e+00 -2.6050e+00 +1.8891e+00 -4.6482e+00 +4.1004e+00 -4.2041e+00 -5.4604e-01 -4.0414e+00 +2.7076e+00 +1.7741e+00 +4.9485e+00 -3.4990e+00 +4.2302e-01 -7.0118e-01 -1.4728e+00 -3.2370e+00 +2.7439e+00 -1.0109e+00 +2.8584e-01 -2.7633e+00
5916 +1.918189963e+01 +1.918189963e+01 -9.808181004e+02 -9.808181004e+02 -3.5882e+00 -3.3897e+00 +2.0197e+00 -3.7994e+00 +4.0971e+00 -3.7440e+00 -1.3841e+00 -4.3347e+00 +2.4176e+00 +1.8366e+00 +2.5622e+00 -1.2630e+00 +7.7316e-01 -7.2323e-01 -1.5922e+00 -2.9812e+00 +2.1038e+00 +3.3059e-01 +7.9276e-01 -5.0416e-01
5960 +1.679352763e+01 +1.679352763e+01 -9.832064724e+02 -9.832064724e+02 -4.0740e+00 -1.9939e+00 +1.9290e+00 -2.9636e+00 +4.0546e+00 -4.0099e+00 -1.8362e+00 -4.5799e+00 +2.5605e+00 +1.5609e+00 +2.7097e+00 -1.4118e+00 +9.3711e-01 -1.3051e+00 -1.3606e+00 -2.9049e+00 +2.4083e+00 +2.3062e-01 +5.3306e-01 -2.5470e+00
6049 +1.277071342e+01 +1.277071342e+01 -9.872292866e+02 -9.872292866e+02 -4.0337e+00 -2.4473e+00 +1.8273e+00 -5.4188e+00 +4.0659e+00 -3.9029e+00 -1.2819e+00 -4.2097e+00 +3.1689e+00 +1.4171e+00 +4.6691e+00 -1.2235e+00 +7.7892e-01 -3.4283e-01 -1.4079e+00 -3.9349e+00 +1.2005e+00 -5.2053e-01 +5.7176e-01 -3.0768e+00
6212 +1.113556244e+01 +1.113556244e+01 -9.888644376e+02 -9.888644376e+02 -4.2044e+00 -1.1466e+00 +2.9014e+00 -3.9537e+00 +3.6411e+00 -3.7525e+00 -4.3608e-01 -4.6787e+00 +2.0289e+00 +1.5209e+00 +3.7570e+00 -1.6221e+00 +9.3248e-01 -1.1967e+00 -2.1972e+00 -4.0665e+00 +1.9409e+00 -5.8971e-01 +7.0811e-01 -2.4471e+00
6325 +9.687969652e+00 +9.687969652e+00 -9.903120303e+02 -9.903120303e+02 -3.6114e+00 -2.7062e+00 +2.0597e+00 -4.4390e+00 +4.0760e+00 -4.0636e+00 -1.1110e+00 -4.6184e+00 +2.1760e+00 +2.2912e+00 +3.8184e+00 -1.5521e+00 +1.1247e+00 -1.6379e+00 -1.9143e+00 -3.2097e+00 +1.7365e+00 -5.7168e-01 +5.9279e-01 -2.4487e+00
7602 +9.408823259e+00 +9.408823259e+00 -9.905911767e+02 -9.905911767e+02 -3.2104e+00 -1.8202e+00 +2.7765e+00 -4.6828e+00 +3.6461e+00 -3.4124e+00 -1.5046e+00 -4.1020e+00 +3.0022e+00 +2.3384e+00 +3.3155e+00 -1.5950e+00 +1.6765e+00 -7.8076e-01 -1.1173e+00 -3.5471e+00 +2.0680e+00 -8.2719e-01 +5.8282e-01 -2.2902e+00
7625 +9.109620403e+00 +9.109620403e+00 -9.908903796e+02 -9.908903796e+02 -4.3289e+00 -2.7051e+00 +2.4001e+00 -4.5282e+00 +3.3496e+00 -3.6923e+00 -1.4634e+00 -4.3473e+00 +2.6675e+00 +2.3176e+00 +4.4428e+00 -1.5860e+00 +2.2692e+00 -1.1775e+00 -9.9214e-01 -3.6926e+00 +2.4097e+00 +9.1801e-01 +7.7592e-01 -2.0835e+00
7715 +8.832202672e+00 +8.832202672e+00 -9.911677973e+02 -9.911677973e+02 -2.7425e+00 -2.7920e+00 +1.8470e+00 -4.4588e+00 +3.1146e+00 -3.9335e+00 -1.9498e+00 -3.7870e+00 +2.7645e+00 +2.6937e+00 +3.7022e+00 -1.1313e+00 +1.5721e+00 -1.2277e+00 -1.0093e+00 -3.8808e+00 +1.8535e+00 -1.8431e-01 +6.9841e-01 -1.4873e+00
7725 +8.614308233e+00 +8.614308233e+00 -9.913856918e+02 -9.913856918e+02 -4.0711e+00 -2.4289e+00 +1.8422e+00 -4.4336e+00 +2.7472e+00 -3.3234e+00 -1.6730e+00 -4.8229e+00 +2.6826e+00 +2.6053e+00 +3.4128e+00 -1.4368e+00 +1.3701e+00 -1.0376e+00 -1.0308e+00 -4.1211e+00 +3.8285e+00 -8.5849e-01 -9.5040e-02 -2.8646e+00
7752 +8.461700033e+00 +8.461700033e+00 -9.915383000e+02 -9.915383000e+02 -3.6765e+00 -2.7606e+00 +1.9466e+00 -4.5390e+00 +3.7913e+00 -3.2703e+00 -1.1914e+00 -4.2809e+00 +2.8393e+00 +2.4352e+00 +3.4459e+00 -1.5527e+00 +1.5852e+00 -9.5650e-01 -2.1588e+00 -3.7307e+00 +1.9621e+00 -3.4173e-01 +9.8262e-01 -2.4177e+00
7916 +8.135664361e+00 +8.135664361e+00 -9.918643356e+02 -9.918643356e+02 -2.7963e+00 -2.1774e+00 +2.4886e+00 -4.4958e+00 +3.3619e+00 -2.9989e+00 -1.1283e+00 -4.6166e+00 +2.4809e+00 +2.0248e+00 +3.6304e+00 -1.3643e+00 +5.5086e-01 -1.2592e+00 -1.9169e+00 -3.7133e+00 +2.0404e+00 -6.3538e-01 +1.0724e+00 -2.3869e+00
7942 +7.216389063e+00 +7.216389063e+00 -9.927836109e+02 -9.927836109e+02 -3.8872e+00 -1.9588e+00 +1.8977e+00 -4.3830e+00 +3.0367e+00 -3.2551e+00 -1.3404e+00 -4.3886e+00 +2.5051e+00 +3.1502e+00 +3.7213e+00 -1.5661e+00 +1.3710e+00 -8.4382e-01 -1.3871e+00 -4.0458e+00 +1.7926e+00 -9.2812e-01 +7.2474e-02 -1.8825e+00
8468 +4.312057682e+00 +4.312057682e+00 -9.956879423e+02 -9.956879423e+02 -3.5301e+00 -2.8111e+00 +1.4484e+00 -4.5068e+00 +2.2944e+00 -2.9876e+00 -1.8016e+00 -4.5562e+00 +2.4967e+00 +2.0210e+00 +3.6376e+00 -1.4272e+00 +1.9375e+00 -7.0653e-01 -2.0476e+00 -3.4889e+00 +2.3275e+00 -5.0455e-01 +8.9256e-01 -2.3494e+00
9573 +3.920481881e+00 +3.920481881e+00 -9.960795181e+02 -9.960795181e+02 -3.4889e+00 -1.8344e+00 +2.3444e+00 -4.7354e+00 +2.3628e+00 -3.6140e+00 -1.3521e+00 -5.0611e+00 +2.1322e+00 +1.7365e+00 +3.8734e+00 -1.6312e+00 +1.5537e+00 -7.1247e-01 -1.1459e+00 -3.1100e+00 +1.6143e+00 +2.6823e-03 +1.0277e+00 -2.0327e+00
9854 +2.577939815e+00 +2.577939815e+00 -9.974220602e+02 -9.974220602e+02 -3.6826e+00 -2.1509e+00 +2.0267e+00 -4.9650e+00 +1.3649e+00 -3.4293e+00 -1.2045e+00 -4.8608e+00 +1.4671e+00 +2.0552e+00 +3.2803e+00 -1.5021e+00 +1.3481e+00 -3.9691e-01 -1.4044e+00 -3.5495e+00 +1.4664e+00 -2.9475e-02 +6.2280e-01 -2.0242e+00
10383 +2.280306157e+00 +2.280306157e+00 -9.977196938e+02 -9.977196938e+02 -4.0728e+00 -2.5754e+00 +1.5798e+00 -4.3785e+00 +1.4641e+00 -3.4374e+00 -8.2957e-01 -4.4257e+00 +2.5110e+00 +2.3820e+00 +3.6419e+00 -1.5585e+00 +1.4780e+00 -8.2202e-01 -9.2781e-01 -3.2174e+00 +2.2223e+00 -3.1419e-01 +7.0295e-01 -2.3705e+00
11222 +2.116347402e+00 +2.116347402e+00 -9.978836526e+02 -9.978836526e+02 -3.8432e+00 -2.3819e+00 +1.9863e+00 -4.5747e+00 +1.4639e+00 -3.6219e+00 -1.3131e+00 -4.8683e+00 +2.1434e+00 +2.0010e+00 +4.1189e+00 -1.5034e+00 +1.5636e+00 -1.0160e+00 -2.2814e+00 -3.7028e+00 +2.1213e+00 -1.0189e-01 +6.0845e-01 -2.7379e+00
11789 +2.079163892e+00 +2.079163892e+00 -9.979208361e+02 -9.979208361e+02 -3.5557e+00 -2.0695e+00 +1.9685e+00 -4.6300e+00 +1.3865e+00 -3.4774e+00 -7.2392e-01 -4.5640e+00 +2.1264e+00 +2.0300e+00 +3.6230e+00 -1.5614e+00 +1.6600e+00 -9.2323e-01 -1.6631e+00 -3.3266e+00 +2.2428e+00 -4.2178e-01 +6.9953e-01 -1.9573e+00
11943 +2.015278011e+00 +2.015278011e+00 -9.979847220e+02 -9.979847220e+02 -3.9301e+00 -2.4447e+00 +1.7769e+00 -4.5801e+00 +1.4394e+00 -3.4057e+00 -9.8184e-01 -4.8955e+00 +1.8916e+00 +2.0538e+00 +3.8317e+00 -1.4693e+00 +1.0340e+00 -6.9350e-01 -1.7624e+00 -3.3915e+00 +2.0375e+00 -4.4127e-01 +7.3604e-01 -2.2891e+00
14861 +1.995094477e+00 +1.995094477e+00 -9.980049055e+02 -9.980049055e+02 -4.0291e+00 -2.3655e+00 +1.7392e+00 -4.6832e+00 +1.1000e+00 -3.5468e+00 -9.5802e-01 -4.8683e+00 +2.0589e+00 +2.4809e+00 +3.8574e+00 -1.5625e+00 +1.1976e+00 -8.8427e-01 -1.9628e+00 -3.3330e+00 +2.1580e+00 -4.4116e-01 +5.4689e-01 -2.1028e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.367961493e+01 +8.367961493e+01 +1.083679615e+03 +1.083679615e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1414 +8.079661918e+01 +8.079661918e+01 +1.080796619e+03 +1.080796619e+03 -3.3876e+00 -3.9855e+00 +3.5401e-01 +1.8828e+00 -2.9722e+00 -3.8738e+00 -2.3348e-01 +6.0831e-01 +4.2772e+00 -4.7826e+00 -2.4689e+00 -2.2528e+00 +1.7684e+00 -1.3131e+00 -3.9705e+00 -2.6137e+00 +3.8386e+00 -1.7195e+00 +3.1720e+00 +1.5852e+00
1650 +7.842124357e+01 +7.842124357e+01 +1.078421244e+03 +1.078421244e+03 -3.1227e+00 -2.8550e+00 +9.2360e-01 +1.8673e+00 +1.4107e+00 -3.4243e+00 -1.7208e+00 +4.7129e-01 +4.2654e+00 -4.9843e+00 -2.5168e+00 -2.7023e+00 -6.4983e-01 -1.5287e+00 -4.3464e+00 -2.6100e+00 +3.7581e+00 -2.1352e+00 +3.1768e+00 +3.2244e+00
1777 +7.745814011e+01 +7.745814011e+01 +1.077458140e+03 +1.077458140e+03 -3.2882e+00 -2.9781e+00 +2.6816e-01 +8.6084e-01 -1.5668e+00 -3.5615e+00 -1.2303e+00 +4.8391e-01 +4.2797e+00 -4.6367e+00 -2.3935e+00 -2.2832e+00 -2.5474e-01 -1.3920e+00 -4.3838e+00 -2.6577e+00 +3.8183e+00 -2.1829e+00 +3.1304e+00 +2.0802e+00
1807 +7.575107975e+01 +7.575107975e+01 +1.075751080e+03 +1.075751080e+03 -3.0081e+00 -4.6658e+00 +1.4900e-01 +2.0340e+00 +5.4683e-01 -4.1910e+00 -9.2255e-01 +1.0406e+00 +4.2726e+00 -4.8831e+00 -2.5718e+00 -2.2996e+00 -1.0715e-01 -2.2347e+00 -4.2374e+00 -3.2751e+00 +3.7635e+00 -2.4536e+00 +3.1142e+00 +1.7666e+00
2106 +7.404615856e+01 +7.404615856e+01 +1.074046159e+03 +1.074046159e+03 -2.6315e+00 -2.8538e+00 +1.1693e+00 +1.4250e+00 +1.5725e+00 -3.9721e+00 +2.4767e+00 +6.0497e-01 +4.2834e+00 -4.7857e+00 -2.3388e+00 -2.1661e+00 +2.3925e-01 -4.4202e+00 -2.6876e+00 -2.4807e+00 +3.8399e+00 -2.6671e+00 +3.0887e+00 +1.9466e+00
2183 +7.211561789e+01 +7.211561789e+01 +1.072115618e+03 +1.072115618e+03 -3.1247e+00 -5.9458e+00 -2.6924e-01 +1.3186e+00 +9.4296e-01 -3.0238e+00 +2.4221e-01 +3.0042e-01 +4.2815e+00 -3.9730e+00 -3.1691e+00 -2.5525e+00 -1.0134e+00 -1.8130e+00 -3.5673e+00 -4.1283e+00 +4.0314e+00 -4.5594e+00 +3.0995e+00 +2.3325e+00
2407 +7.042908355e+01 +7.042908355e+01 +1.070429084e+03 +1.070429084e+03 -3.0349e+00 -4.5295e+00 +4.7914e-01 +1.1230e+00 +7.7704e-01 -2.7790e+00 +1.5949e+00 +1.3288e+00 +4.2850e+00 -4.0119e+00 -2.9385e+00 -2.1931e+00 +1.1849e-01 -2.2560e+00 -2.9014e+00 -5.4529e+00 +3.4456e+00 -3.4192e+00 +3.4349e+00 +2.0810e+00
2571 +6.868022754e+01 +6.868022754e+01 +1.068680228e+03 +1.068680228e+03 -2.9180e+00 -4.2453e+00 +4.5922e-01 +8.8461e-01 +1.5588e+00 -2.4681e+00 +3.9066e-01 +1.4543e+00 +4.2723e+00 -4.1483e+00 -4.2460e+00 -2.0652e+00 -1.2495e+00 -3.2167e+00 -3.1065e+00 -3.9942e+00 +2.6838e+00 -3.7192e+00 +3.1846e+00 +2.1195e+00
3027 +6.716753572e+01 +6.716753572e+01 +1.067167536e+03 +1.067167536e+03 -3.1598e+00 -5.2182e+00 +1.1152e+00 +5.9205e-01 +1.2661e+00 -1.6779e+00 +1.3718e+00 +4.8623e-01 +4.2577e+00 -3.5061e+00 -2.7980e+00 -2.0234e+00 -8.6328e-01 -3.3338e+00 -3.0137e+00 -4.3556e+00 +2.2774e+00 -3.4650e+00 +3.1168e+00 +2.7085e+00
3574 +6.556801887e+01 +6.556801887e+01 +1.065568019e+03 +1.065568019e+03 -3.4502e+00 -4.6744e+00 +1.1541e+00 +1.2299e-01 +8.4675e-01 -2.0373e+00 +1.0292e-01 -1.1938e-01 +4.2214e+00 -3.7610e+00 -3.6098e+00 -6.9876e-01 -9.8634e-01 -3.2502e+00 -2.1554e+00 -4.4820e+00 +2.9655e+00 -4.0098e+00 +2.8294e+00 +1.3316e+00
3702 +6.270068638e+01 +6.270068638e+01 +1.062700686e+03 +1.062700686e+03 -3.3860e+00 -4.4724e+00 +4.1806e-01 -1.1544e+00 +1.0217e+00 -1.4529e+00 +3.8155e-01 -7.2157e-02 +4.1801e+00 -3.3799e+00 -2.9917e+00 -1.9221e+00 -1.7828e+00 -4.0756e+00 -1.7837e+00 -4.2780e+00 +2.3886e+00 -3.1959e+00 +3.1253e+00 +2.2803e+00
3866 +6.147308272e+01 +6.147308272e+01 +1.061473083e+03 +1.061473083e+03 -3.2967e+00 -4.5883e+00 +1.1011e+00 -2.4671e+00 +1.3660e+00 -1.4728e+00 +1.1314e+00 +2.2191e-01 +4.2705e+00 -3.5424e+00 -3.0273e+00 -1.0450e+00 -1.4121e+00 -3.8199e+00 -1.8473e+00 -4.2801e+00 +3.1077e+00 -3.8045e+00 +3.1673e+00 +2.0177e+00
4217 +6.023783363e+01 +6.023783363e+01 +1.060237834e+03 +1.060237834e+03 -4.2294e+00 -4.4521e+00 +1.4549e+00 -2.5047e+00 +4.1623e-01 -1.8438e+00 +7.0583e-01 -4.4708e-01 +4.0130e+00 -3.5225e+00 -3.4084e+00 -1.4335e+00 -1.1994e+00 -3.8827e+00 -1.5507e+00 -4.8074e+00 +4.0741e+00 -3.2279e+00 +2.7103e+00 +2.0945e+00
4479 +5.822360105e+01 +5.822360105e+01 +1.058223601e+03 +1.058223601e+03 -3.3248e+00 -4.9043e+00 +1.3552e+00 -1.8170e+00 +8.3873e-01 -4.3116e-01 +6.3756e-01 -1.5511e-01 +3.5852e+00 -4.0629e+00 -2.3034e+00 -3.1882e+00 -1.2967e+00 -4.3018e+00 -2.1881e+00 -5.6167e+00 +3.4314e+00 -3.5226e+00 +2.6725e+00 +2.6169e+00
4728 +5.707071446e+01 +5.707071446e+01 +1.057070714e+03 +1.057070714e+03 -3.1822e+00 -3.5644e+00 +1.1509e+00 -1.9805e+00 -2.2227e-01 -2.1346e+00 -7.4675e-02 -1.3161e-01 +3.7153e+00 -3.8176e+00 -3.9172e+00 -1.3784e+00 +3.9562e-02 -4.1648e+00 -1.8313e+00 -5.2336e+00 +3.3951e+00 -3.1270e+00 +2.7765e+00 +2.1718e+00
4833 +5.490818949e+01 +5.490818949e+01 +1.054908189e+03 +1.054908189e+03 -3.4369e+00 -3.9486e+00 +4.7076e-01 -2.1111e+00 +1.3407e+00 -2.7706e+00 +8.6934e-01 +1.1724e+00 +3.4962e+00 -3.1568e+00 -1.8329e+00 -2.4768e+00 -5.8591e-01 -4.3885e+00 -2.9147e+00 -4.7316e+00 +3.1229e+00 -2.6778e+00 +2.3179e+00 +2.3303e+00
5029 +4.571472054e+01 +4.571472054e+01 +1.045714721e+03 +1.045714721e+03 -3.4823e+00 -3.6731e+00 +1.6499e+00 -2.2092e+00 +1.7127e+00 -2.2399e+00 +6.5080e-01 +1.4946e+00 +2.8007e+00 -3.8432e+00 -2.4079e+00 -2.0362e+00 -5.1758e-01 -3.6083e+00 -1.9976e+00 -5.3111e+00 +2.6231e+00 -4.0093e+00 +3.1804e+00 +2.1797e+00
5278 +4.413176058e+01 +4.413176058e+01 +1.044131761e+03 +1.044131761e+03 -3.2250e+00 -4.6139e+00 +7.5890e-01 -2.4836e+00 +1.0170e+00 -2.5592e+00 -1.5563e-01 +7.4632e-02 +2.9903e+00 -3.8360e+00 -3.4467e+00 -5.1948e-01 -1.0363e+00 -3.7490e+00 -2.3199e+00 -4.9593e+00 +2.8235e+00 -4.4123e+00 +2.7602e+00 +2.1618e+00
5356 +3.780313367e+01 +3.780313367e+01 +1.037803134e+03 +1.037803134e+03 -3.0230e+00 -3.9483e+00 -9.1404e-02 -1.8596e+00 +5.7961e-01 -2.2992e+00 +5.5143e-01 +3.3871e-01 +2.7456e+00 -3.4314e+00 -3.9819e+00 -2.1612e+00 -3.9598e-01 -4.2473e+00 -2.4084e+00 -4.8731e+00 +3.0997e+00 -3.5868e+00 +3.0099e+00 +2.2322e+00
5491 +3.391267450e+01 +3.391267450e+01 +1.033912674e+03 +1.033912674e+03 -2.6831e+00 -4.9042e+00 -6.6411e-01 -2.7376e+00 +9.0881e-01 -3.8325e+00 +1.6687e+00 +5.3978e-01 +1.3003e+00 -2.8618e+00 -2.4391e+00 -2.3245e+00 -4.0838e-01 -3.0834e+00 -1.4085e+00 -5.0229e+00 +1.7367e+00 -3.7098e+00 +3.1342e+00 +2.1942e+00
5494 +2.214076093e+01 +2.214076093e+01 +1.022140761e+03 +1.022140761e+03 -4.4521e+00 -4.4509e+00 +5.8640e-01 -2.6092e+00 +6.2550e-01 -2.6080e+00 +1.2299e+00 +7.8777e-01 +1.0968e+00 -3.4156e+00 -2.6649e+00 -2.6213e+00 -8.4140e-01 -4.1946e+00 -1.7438e+00 -4.9162e+00 +3.2072e+00 -4.0931e+00 +3.3383e+00 +2.1647e+00
5672 +1.832100958e+01 +1.832100958e+01 +1.018321010e+03 +1.018321010e+03 -3.0464e+00 -5.7013e+00 +6.9954e-01 -2.4028e+00 +1.1930e+00 -2.4115e+00 +2.7657e+00 +9.6637e-01 -7.6006e-01 -3.8989e+00 -2.8907e+00 -1.0758e+00 -1.0640e+00 -3.1259e+00 -2.1775e+00 -5.3425e+00 +3.1658e+00 -4.0502e+00 +3.7640e+00 +2.2392e+00
