% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
6142 +2.553990930e+01 +2.553990930e+01 +8.599909296e+00 +8.599909296e+00 +2.5439e+00 -1.8494e+00 +3.3012e-01 -1.2768e+00 +3.0420e+00 +1.4489e+00 +1.7374e+00 -9.2930e-01 -7.7695e-01 -6.5712e-01 +2.5616e+00 +1.1107e+00 -1.4562e+00 -2.3743e+00 +2.1080e+00 +1.6789e+00 +3.0790e+00 +2.8296e+00 -6.0664e-01 +2.2535e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.562307111e+01 +5.562307111e+01 +7.443307111e+01 +7.443307111e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2947 +5.162555829e+01 +5.162555829e+01 +7.043555829e+01 +7.043555829e+01 -2.0953e+00 -5.1578e+00 +5.1684e-01 -1.6241e+00 +2.2548e+00 +8.9334e-01 +2.8768e+00 +4.0954e+00 +1.1964e+00 +2.5184e-01 +5.0221e-01 +3.8839e+00 +3.7120e+00 +2.9184e+00 +5.2228e+00 +2.3266e+00 -3.0811e+00 -2.0664e+00 +2.0418e+00 -1.6318e+00
3091 +4.535053662e+01 +4.535053662e+01 +6.416053662e+01 +6.416053662e+01 +1.6767e-01 -5.4436e+00 -1.0063e+00 -1.4402e+00 +2.2630e+00 -1.7724e-01 +4.9577e+00 +4.8787e+00 +2.9375e+00 +1.8353e-01 +8.9676e-01 +4.2173e+00 +4.0251e+00 +2.3518e+00 +4.3368e+00 -2.4585e-02 -3.2605e+00 +1.6440e+00 +3.0710e+00 -3.2683e+00
3484 +4.163478385e+01 +4.163478385e+01 +6.044478385e+01 +6.044478385e+01 +2.7000e+00 -5.0983e+00 +5.7048e-01 -2.7732e+00 +1.7904e+00 -3.2141e-01 +5.0590e+00 +5.0457e+00 +2.6387e+00 +1.3475e-01 +2.8189e-01 +9.5122e-01 +3.1652e+00 +2.5821e+00 +4.7562e+00 +3.0745e-01 -3.3723e+00 +2.2748e+00 -5.5570e-01 -2.4673e-01
3978 +3.458200493e+01 +3.458200493e+01 +5.339200493e+01 +5.339200493e+01 -3.1488e-02 -4.1827e+00 -1.0096e+00 -1.8178e+00 -6.6928e-02 -3.1482e+00 +1.3934e+00 +4.8358e+00 +2.6216e+00 -2.9929e-01 -1.0427e+00 +2.7649e+00 +3.7386e+00 +2.8419e+00 +8.9793e-01 +1.3475e+00 -5.2961e+00 +2.9912e+00 +3.2472e+00 -1.7160e+00
4492 +3.137276570e+01 +3.137276570e+01 +5.018276570e+01 +5.018276570e+01 +1.1875e+00 -3.8258e+00 +3.1939e-01 -3.0375e+00 +1.5283e+00 -2.2822e+00 +3.9427e+00 +3.5701e+00 +2.7878e-01 +2.2619e+00 -1.8594e-01 -3.4285e-02 +4.5495e+00 +1.7983e+00 -2.4001e+00 -2.8488e+00 -4.5904e+00 +3.6467e+00 +1.6606e+00 +1.3819e-01
6722 +3.036807543e+01 +3.036807543e+01 +4.917807543e+01 +4.917807543e+01 -8.4719e-01 -2.2685e+00 +7.4921e-01 -3.5133e+00 -3.6207e-01 +1.2500e+00 -2.7423e+00 +3.7832e+00 -2.6824e-01 +2.3414e+00 -2.5892e+00 +3.9152e+00 +1.7350e+00 +2.8311e-01 -1.4302e+00 -9.3650e-01 -3.1866e+00 -5.6524e-02 -2.2337e+00 -9.5863e-01
181484 +2.732409049e+01 +2.732409049e+01 +4.613409049e+01 +4.613409049e+01 +1.9889e+00 -2.6380e+00 +2.1831e+00 +7.6014e-02 -3.4446e+00 -3.8969e+00 +4.5939e+00 +1.6886e+00 +8.2676e-01 +2.5290e+00 -2.7079e+00 +2.0846e+00 +3.1198e+00 +6.4907e-01 -5.8301e-01 -5.0440e+00 -2.5396e+00 +3.7526e+00 +7.6625e-01 +7.6616e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.178320511e+02 +2.178320511e+02 +4.909820511e+02 +4.909820511e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1723 +1.855855627e+02 +1.855855627e+02 +4.587355627e+02 +4.587355627e+02 -4.4693e+00 -2.3284e+00 +2.3501e+00 +3.3096e+00 -5.3792e-01 -5.0510e-01 +3.2237e+00 -1.5072e+00 +2.1123e+00 +2.0661e-01 -1.1670e+00 -4.3715e+00 -3.9210e+00 +6.0395e-02 +4.7618e+00 +3.3140e+00 +3.1874e+00 +4.6895e+00 +2.2879e+00 -1.7347e+00
1927 +1.673299012e+02 +1.673299012e+02 +4.404799012e+02 +4.404799012e+02 -4.4263e+00 -2.3633e+00 +2.0174e+00 +3.6499e+00 +1.8864e+00 -6.4732e-01 +2.9162e+00 -1.6601e+00 +2.0436e+00 +1.9504e-02 -1.2743e-01 -4.6456e+00 -3.5851e+00 +1.5940e-01 +4.0997e+00 +2.9593e+00 +3.0457e+00 +5.3344e+00 +2.4049e+00 -2.1054e+00
2012 +1.523213497e+02 +1.523213497e+02 +4.254713497e+02 +4.254713497e+02 -5.0148e+00 -1.0847e+00 +2.2270e+00 +3.7318e+00 +3.5953e-01 +6.2365e-01 +2.7061e+00 -1.4192e+00 +1.4333e+00 +1.7353e-01 +1.8530e+00 -5.0288e+00 -4.3861e+00 -7.0660e-02 +4.1777e+00 +2.9722e+00 +3.1706e+00 +4.7247e+00 +2.5417e+00 -2.5452e+00
2104 +1.179872201e+02 +1.179872201e+02 +3.911372201e+02 +3.911372201e+02 -5.1886e+00 +1.2196e-01 +2.6874e+00 +2.9833e+00 -1.5084e+00 -3.2102e+00 +2.9826e+00 -1.1959e-01 +1.3727e+00 +1.2734e-01 -2.1135e+00 -5.0068e+00 -3.7791e+00 +6.3637e-01 +3.7962e+00 +2.9860e+00 +3.2061e+00 +5.1858e+00 +2.0239e+00 -2.5482e+00
2222 +1.123259729e+02 +1.123259729e+02 +3.854759729e+02 +3.854759729e+02 -4.7403e+00 +2.5970e+00 -1.2568e+00 +2.9914e+00 -6.7342e-01 -7.7395e-01 +2.7331e+00 -1.3254e+00 +2.4315e+00 +2.3844e-01 -2.2034e+00 -5.1508e+00 -3.4924e+00 +6.5055e-01 +2.0492e+00 +3.0459e+00 +3.2131e+00 +5.5248e+00 +9.0636e-01 -2.8866e+00
2233 +9.782696333e+01 +9.782696333e+01 +3.709769633e+02 +3.709769633e+02 -5.5599e+00 +3.6069e+00 -1.7581e+00 +2.8303e+00 -1.2938e+00 -1.1496e+00 +2.8341e+00 -1.0125e+00 +1.5538e+00 +3.9902e-01 +2.1365e+00 -4.7894e+00 -3.9480e+00 +6.3880e-01 +3.8151e+00 +2.9189e+00 +3.1305e+00 +2.8751e+00 +2.1317e+00 -2.9944e+00
2324 +9.620635437e+01 +9.620635437e+01 +3.693563544e+02 +3.693563544e+02 -5.1801e+00 +2.3786e+00 +6.4606e-01 +2.8711e+00 -1.3738e+00 -9.2319e-01 +2.8213e+00 -1.3228e+00 +9.6690e-01 +7.5864e-01 +6.4535e-01 -4.6504e+00 -4.1782e+00 +7.4131e-01 +3.3325e+00 +3.0188e+00 +3.0686e+00 +4.5443e+00 +1.6662e+00 -3.0344e+00
2409 +9.390408310e+01 +9.390408310e+01 +3.670540831e+02 +3.670540831e+02 -5.4966e+00 +3.5870e+00 -3.1290e-02 +2.1142e+00 -3.9890e-01 -4.3188e+00 +2.5400e+00 -1.0587e+00 +1.2235e-01 +2.6292e-01 +6.8943e-01 -4.8507e+00 -3.7168e+00 -6.4457e-01 +5.8828e+00 +3.0765e+00 +3.1967e+00 +5.1449e+00 +2.1503e+00 -4.1838e+00
2448 +8.543049180e+01 +8.543049180e+01 +3.585804918e+02 +3.585804918e+02 -4.6266e+00 +2.2882e+00 +4.0390e-01 +2.1048e+00 -1.9519e+00 -1.8039e+00 +2.6725e+00 -8.7199e-01 +1.1097e+00 +3.2433e-01 -2.8454e-01 -5.0011e+00 -3.8653e+00 +6.6237e-01 +1.8872e+00 +3.0887e+00 +2.8421e+00 +4.4943e+00 +2.0247e+00 -5.1233e+00
2509 +7.745605938e+01 +7.745605938e+01 +3.506060594e+02 +3.506060594e+02 -4.8048e+00 +2.5140e+00 -9.4660e-02 +2.6819e+00 -2.4318e+00 -1.8406e+00 +2.7058e+00 +4.5970e-01 -1.0137e+00 +1.1587e+00 -4.8873e-01 -4.3033e+00 -3.8964e+00 +7.0244e-01 +2.5207e+00 +3.0889e+00 +3.8081e+00 +5.6798e+00 +2.9973e+00 -4.5051e+00
2535 +7.190575320e+01 +7.190575320e+01 +3.450557532e+02 +3.450557532e+02 -5.2199e+00 +2.0618e+00 -4.8277e-02 +2.8322e+00 -7.6106e-01 -2.1801e+00 +3.9554e+00 -8.0839e-01 +1.6572e+00 +1.1807e+00 -2.3428e+00 -6.7462e-02 -4.3496e+00 -5.4469e-01 +3.5500e+00 +2.7906e+00 +3.1244e+00 +2.9170e+00 +2.0072e+00 -4.2669e+00
2696 +6.117683001e+01 +6.117683001e+01 +3.343268300e+02 +3.343268300e+02 -4.9996e+00 +2.3815e+00 -1.0151e+00 +2.6120e+00 -4.7797e-01 -1.8692e+00 +3.0098e+00 -1.1535e+00 +3.3614e-01 +5.0350e-01 -2.0912e+00 -4.0981e+00 -5.0734e+00 +1.0663e+00 +3.0305e+00 +2.8826e+00 +3.0646e+00 +4.8762e+00 +1.9964e+00 -3.6190e+00
2715 +5.801439511e+01 +5.801439511e+01 +3.311643951e+02 +3.311643951e+02 -5.1060e+00 +1.5077e+00 -1.1926e+00 +2.6758e+00 +2.0361e-01 -3.7524e+00 +2.8996e+00 -1.4682e+00 -1.0054e+00 +1.5461e-01 +8.9568e-01 -4.3245e+00 -3.6805e+00 +3.1893e-01 +2.0583e+00 +3.0755e+00 +3.2049e+00 +4.6343e+00 +2.0578e+00 -4.9322e+00
2758 +4.924438102e+01 +4.924438102e+01 +3.223943810e+02 +3.223943810e+02 -5.2748e+00 +3.7941e+00 -9.2313e-01 +1.9863e+00 +6.5862e-01 -4.1608e+00 -5.4772e-01 -1.5869e+00 -3.9523e+00 +2.1902e+00 +2.9462e+00 -3.5059e+00 -4.1026e+00 +5.9510e-01 +1.4608e+00 +3.2183e+00 +3.0644e+00 +5.4001e+00 +8.1031e-01 -3.2255e+00
2995 +4.562003335e+01 +4.562003335e+01 +3.187700333e+02 +3.187700333e+02 -4.2942e+00 +4.3482e+00 -1.8507e+00 +2.9797e+00 +4.7343e-01 -4.1026e+00 +2.2309e+00 -8.8939e-01 -1.6066e+00 +1.8608e+00 -8.9391e-01 -3.6305e+00 -4.3497e+00 -2.2300e-01 +1.4945e+00 +3.2233e+00 +3.2424e+00 +4.5706e+00 +1.4028e+00 -4.5224e+00
3327 +4.216363766e+01 +4.216363766e+01 +3.153136377e+02 +3.153136377e+02 -5.1230e+00 +4.8094e+00 -2.2638e+00 +3.0504e+00 +3.1951e+00 -2.9189e+00 +1.9297e+00 -1.3844e+00 -1.7315e+00 +1.6028e+00 -1.7462e+00 -3.4662e+00 -4.8805e+00 +5.7970e-01 +1.4550e+00 +2.7182e+00 +4.5689e+00 +3.6871e+00 +8.4881e-01 -4.8418e+00
3355 +3.793079004e+01 +3.793079004e+01 +3.110807900e+02 +3.110807900e+02 -5.4086e+00 +3.0294e+00 -2.7657e+00 +2.3549e+00 +2.6971e+00 -4.3619e+00 +3.0316e+00 -1.5800e+00 -5.3025e+00 +1.5199e+00 +1.0529e+00 -3.0217e+00 -4.0148e+00 +4.5136e+00 +3.5304e+00 +2.9678e+00 +3.9601e+00 +2.8174e+00 -5.7844e-01 -5.0505e+00
3699 +3.667168984e+01 +3.667168984e+01 +3.098216898e+02 +3.098216898e+02 -4.1990e+00 +5.0164e+00 -2.5996e+00 +2.1362e+00 +1.2159e+00 -4.3125e+00 +2.4884e+00 -1.7238e-01 -3.1302e+00 +1.7331e+00 +3.6838e-03 -2.2953e+00 -4.1005e+00 +3.1977e+00 +3.5843e+00 +1.8073e+00 +3.1485e+00 +3.5582e+00 -1.0083e+00 -3.7397e+00
4110 +2.911555398e+01 +2.911555398e+01 +3.022655540e+02 +3.022655540e+02 -4.1610e+00 +3.5419e+00 +7.2825e-02 +1.2849e+00 +1.5992e+00 -2.7150e+00 +2.3486e+00 -4.4330e-01 -2.2017e+00 +1.1380e+00 -1.1827e+00 +2.6334e+00 -2.7792e+00 -2.8787e-01 +7.4501e-02 +1.4778e+00 +5.4857e-01 +3.3160e+00 +9.9554e-01 -2.3246e+00
4664 +2.781367057e+01 +2.781367057e+01 +3.009636706e+02 +3.009636706e+02 -4.5551e+00 +4.6182e+00 -4.3126e+00 +2.3409e+00 +1.5306e+00 -2.8179e+00 +1.1012e+00 -2.8292e+00 -4.1023e+00 +3.8433e+00 +8.1268e-01 -2.8304e-01 -1.9070e+00 +2.6144e+00 +8.4710e-01 +8.4679e-01 +8.0036e-01 +3.9966e+00 +2.4923e+00 -3.7384e+00
6234 +2.508956012e+01 +2.508956012e+01 +2.982395601e+02 +2.982395601e+02 -2.1479e+00 +3.1956e+00 -8.7114e-01 +2.0574e+00 +1.8977e+00 -3.9035e+00 +1.8889e+00 -1.0252e+00 -3.5131e+00 +4.6821e-01 +4.2123e+00 +2.2221e-01 -4.3053e-01 +7.9817e-01 +9.9012e-01 -3.5962e+00 +2.0300e+00 +1.9184e+00 -8.9042e-01 -5.3272e+00
7510 +1.985133968e+01 +1.985133968e+01 +2.930013397e+02 +2.930013397e+02 -2.1910e+00 +2.7595e+00 -6.6721e-01 +1.0653e+00 +1.5987e+00 -2.8535e+00 -1.9666e-01 -1.3521e+00 -2.9778e+00 +2.7852e+00 -1.4997e+00 +2.4009e-01 -1.4148e+00 +1.5995e+00 +2.2804e+00 -4.1557e+00 +4.6188e+00 -1.0766e+00 +1.5546e+00 -1.1945e+00
275704       +inf +1.985133968e+01       +inf +2.930013397e+02 -1.2991e+04 -6.1703e+03 +7.1572e+02 +6.4401e+03 +2.6143e+04 +5.8483e+04 +6.6735e+03 -2.2396e+03 +3.4270e+03 -3.5008e+04 +2.6905e+03 -7.4506e+03 +1.9276e+02 -1.9167e+02 +5.5755e+02 -7.4029e+02 +1.0386e+04 +1.8321e+00 -1.7712e+03 -3.2811e+04
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.493569195e+01 +4.493569195e+01 +8.211569195e+01 +8.211569195e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4196 +4.402007293e+01 +4.402007293e+01 +8.120007293e+01 +8.120007293e+01 -2.4476e+00 -1.6625e-02 +2.6188e+00 -5.4083e-02 -1.8659e+00 -4.0861e-01 -1.2230e+00 +1.3806e+00 +9.7638e-02 -2.3921e+00 +3.7886e+00 -3.4413e-01 +1.3451e+00 +2.8743e+00 +5.1792e+00 -3.7892e+00 +1.2921e-01 -3.5677e+00 -1.9950e+00 +2.4926e+00
4408 +3.846016051e+01 +3.846016051e+01 +7.564016051e+01 +7.564016051e+01 -2.9009e+00 +1.3900e+00 +1.0115e+00 -1.8227e+00 -3.0356e+00 +5.1244e-01 -1.4729e+00 -2.0138e+00 -1.3344e+00 -2.5360e+00 -2.7531e-01 +4.1635e-01 +1.1845e+00 +2.4533e+00 +4.9756e+00 -3.5837e+00 -1.0904e+00 -3.1403e+00 -1.3245e+00 +1.6281e+00
4473 +3.272378131e+01 +3.272378131e+01 +6.990378131e+01 +6.990378131e+01 -3.0307e+00 +1.3797e+00 +2.2578e+00 -1.9442e+00 -2.0739e+00 -1.4455e+00 -2.0164e-01 -1.7763e+00 +7.0838e-01 -2.8618e+00 -1.1303e+00 +5.7486e-01 +1.9752e+00 +2.8507e+00 +4.8923e+00 -3.6573e+00 -2.3027e+00 -3.7733e+00 -6.1658e-01 +8.9893e-01
99511 +3.155003070e+01 +3.155003070e+01 +6.873003070e+01 +6.873003070e+01 -1.0483e+00 +7.5519e-01 +4.9620e-01 -1.3646e+00 -2.8644e+00 -2.0657e+00 -1.9877e+00 -3.3286e+00 -2.2721e+00 +1.2826e+00 +5.1597e-01 +1.1539e-01 -1.7811e+00 -8.7665e-01 +1.1631e+00 +5.8774e-01 +3.6104e+00 +1.0525e+00 +1.9280e+00 -6.5210e-01
139069 +2.983797041e+01 +2.983797041e+01 +6.701797041e+01 +6.701797041e+01 -2.4711e+00 +3.1229e+00 -7.2652e-02 +1.6891e+00 -1.1411e+00 -2.0951e-01 +1.7544e+00 -2.4429e+00 -1.2022e+00 -5.1156e-01 +1.1789e+00 +2.8460e+00 -2.8208e+00 +1.1335e+00 +1.9586e+00 +9.1008e-01 -2.3030e+00 +1.4488e+00 -1.8248e+00 -2.0569e-01
186384 +2.576754957e+01 +2.576754957e+01 +6.294754957e+01 +6.294754957e+01 +2.2586e+00 -7.3437e-01 +2.2605e+00 -1.9511e+00 -4.7129e+00 -1.7664e+00 -4.6919e-01 -4.7847e+00 -1.5099e-01 +3.1183e+00 -7.4714e-01 +1.5999e+00 +1.7992e+00 +3.1909e-01 -3.1876e-01 +6.8230e-01 +2.6013e-01 -6.4711e-01 -1.6313e+00 -1.0916e+00
980949 +2.409094333e+01 +2.409094333e+01 +6.127094333e+01 +6.127094333e+01 -2.2140e+00 -6.9039e-01 +3.3001e+00 +9.1520e-01 -3.1607e+00 -5.0424e-01 -1.3579e+00 +5.8557e-01 -1.3468e+00 +2.6184e+00 -6.3822e-01 +1.8554e-01 +3.9289e+00 +9.7308e-01 +1.8059e+00 +2.6523e+00 +2.6886e+00 -1.5239e+00 -1.1538e+00 -3.2575e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.545306338e+01 +5.545306338e+01 -9.244693662e+01 -9.244693662e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2480 +5.340149882e+01 +5.340149882e+01 -9.449850118e+01 -9.449850118e+01 -3.0810e-01 -1.9129e+00 -1.2725e+00 -2.3772e+00 +1.9416e-01 +2.5988e-01 +4.3484e-01 -1.8000e+00 +3.7653e+00 -2.1232e+00 +3.7158e+00 +8.8398e-01 +5.3354e+00 -2.2239e+00 +8.3084e-03 +2.4341e+00 -2.4107e+00 +1.6310e-01 +5.0822e-01 +2.6991e+00
2667 +4.521650224e+01 +4.521650224e+01 -1.026834978e+02 -1.026834978e+02 +3.8684e+00 -1.5730e+00 -1.0019e+00 -3.5066e+00 -3.1498e-02 +1.1033e-01 +2.7752e-01 -3.6974e+00 +2.3791e+00 +1.0144e+00 +3.4968e+00 +5.3064e-01 +4.0473e+00 +1.2327e+00 +2.5410e-01 +2.9913e+00 -1.3480e-01 +1.3477e-01 +2.7171e-01 +4.2324e+00
2923 +3.862625469e+01 +3.862625469e+01 -1.092737453e+02 -1.092737453e+02 +5.0528e+00 -2.1315e+00 +2.1361e-01 -2.7429e+00 -4.0956e-01 +1.1353e+00 +1.2138e-01 -3.9339e+00 -3.0447e+00 -2.3792e+00 +3.3341e+00 +3.6540e+00 +2.5098e+00 -1.4854e+00 -6.7084e-01 +2.4324e+00 -3.3581e+00 +4.1217e-01 +8.1320e-01 +2.6800e+00
3136 +3.534326164e+01 +3.534326164e+01 -1.125567384e+02 -1.125567384e+02 +1.4222e+00 -1.3337e+00 +8.9866e-01 -1.4711e+00 -1.3090e+00 +1.7605e+00 +2.2882e-01 -2.6420e+00 -1.9162e+00 -3.2856e+00 +3.2787e+00 +2.4191e+00 +2.7067e+00 +5.5240e-01 -1.7865e+00 +1.7136e+00 +8.3691e-01 +1.3081e-01 -2.3265e-01 +3.8064e+00
3453 +2.929720475e+01 +2.929720475e+01 -1.186027953e+02 -1.186027953e+02 +3.0240e+00 -1.7334e+00 -9.5569e-01 -3.0310e+00 -2.2300e+00 +6.4066e-01 +1.4142e-02 -8.7636e-01 -1.2437e+00 -2.6564e+00 +1.1934e+00 +4.6548e+00 -3.0269e-01 -2.8885e+00 +7.7205e-01 +2.2250e+00 -4.0888e-01 +2.6529e-01 -2.7288e-01 +3.5006e+00
642127       +inf +2.929720475e+01       +inf -1.186027953e+02 -1.0192e+04 -4.3150e+03 -4.9076e+04 +5.5075e+03 +8.9617e+03 -2.6676e+03 -3.3391e+03 +7.6374e+03 +8.6523e+03 +1.5245e+02 -8.7981e+03 -3.0908e+03 +1.2410e+04 +6.1630e+03 +6.9237e+02 +3.6855e+03 -9.8954e+03 +3.1978e+03 -8.5111e+02 -7.0890e+03
% function evaluation | noise-free fitness - Fopt (-6.080000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
